FEN:ID,:LABEL,Comment,Modifiers,Extends,Implements
org.apache.commons.codec.Charsets,Class,"* Charsets required of every implementation of the Java platform.\n *\n * From the Java documentation <a href=""https://docs.oracle.com/javase/6/docs/api/java/nio/charset/Charset.html"">Standard\n * charsets</a>:\n * <p>\n * <cite>Every implementation of the Java platform is required to support the following character encodings. Consult the\n * release documentation for your implementation to see if any other encodings are supported. Consult the release\n * documentation for your implementation to see if any other encodings are supported. </cite>\n * </p>\n *\n * <ul>\n * <li>{@code US-ASCII}<p>\n * Seven-bit ASCII, a.k.a. ISO646-US, a.k.a. the Basic Latin block of the Unicode character set.</p></li>\n * <li>{@code ISO-8859-1}<p>\n * ISO Latin Alphabet No. 1, a.k.a. ISO-LATIN-1.</p></li>\n * <li>{@code UTF-8}<p>\n * Eight-bit Unicode Transformation Format.</p></li>\n * <li>{@code UTF-16BE}<p>\n * Sixteen-bit Unicode Transformation Format, big-endian byte order.</p></li>\n * <li>{@code UTF-16LE}<p>\n * Sixteen-bit Unicode Transformation Format, little-endian byte order.</p></li>\n * <li>{@code UTF-16}<p>\n * Sixteen-bit Unicode Transformation Format, byte order specified by a mandatory initial byte-order mark (either order\n * accepted on input, big-endian used on output.)</p></li>\n * </ul>\n *\n * This perhaps would best belong in the Commons Lang project. Even if a similar class is defined in Commons Lang, it is\n * not foreseen that Commons Codec would be made to depend on Commons Lang.\n *\n * <p>\n * This class is immutable and thread-safe.\n * </p>\n *\n * @see <a href=""https://docs.oracle.com/javase/6/docs/api/java/nio/charset/Charset.html"">Standard charsets</a>\n * @since 1.7",public ,,
org.apache.commons.codec.Decoder,Interface,* Provides the highest level of abstraction for Decoders.\n * <p>\n * This is the sister interface of {@link Encoder}. All Decoders implement this common generic interface.\n * Allows a user to pass a generic Object to any Decoder implementation in the codec package.\n * </p>\n * <p>\n * One of the two interfaces at the center of the codec package.\n * </p>,public ,,
org.apache.commons.codec.digest.Md5Crypt,Class,"* The libc crypt() ""$1$"" and Apache ""$apr1$"" MD5-based hash algorithm.\n * <p>\n * Based on the public domain (""beer-ware"") C implementation from Poul-Henning Kamp which was found at: <a\n * href=""http://www.freebsd.org/cgi/cvsweb.cgi/src/lib/libcrypt/crypt-md5.c?rev=1.1;content-type=text%2Fplain"">\n * crypt-md5.c @ freebsd.org</a>\n * </p>\n * <p>\n * Source:\n * </p>\n * <pre>\n * $FreeBSD: src/lib/libcrypt/crypt-md5.c,v 1.1 1999/01/21 13:50:09 brandon Exp $\n * </pre>\n * <p>\n * Conversion to Kotlin and from there to Java in 2012.\n * </p>\n * <p>\n * The C style comments are from the original C code, the ones with ""//"" from the port.\n * </p>\n * <p>\n * This class is immutable and thread-safe.\n * </p>\n *\n * @since 1.7",public ,,
org.apache.commons.codec.digest.Crypt,Class,"* GNU libc crypt(3) compatible hash method.\n * <p>\n * See {@link #crypt(String, String)} for further details.\n * </p>\n * <p>\n * This class is immutable and thread-safe.\n * </p>\n *\n * @since 1.7",public ,,
org.apache.commons.codec.digest.B64,Class,* Base64-like method to convert binary bytes into ASCII chars.\n * <p>\n * TODO: Can Base64 be reused?\n * </p>\n * <p>\n * This class is immutable and thread-safe.\n * </p>,final ,,
org.apache.commons.codec.digest.PureJavaCrc32,Class,* A pure-Java implementation of the CRC32 checksum that uses\n * the same polynomial as the built-in native CRC32.\n * <p>\n * This is to avoid the JNI overhead for certain uses of checksumming\n * where many small pieces of data are checksummed in succession.\n * </p>\n * <p>\n * The current version is ~10x to 1.8x as fast as Sun's native\n * java.util.zip.CRC32 in Java 1.6\n * </p>\n * <p>\n * Copied from Apache Hadoop 2.6.3.\n * The code agrees with the following file in the 2.6.3 tag:\n * https://gitbox.apache.org/repos/asf?p=hadoop.git;a=blob_plain;\n * f=hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/util/PureJavaCrc32.java;\n * hb=2120de588b92b9f22b1cc4188761d6a8c61aa778\n * </p>\n * <p>\n * This class is Not ThreadSafe\n * </p>\n *\n * @see java.util.zip.CRC32\n * @since 1.11,public ,,java.util.zip.Checksum
org.apache.commons.codec.digest.HmacUtils,Class,"* Simplifies common {@link javax.crypto.Mac} tasks. This class is immutable and thread-safe.\n * However the Mac may not be.\n * <p>\n * <strong>Note: Not all JCE implementations support all algorithms. If not supported, an IllegalArgumentException is\n * thrown.</strong>\n * </p>\n * <p>\n * Sample usage:\n * </p>\n * <pre>\n * import static HmacAlgorithms.*;\n * byte[] key = {1,2,3,4}; // don't use this actual key!\n * String valueToDigest = ""The quick brown fox jumps over the lazy dog"";\n * byte[] hmac = new HmacUtils(HMAC_SHA_224, key).hmac(valueToDigest);\n * // Mac re-use\n * HmacUtils hm1 = new HmacUtils(""HmacAlgoName"", key); // use a valid name here!\n * String hexPom = hm1.hmacHex(new File(""pom.xml""));\n * String hexNot = hm1.hmacHex(new File(""NOTICE.txt""));\n * </pre>\n * @since 1.10","public , final ",,
org.apache.commons.codec.digest.UnixCrypt,Class,* Unix crypt(3) algorithm implementation.\n * <p>\n * This class only implements the traditional 56 bit DES based algorithm. Please use Crypt.crypt() for a method\n * that distinguishes between all the algorithms supported in the current glibc's crypt().\n * </p>\n * <p>\n * The Java implementation was taken from the JetSpeed Portal project (see\n * org.apache.jetspeed.services.security.ldap.UnixCrypt).\n * </p>\n * <p>\n * This class is slightly incompatible if the given salt contains characters that are not part of the allowed range\n * [a-zA-Z0-9./].\n * </p>\n * <p>\n * This class is immutable and thread-safe.\n * </p>\n *\n * @since 1.7,public ,,
org.apache.commons.codec.digest.Blake3,Class,"* Implements the Blake3 algorithm providing a {@linkplain #initHash() hash function} with extensible output (XOF), a\n * {@linkplain #initKeyedHash(byte[]) keyed hash function} (MAC, PRF), and a\n * {@linkplain #initKeyDerivationFunction(byte[]) key derivation function} (KDF). Blake3 has a 128-bit security level\n * and a default output length of 256 bits (32 bytes) which can extended up to 2<sup>64</sup> bytes.\n * <h2>Hashing</h2>\n * <p>Hash mode calculates the same output hash given the same input bytes and can be used as both a message digest and\n * and extensible output function.</p>\n * <pre>{@code\n *      Blake3 hasher = Blake3.initHash();\n *      hasher.update(""Hello, world!"".getBytes(StandardCharsets.UTF_8));\n *      byte[] hash = new byte[32];\n *      hasher.doFinalize(hash);\n * }</pre>\n * <h2>Keyed Hashing</h2>\n * <p>Keyed hashes take a 32-byte secret key and calculates a message authentication code on some input bytes. These\n * also work as pseudo-random functions (PRFs) with extensible output similar to the extensible hash output. Note that\n * Blake3 keyed hashes have the same performance as plain hashes; the key is used in initialization in place of a\n * standard initialization vector used for plain hashing.</p>\n * <pre>{@code\n *      SecureRandom random = SecureRandom.getInstanceStrong();\n *      byte[] key = new byte[32];\n *      random.nextBytes(key);\n *      Blake3 hasher = Blake3.initKeyedHash(key);\n *      hasher.update(""Hello, Alice!"".getBytes(StandardCharsets.UTF_8));\n *      byte[] mac = new byte[32];\n *      hasher.doFinalize(mac);\n * }</pre>\n * <h2>Key Derivation</h2>\n * <p>A specific hash mode for deriving session keys and other derived keys in a unique key derivation context\n * identified by some sequence of bytes. These context strings should be unique but do not need to be kept secret.\n * Additional input data is hashed for key material which can be finalized to derive subkeys.</p>\n * <pre>{@code\n *      String context = ""org.apache.commons.codec.digest.Blake3Example"";\n *      byte[] sharedSecret = ...;\n *      byte[] senderId = ...;\n *      byte[] recipientId = ...;\n *      Blake3 kdf = Blake3.initKeyDerivationFunction(context.getBytes(StandardCharsets.UTF_8));\n *      kdf.update(sharedSecret);\n *      kdf.update(senderId);\n *      kdf.update(recipientId);\n *      byte[] txKey = new byte[32];\n *      byte[] rxKey = new byte[32];\n *      kdf.doFinalize(txKey);\n *      kdf.doFinalize(rxKey);\n * }</pre>\n * <p>\n * Adapted from the ISC-licensed O(1) Cryptography library by Matt Sicker and ported from the reference public domain\n * implementation by Jack O'Connor.\n * </p>\n *\n * @see <a href=""https://github.com/BLAKE3-team/BLAKE3"">BLAKE3 hash function</a>\n * @since 1.16","public , final ",,
org.apache.commons.codec.digest.Blake3$ChunkState,Class,No Comment,"private , static , final ",,
org.apache.commons.codec.digest.Blake3$EngineState,Class,No Comment,"private , static , final ",,
org.apache.commons.codec.digest.Blake3$Output,Class,* Represents the state just prior to either producing an eight word chaining value or any number of output bytes\n     * when the ROOT flag is set.,"private , static , final ",,
org.apache.commons.codec.digest.MessageDigestAlgorithms,Class,"* Standard {@link MessageDigest} algorithm names from the <cite>Java Cryptography Architecture Standard Algorithm Name\n * Documentation</cite>.\n * <p>\n * This class is immutable and thread-safe.\n * </p>\n * <ul>\n * <li>Java 8 and up: SHA-224.</li>\n * <li>Java 9 and up: SHA3-224, SHA3-256, SHA3-384, SHA3-512.</li>\n * </ul>\n *\n * @see <a href=""https://docs.oracle.com/javase/8/docs/technotes/guides/security/StandardNames.html#MessageDigest"">\n *      Java 8 Cryptography Architecture Standard Algorithm Name Documentation</a>\n * @see <a href=""https://docs.oracle.com/en/java/javase/11/docs/specs/security/standard-names.html#messagedigest-algorithms"">\n *      Java 11 Cryptography Architecture Standard Algorithm Name Documentation</a>\n * @see <a href=""https://docs.oracle.com/en/java/javase/17/docs/specs/security/standard-names.html#messagedigest-algorithms"">\n *      Java 17 Cryptography Architecture Standard Algorithm Name Documentation</a>\n * @see <a href=""https://docs.oracle.com/en/java/javase/21/docs/specs/security/standard-names.html#messagedigest-algorithms"">\n *      Java 21 Cryptography Architecture Standard Algorithm Name Documentation</a>\n *\n * @see <a href=""https://dx.doi.org/10.6028/NIST.FIPS.180-4"">FIPS PUB 180-4</a>\n * @see <a href=""https://dx.doi.org/10.6028/NIST.FIPS.202"">FIPS PUB 202</a>\n * @since 1.7",public ,,
org.apache.commons.codec.digest.MurmurHash3,Class,"* Implements the MurmurHash3 32-bit and 128-bit hash functions.\n *\n * <p>\n * MurmurHash is a non-cryptographic hash function suitable for general hash-based lookup. The name comes from two basic\n * operations, multiply (MU) and rotate (R), used in its inner loop. Unlike cryptographic hash functions, it is not\n * specifically designed to be difficult to reverse by an adversary, making it unsuitable for cryptographic purposes.\n * </p>\n *\n * <p>\n * This contains a Java port of the 32-bit hash function {@code MurmurHash3_x86_32} and the 128-bit hash function\n * {@code MurmurHash3_x64_128} from Austin Appleby's original {@code c++} code in SMHasher.\n * </p>\n *\n * <p>\n * This is public domain code with no copyrights. From home page of\n * <a href=""https://github.com/aappleby/smhasher"">SMHasher</a>:\n * </p>\n *\n * <blockquote> ""All MurmurHash versions are public domain software, and the author disclaims all copyright to their\n * code."" </blockquote>\n *\n * <p>\n * Original adaption from Apache Hive. That adaption contains a {@code hash64} method that is not part of the original\n * MurmurHash3 code. It is not recommended to use these methods. They will be removed in a future release. To obtain a\n * 64-bit hash use half of the bits from the {@code hash128x64} methods using the input data converted to bytes.\n * </p>\n *\n * @see <a href=""https://en.wikipedia.org/wiki/MurmurHash"">MurmurHash</a>\n * @see <a href=""https://github.com/aappleby/smhasher/blob/master/src/MurmurHash3.cpp""> Original MurmurHash3 c++\n *      code</a>\n * @see <a href=\n *      ""https://github.com/apache/hive/blob/master/storage-api/src/java/org/apache/hive/common/util/Murmur3.java"">\n *      Apache Hive Murmer3</a>\n * @since 1.13","public , final ",,
org.apache.commons.codec.digest.MurmurHash3$IncrementalHash32,Class,* Generates 32-bit hash from input bytes. Bytes can be added incrementally and the new\n     * hash computed.\n     *\n     * <p>This is an implementation of the 32-bit hash function {@code MurmurHash3_x86_32}\n     * from Austin Appleby's original MurmurHash3 {@code c++} code in SMHasher.</p>\n     *\n     * <p>This implementation contains a sign-extension bug in the finalization step of\n     * any bytes left over from dividing the length by 4. This manifests if any of these\n     * bytes are negative.</p>\n     *\n     * @deprecated Use IncrementalHash32x86. This corrects the processing of trailing bytes.,"public , static ",org.apache.commons.codec.digest.MurmurHash3.IncrementalHash32x86,
org.apache.commons.codec.digest.MurmurHash3$IncrementalHash32x86,Class,* Generates 32-bit hash from input bytes. Bytes can be added incrementally and the new\n     * hash computed.\n     *\n     * <p>This is an implementation of the 32-bit hash function {@code MurmurHash3_x86_32}\n     * from Austin Appleby's original MurmurHash3 {@code c++} code in SMHasher.</p>\n     *\n     * @since 1.14,"public , static ",,
org.apache.commons.codec.digest.DigestUtils,Class,"* Operations to simplify common {@link java.security.MessageDigest} tasks. This class is immutable and thread-safe. However the MessageDigest instances it\n * creates generally won't be.\n * <p>\n * The {@link MessageDigestAlgorithms} class provides constants for standard digest algorithms that can be used with the {@link #getDigest(String)} method and\n * other methods that require the Digest algorithm name.\n * </p>\n * <p>\n * Note: The class has shorthand methods for all the algorithms present as standard in Java 6. This approach requires lots of methods for each algorithm, and\n * quickly becomes unwieldy. The following code works with all algorithms:\n * </p>\n *\n * <pre>\n * import static org.apache.commons.codec.digest.MessageDigestAlgorithms.SHA_224;\n * ...\n * byte [] digest = new DigestUtils(SHA_224).digest(dataToDigest);\n * String hdigest = new DigestUtils(SHA_224).digestAsHex(new File(""pom.xml""));\n * </pre>\n *\n * @see MessageDigestAlgorithms",public ,,
org.apache.commons.codec.digest.MurmurHash2,Class,"* Implements the MurmurHash2 32-bit and 64-bit hash functions.\n *\n * <p>MurmurHash is a non-cryptographic hash function suitable for general\n * hash-based lookup. The name comes from two basic operations, multiply (MU)\n * and rotate (R), used in its inner loop. Unlike cryptographic hash functions,\n * it is not specifically designed to be difficult to reverse by an adversary,\n * making it unsuitable for cryptographic purposes.</p>\n *\n * <p>This contains a Java port of the 32-bit hash function {@code MurmurHash2}\n * and the 64-bit hash function {@code MurmurHash64A} from Austin Appleby's\n * original {@code c++} code in SMHasher.</p>\n *\n * <p>This is a re-implementation of the original C code plus some additional\n * features.</p>\n *\n * <p>This is public domain code with no copyrights. From home page of\n * <a href=""https://github.com/aappleby/smhasher"">SMHasher</a>:</p>\n *\n * <blockquote>\n * ""All MurmurHash versions are public domain software, and the author\n * disclaims all copyright to their code.""\n * </blockquote>\n *\n * @see <a href=""https://en.wikipedia.org/wiki/MurmurHash"">MurmurHash</a>\n * @see <a href=""https://github.com/aappleby/smhasher/blob/master/src/MurmurHash2.cpp"">\n *   Original MurmurHash2 c++ code</a>\n * @since 1.13","public , final ",,
org.apache.commons.codec.digest.PureJavaCrc32C,Class,"* A pure-Java implementation of the CRC32 checksum that uses the CRC32-C polynomial, the same polynomial used by iSCSI and implemented on many Intel chipsets\n * supporting SSE 4.2.\n *\n * <p>\n * Copied from Apache Hadoop 2.3.6: https://gitbox.apache.org/repos/asf?p=hadoop.git;a=blob_plain;\n * f=hadoop-common-project/hadoop-common/src/main/java/org/apache/hadoop/util/PureJavaCrc32C.java; hb=2120de588b92b9f22b1cc4188761d6a8c61aa778\n * </p>\n * <p>\n * This class is Not ThreadSafe\n * </p>\n *\n * @since 1.11",public ,,java.util.zip.Checksum
org.apache.commons.codec.digest.HmacAlgorithms,Enum,"* Standard {@link HmacUtils} algorithm names from the <cite>Java Cryptography Architecture Standard Algorithm Name\n * Documentation</cite>.\n *\n * <p>\n * <strong>Note: Not all JCE implementations support all the algorithms in this enum.</strong>\n * </p>\n *\n * @see <a href=""https://docs.oracle.com/javase/8/docs/technotes/guides/security/SunProviders.html#SunJCEProvider""> Java\n *      8 Cryptography Architecture Sun Providers Documentation</a>\n * @see <a href=\n *      ""https://docs.oracle.com/en/java/javase/11/security/oracle-providers.html#GUID-A47B1249-593C-4C38-A0D0-68FA7681E0A7"">\n *      Java 11 Cryptography Architecture Sun Providers Documentation</a>\n * @see <a href=\n *      ""https://docs.oracle.com/en/java/javase/17/security/oracle-providers.html#GUID-A47B1249-593C-4C38-A0D0-68FA7681E0A7"">\n *      Java 17 Cryptography Architecture Sun Providers Documentation</a>\n *\n * @since 1.10",public ,enum has no extends,
org.apache.commons.codec.digest.Sha2Crypt,Class,* SHA2-based Unix crypt implementation.\n * <p>\n * Based on the C implementation released into the Public Domain by Ulrich Drepper &lt;drepper@redhat.com&gt;\n * http://www.akkadia.org/drepper/SHA-crypt.txt\n * </p>\n * <p>\n * Conversion to Kotlin and from there to Java in 2012 by Christian Hammers &lt;ch@lathspell.de&gt; and likewise put\n * into the Public Domain.\n * </p>\n * <p>\n * This class is immutable and thread-safe.\n * </p>\n *\n * @since 1.7,public ,,
org.apache.commons.codec.digest.XXHash32,Class,"* Implements the xxHash32 hash algorithm.\n *\n * <p>\n * Copied from Commons Compress 1.14 <a href=\n * ""https://gitbox.apache.org/repos/asf?p=commons-compress.git;a=blob;f=src/main/java/org/apache/commons/compress/compressors/lz4/XXHash32.java;h=a406ffc197449be594d46f0d2712b2d4786a1e68;hb=HEAD"">https://gitbox.apache.org/repos/asf?p=commons-compress.git;a=blob;f=src/main/java/org/apache/commons/compress/compressors/lz4/XXHash32.java;h=a406ffc197449be594d46f0d2712b2d4786a1e68;hb=HEAD</a>\n * </p>\n * <p>\n * NotThreadSafe\n * </p>\n *\n * @see <a href=""https://cyan4973.github.io/xxHash/"">xxHash</a>\n * @since 1.11",public ,,java.util.zip.Checksum
org.apache.commons.codec.EncoderException,Class,"* Thrown when there is a failure condition during the encoding process. This exception is thrown when an\n * {@link Encoder} encounters an encoding specific exception such as invalid data, inability to calculate a checksum,\n * characters outside of the expected range.",public ,java.lang.Exception,
org.apache.commons.codec.StringDecoder,Interface,* Defines common decoding methods for String decoders.,public ,org.apache.commons.codec.Decoder,
org.apache.commons.codec.language.ColognePhonetic,Class,"* Encodes a string into a Cologne Phonetic value.\n * <p>\n * Implements the <a href=""https://de.wikipedia.org/wiki/K%C3%B6lner_Phonetik"">K&ouml;lner Phonetik</a> (Cologne\n * Phonetic) algorithm issued by Hans Joachim Postel in 1969.\n * </p>\n * <p>\n * The <em>K&ouml;lner Phonetik</em> is a phonetic algorithm which is optimized for the German language. It is related to\n * the well-known soundex algorithm.\n * </p>\n *\n * <h2>Algorithm</h2>\n *\n * <ul>\n *\n * <li>\n * <h3>Step 1:</h3>\n * After preprocessing (conversion to upper case, transcription of <a\n * href=""https://en.wikipedia.org/wiki/Germanic_umlaut"">germanic umlauts</a>, removal of non alphabetical characters) the\n * letters of the supplied text are replaced by their phonetic code according to the following table.\n * <table border=""1"">\n * <caption style=""caption-side: bottom""><small><i>(Source: <a\n * href=""https://de.wikipedia.org/wiki/K%C3%B6lner_Phonetik#Buchstabencodes"">Wikipedia (de): K&ouml;lner Phonetik --\n * Buchstabencodes</a>)</i></small></caption> <tbody>\n * <tr>\n * <th>Letter</th>\n * <th>Context</th>\n * <th>Code</th>\n * </tr>\n * <tr>\n * <td>A, E, I, J, O, U, Y</td>\n * <td></td>\n * <td>0</td>\n * </tr>\n * <tr>\n *\n * <td>H</td>\n * <td></td>\n * <td>-</td>\n * </tr>\n * <tr>\n * <td>B</td>\n * <td></td>\n * <td rowspan=""2"">1</td>\n * </tr>\n * <tr>\n * <td>P</td>\n * <td>not before H</td>\n *\n * </tr>\n * <tr>\n * <td>D, T</td>\n * <td>not before C, S, Z</td>\n * <td>2</td>\n * </tr>\n * <tr>\n * <td>F, V, W</td>\n * <td></td>\n * <td rowspan=""2"">3</td>\n * </tr>\n * <tr>\n *\n * <td>P</td>\n * <td>before H</td>\n * </tr>\n * <tr>\n * <td>G, K, Q</td>\n * <td></td>\n * <td rowspan=""3"">4</td>\n * </tr>\n * <tr>\n * <td rowspan=""2"">C</td>\n * <td>at onset before A, H, K, L, O, Q, R, U, X</td>\n *\n * </tr>\n * <tr>\n * <td>before A, H, K, O, Q, U, X except after S, Z</td>\n * </tr>\n * <tr>\n * <td>X</td>\n * <td>not after C, K, Q</td>\n * <td>48</td>\n * </tr>\n * <tr>\n * <td>L</td>\n * <td></td>\n *\n * <td>5</td>\n * </tr>\n * <tr>\n * <td>M, N</td>\n * <td></td>\n * <td>6</td>\n * </tr>\n * <tr>\n * <td>R</td>\n * <td></td>\n * <td>7</td>\n * </tr>\n *\n * <tr>\n * <td>S, Z</td>\n * <td></td>\n * <td rowspan=""6"">8</td>\n * </tr>\n * <tr>\n * <td rowspan=""3"">C</td>\n * <td>after S, Z</td>\n * </tr>\n * <tr>\n * <td>at onset except before A, H, K, L, O, Q, R, U, X</td>\n * </tr>\n *\n * <tr>\n * <td>not before A, H, K, O, Q, U, X</td>\n * </tr>\n * <tr>\n * <td>D, T</td>\n * <td>before C, S, Z</td>\n * </tr>\n * <tr>\n * <td>X</td>\n * <td>after C, K, Q</td>\n * </tr>\n * </tbody>\n * </table>\n *\n * <h4>Example:</h4>\n *\n * {@code ""M}&uuml;{@code ller-L}&uuml;<code>denscheidt""\n * =&gt; ""MULLERLUDENSCHEIDT"" =&gt; ""6005507500206880022""</code>\n *\n * </li>\n *\n * <li>\n * <h3>Step 2:</h3>\n * Collapse of all multiple consecutive code digits.\n * <h4>Example:</h4>\n * {@code ""6005507500206880022"" =&gt; ""6050750206802""}</li>\n *\n * <li>\n * <h3>Step 3:</h3>\n * Removal of all codes ""0"" except at the beginning. This means that two or more identical consecutive digits can occur\n * if they occur after removing the ""0"" digits.\n *\n * <h4>Example:</h4>\n * {@code ""6050750206802"" =&gt; ""65752682""}</li>\n *\n * </ul>\n *\n * <p>\n * This class is thread-safe.\n * </p>\n *\n * @see <a href=""https://de.wikipedia.org/wiki/K%C3%B6lner_Phonetik"">Wikipedia (de): K&ouml;lner Phonetik (in German)</a>\n * @since 1.5",public ,,org.apache.commons.codec.StringEncoder
org.apache.commons.codec.language.ColognePhonetic$CologneInputBuffer,Class,No Comment,"private , final ",org.apache.commons.codec.language.ColognePhonetic.CologneBuffer,
org.apache.commons.codec.language.ColognePhonetic$CologneOutputBuffer,Class,No Comment,"private , final ",org.apache.commons.codec.language.ColognePhonetic.CologneBuffer,
