FEN:ID,:LABEL,Comment,Source Code,Signature,Modifiers
org.apache.commons.compress.archivers.dump.DumpArchiveEntry$TYPE.BLKDEV,Enum Constant,* BLKDEV with code 6.,BLKDEV(6),org.apache.commons.compress.archivers.dump.DumpArchiveEntry$TYPE BLKDEV,public 
org.apache.commons.compress.archivers.dump.DumpArchiveEntry$TYPE.DIRECTORY,Enum Constant,* DIRECTORY with code 4.,DIRECTORY(4),org.apache.commons.compress.archivers.dump.DumpArchiveEntry$TYPE DIRECTORY,public 
org.apache.commons.compress.archivers.dump.DumpArchiveEntry$TYPE.CHRDEV,Enum Constant,* CHRDEV with code 2.,CHRDEV(2),org.apache.commons.compress.archivers.dump.DumpArchiveEntry$TYPE CHRDEV,public 
org.apache.commons.compress.archivers.dump.DumpArchiveEntry$TYPE.FIFO,Enum Constant,* CHRDEV with code 1.,FIFO(1),org.apache.commons.compress.archivers.dump.DumpArchiveEntry$TYPE FIFO,public 
org.apache.commons.compress.archivers.dump.DumpArchiveEntry$TYPE.UNKNOWN,Enum Constant,* UNKNOWN with code 15.,UNKNOWN(15),org.apache.commons.compress.archivers.dump.DumpArchiveEntry$TYPE UNKNOWN,public 
org.apache.commons.compress.archivers.dump.DumpArchiveConstants$COMPRESSION_TYPE.UNKNOWN,Enum Constant,* Compression code is -1.,UNKNOWN(-1),org.apache.commons.compress.archivers.dump.DumpArchiveConstants$COMPRESSION_TYPE UNKNOWN,public 
org.apache.commons.compress.archivers.dump.DumpArchiveConstants$COMPRESSION_TYPE.ZLIB,Enum Constant,* Compression code is 0.,ZLIB(0),org.apache.commons.compress.archivers.dump.DumpArchiveConstants$COMPRESSION_TYPE ZLIB,public 
org.apache.commons.compress.archivers.dump.DumpArchiveConstants$COMPRESSION_TYPE.BZLIB,Enum Constant,* Compression code is 1.,BZLIB(1),org.apache.commons.compress.archivers.dump.DumpArchiveConstants$COMPRESSION_TYPE BZLIB,public 
org.apache.commons.compress.archivers.dump.DumpArchiveConstants$COMPRESSION_TYPE.LZO,Enum Constant,* Compression code is 2.,LZO(2),org.apache.commons.compress.archivers.dump.DumpArchiveConstants$COMPRESSION_TYPE LZO,public 
org.apache.commons.compress.archivers.dump.DumpArchiveConstants$SEGMENT_TYPE.TAPE,Enum Constant,* TAPE with code 1.,TAPE(1),org.apache.commons.compress.archivers.dump.DumpArchiveConstants$SEGMENT_TYPE TAPE,public 
org.apache.commons.compress.archivers.dump.DumpArchiveConstants$SEGMENT_TYPE.INODE,Enum Constant,* INODE with code 2.,INODE(2),org.apache.commons.compress.archivers.dump.DumpArchiveConstants$SEGMENT_TYPE INODE,public 
org.apache.commons.compress.archivers.dump.DumpArchiveConstants$SEGMENT_TYPE.BITS,Enum Constant,* BITS with code 3.,BITS(3),org.apache.commons.compress.archivers.dump.DumpArchiveConstants$SEGMENT_TYPE BITS,public 
org.apache.commons.compress.archivers.dump.DumpArchiveConstants$SEGMENT_TYPE.ADDR,Enum Constant,* ADDR with code 4.,ADDR(4),org.apache.commons.compress.archivers.dump.DumpArchiveConstants$SEGMENT_TYPE ADDR,public 
org.apache.commons.compress.archivers.dump.DumpArchiveConstants$SEGMENT_TYPE.END,Enum Constant,* END with code 5.,END(5),org.apache.commons.compress.archivers.dump.DumpArchiveConstants$SEGMENT_TYPE END,public 
org.apache.commons.compress.archivers.dump.DumpArchiveConstants$SEGMENT_TYPE.CLRI,Enum Constant,* CLRI with code 6.,CLRI(6),org.apache.commons.compress.archivers.dump.DumpArchiveConstants$SEGMENT_TYPE CLRI,public 
org.apache.commons.compress.archivers.sevenz.CLI$Mode.LIST,Enum Constant,No Comment,"LIST(""Analysing"") {\n\n    private String getContentMethods(final SevenZArchiveEntry entry) {\n        final StringBuilder sb = new StringBuilder();\n        boolean first = true;\n        for (final SevenZMethodConfiguration m : entry.getContentMethods()) {\n            if (!first) {\n                sb.append("", "");\n            }\n            first = false;\n            sb.append(m.getMethod());\n            if (m.getOptions() != null) {\n                sb.append(""("").append(m.getOptions()).append("")"");\n            }\n        }\n        return sb.toString();\n    }\n\n    @Override\n    public void takeAction(final SevenZFile archive, final SevenZArchiveEntry entry) {\n        System.out.print(entry.getName());\n        if (entry.isDirectory()) {\n            System.out.print("" dir"");\n        } else {\n            System.out.print("" "" + entry.getCompressedSize() + ""/"" + entry.getSize());\n        }\n        if (entry.getHasLastModifiedDate()) {\n            System.out.print("" "" + entry.getLastModifiedDate());\n        } else {\n            System.out.print("" no last modified date"");\n        }\n        if (!entry.isDirectory()) {\n            System.out.println("" "" + getContentMethods(entry));\n        } else {\n            System.out.println();\n        }\n    }\n}",org.apache.commons.compress.archivers.sevenz.CLI$Mode LIST,private 
org.apache.commons.compress.archivers.sevenz.SevenZMethod.COPY,Enum Constant,No compression at all.,COPY(new byte[] { (byte) 0x00 }),org.apache.commons.compress.archivers.sevenz.SevenZMethod COPY,public 
org.apache.commons.compress.archivers.sevenz.SevenZMethod.LZMA,Enum Constant,LZMA - only supported when reading.,"LZMA(new byte[] { (byte) 0x03, (byte) 0x01, (byte) 0x01 })",org.apache.commons.compress.archivers.sevenz.SevenZMethod LZMA,public 
org.apache.commons.compress.archivers.sevenz.SevenZMethod.LZMA2,Enum Constant,LZMA2.,LZMA2(new byte[] { (byte) 0x21 }),org.apache.commons.compress.archivers.sevenz.SevenZMethod LZMA2,public 
org.apache.commons.compress.archivers.sevenz.SevenZMethod.DEFLATE,Enum Constant,Deflate.,"DEFLATE(new byte[] { (byte) 0x04, (byte) 0x01, (byte) 0x08 })",org.apache.commons.compress.archivers.sevenz.SevenZMethod DEFLATE,public 
org.apache.commons.compress.archivers.sevenz.SevenZMethod.DEFLATE64,Enum Constant,* Deflate64.\n     *\n     * @since 1.16,"DEFLATE64(new byte[] { (byte) 0x04, (byte) 0x01, (byte) 0x09 })",org.apache.commons.compress.archivers.sevenz.SevenZMethod DEFLATE64,public 
org.apache.commons.compress.archivers.sevenz.SevenZMethod.BZIP2,Enum Constant,BZIP2.,"BZIP2(new byte[] { (byte) 0x04, (byte) 0x02, (byte) 0x02 })",org.apache.commons.compress.archivers.sevenz.SevenZMethod BZIP2,public 
org.apache.commons.compress.archivers.sevenz.SevenZMethod.AES256SHA256,Enum Constant,* AES encryption with a key length of 256 bit using SHA256 for hashes - only supported when reading.,"AES256SHA256(new byte[] { (byte) 0x06, (byte) 0xf1, (byte) 0x07, (byte) 0x01 })",org.apache.commons.compress.archivers.sevenz.SevenZMethod AES256SHA256,public 
org.apache.commons.compress.archivers.sevenz.SevenZMethod.BCJ_X86_FILTER,Enum Constant,* BCJ x86 platform version 1.\n     *\n     * @since 1.8,"BCJ_X86_FILTER(new byte[] { 0x03, 0x03, 0x01, 0x03 })",org.apache.commons.compress.archivers.sevenz.SevenZMethod BCJ_X86_FILTER,public 
org.apache.commons.compress.archivers.sevenz.SevenZMethod.BCJ_PPC_FILTER,Enum Constant,* BCJ PowerPC platform.\n     *\n     * @since 1.8,"BCJ_PPC_FILTER(new byte[] { 0x03, 0x03, 0x02, 0x05 })",org.apache.commons.compress.archivers.sevenz.SevenZMethod BCJ_PPC_FILTER,public 
org.apache.commons.compress.archivers.sevenz.SevenZMethod.BCJ_IA64_FILTER,Enum Constant,* BCJ I64 platform.\n     *\n     * @since 1.8,"BCJ_IA64_FILTER(new byte[] { 0x03, 0x03, 0x04, 0x01 })",org.apache.commons.compress.archivers.sevenz.SevenZMethod BCJ_IA64_FILTER,public 
org.apache.commons.compress.archivers.sevenz.SevenZMethod.BCJ_ARM_FILTER,Enum Constant,* BCJ ARM platform.\n     *\n     * @since 1.8,"BCJ_ARM_FILTER(new byte[] { 0x03, 0x03, 0x05, 0x01 })",org.apache.commons.compress.archivers.sevenz.SevenZMethod BCJ_ARM_FILTER,public 
org.apache.commons.compress.archivers.sevenz.SevenZMethod.BCJ_ARM_THUMB_FILTER,Enum Constant,* BCJ ARM Thumb platform.\n     *\n     * @since 1.8,"BCJ_ARM_THUMB_FILTER(new byte[] { 0x03, 0x03, 0x07, 0x01 })",org.apache.commons.compress.archivers.sevenz.SevenZMethod BCJ_ARM_THUMB_FILTER,public 
org.apache.commons.compress.archivers.sevenz.SevenZMethod.BCJ_SPARC_FILTER,Enum Constant,* BCJ Sparc platform.\n     *\n     * @since 1.8,"BCJ_SPARC_FILTER(new byte[] { 0x03, 0x03, 0x08, 0x05 })",org.apache.commons.compress.archivers.sevenz.SevenZMethod BCJ_SPARC_FILTER,public 
org.apache.commons.compress.archivers.sevenz.SevenZMethod.DELTA_FILTER,Enum Constant,* Delta filter.\n     *\n     * @since 1.8,DELTA_FILTER(new byte[] { 0x03 }),org.apache.commons.compress.archivers.sevenz.SevenZMethod DELTA_FILTER,public 
org.apache.commons.compress.archivers.zip.PKWareExtraHeader$EncryptionAlgorithm.DES,Enum Constant,* DES with code 0x6601.,DES(0x6601),org.apache.commons.compress.archivers.zip.PKWareExtraHeader$EncryptionAlgorithm DES,public 
org.apache.commons.compress.archivers.zip.PKWareExtraHeader$EncryptionAlgorithm.RC2pre52,Enum Constant,* RC2pre52 with code 0x6602.,RC2pre52(0x6602),org.apache.commons.compress.archivers.zip.PKWareExtraHeader$EncryptionAlgorithm RC2pre52,public 
org.apache.commons.compress.archivers.zip.PKWareExtraHeader$EncryptionAlgorithm.TripleDES168,Enum Constant,* TripleDES168 with code 0x6603.,TripleDES168(0x6603),org.apache.commons.compress.archivers.zip.PKWareExtraHeader$EncryptionAlgorithm TripleDES168,public 
org.apache.commons.compress.archivers.zip.PKWareExtraHeader$EncryptionAlgorithm.TripleDES192,Enum Constant,* TripleDES192 with code 0x6609.,TripleDES192(0x6609),org.apache.commons.compress.archivers.zip.PKWareExtraHeader$EncryptionAlgorithm TripleDES192,public 
org.apache.commons.compress.archivers.zip.PKWareExtraHeader$EncryptionAlgorithm.AES128,Enum Constant,* AES128 with code 0x660E.,AES128(0x660E),org.apache.commons.compress.archivers.zip.PKWareExtraHeader$EncryptionAlgorithm AES128,public 
org.apache.commons.compress.archivers.zip.PKWareExtraHeader$EncryptionAlgorithm.AES192,Enum Constant,* AES192 with code 0x660F.,AES192(0x660F),org.apache.commons.compress.archivers.zip.PKWareExtraHeader$EncryptionAlgorithm AES192,public 
org.apache.commons.compress.archivers.zip.PKWareExtraHeader$EncryptionAlgorithm.AES256,Enum Constant,* AES256 with code 0x6610.,AES256(0x6610),org.apache.commons.compress.archivers.zip.PKWareExtraHeader$EncryptionAlgorithm AES256,public 
org.apache.commons.compress.archivers.zip.PKWareExtraHeader$EncryptionAlgorithm.RC2,Enum Constant,* RC2 with code 0x6702.,RC2(0x6702),org.apache.commons.compress.archivers.zip.PKWareExtraHeader$EncryptionAlgorithm RC2,public 
org.apache.commons.compress.archivers.zip.PKWareExtraHeader$EncryptionAlgorithm.RC4,Enum Constant,* RC4 with code 0x6801.,RC4(0x6801),org.apache.commons.compress.archivers.zip.PKWareExtraHeader$EncryptionAlgorithm RC4,public 
org.apache.commons.compress.archivers.zip.PKWareExtraHeader$EncryptionAlgorithm.UNKNOWN,Enum Constant,* UNKNOWN with code 0xFFFF.,UNKNOWN(0xFFFF),org.apache.commons.compress.archivers.zip.PKWareExtraHeader$EncryptionAlgorithm UNKNOWN,public 
org.apache.commons.compress.archivers.zip.PKWareExtraHeader$HashAlgorithm.NONE,Enum Constant,* NONE with code 0.,NONE(0),org.apache.commons.compress.archivers.zip.PKWareExtraHeader$HashAlgorithm NONE,public 
org.apache.commons.compress.archivers.zip.PKWareExtraHeader$HashAlgorithm.CRC32,Enum Constant,* CRC32 with code 1.,CRC32(1),org.apache.commons.compress.archivers.zip.PKWareExtraHeader$HashAlgorithm CRC32,public 
org.apache.commons.compress.archivers.zip.PKWareExtraHeader$HashAlgorithm.MD5,Enum Constant,* MD5 with code 0x8003.,MD5(0x8003),org.apache.commons.compress.archivers.zip.PKWareExtraHeader$HashAlgorithm MD5,public 
org.apache.commons.compress.archivers.zip.PKWareExtraHeader$HashAlgorithm.SHA1,Enum Constant,* SHA1 with code 0x8004.,SHA1(0x8004),org.apache.commons.compress.archivers.zip.PKWareExtraHeader$HashAlgorithm SHA1,public 
org.apache.commons.compress.archivers.zip.PKWareExtraHeader$HashAlgorithm.RIPEND160,Enum Constant,* RIPEND160 with code 0x8007.,RIPEND160(0x8007),org.apache.commons.compress.archivers.zip.PKWareExtraHeader$HashAlgorithm RIPEND160,public 
org.apache.commons.compress.archivers.zip.PKWareExtraHeader$HashAlgorithm.SHA256,Enum Constant,* SHA256 with code 0x800C.,SHA256(0x800C),org.apache.commons.compress.archivers.zip.PKWareExtraHeader$HashAlgorithm SHA256,public 
org.apache.commons.compress.archivers.zip.PKWareExtraHeader$HashAlgorithm.SHA384,Enum Constant,* SHA384 with code 0x800D.,SHA384(0x800D),org.apache.commons.compress.archivers.zip.PKWareExtraHeader$HashAlgorithm SHA384,public 
org.apache.commons.compress.archivers.zip.PKWareExtraHeader$HashAlgorithm.SHA512,Enum Constant,* SHA512 with code 0x800E.,SHA512(0x800E),org.apache.commons.compress.archivers.zip.PKWareExtraHeader$HashAlgorithm SHA512,public 
org.apache.commons.compress.archivers.zip.ZipArchiveEntry$CommentSource.COMMENT,Enum Constant,* The comment has been read from the archive using the encoding of the archive specified when creating the {@link ZipArchiveInputStream} or\n         * {@link ZipFile} (defaults to the platform's default encoding).,COMMENT,org.apache.commons.compress.archivers.zip.ZipArchiveEntry$CommentSource COMMENT,public 
org.apache.commons.compress.archivers.zip.ZipArchiveEntry$CommentSource.UNICODE_EXTRA_FIELD,Enum Constant,* The comment has been read from an {@link UnicodeCommentExtraField Unicode Extra Field}.,UNICODE_EXTRA_FIELD,org.apache.commons.compress.archivers.zip.ZipArchiveEntry$CommentSource UNICODE_EXTRA_FIELD,public 
org.apache.commons.compress.archivers.zip.ZipArchiveEntry$ExtraFieldParsingMode.BEST_EFFORT,Enum Constant,* Try to parse as many extra fields as possible and wrap unknown extra fields as well as supported extra fields that cannot be parsed in\n         * {@link UnrecognizedExtraField}.\n         *\n         * <p>\n         * Wrap extra data that doesn't follow the recommended pattern in an {@link UnparseableExtraFieldData} instance.\n         * </p>\n         *\n         * <p>\n         * This is the default behavior starting with Commons Compress 1.19.\n         * </p>,"BEST_EFFORT(ExtraFieldUtils.UnparseableExtraField.READ) {\n\n    @Override\n    public ZipExtraField fill(final ZipExtraField field, final byte[] data, final int off, final int len, final boolean local) {\n        return fillAndMakeUnrecognizedOnError(field, data, off, len, local);\n    }\n}",org.apache.commons.compress.archivers.zip.ZipArchiveEntry$ExtraFieldParsingMode BEST_EFFORT,public 
org.apache.commons.compress.archivers.zip.ZipArchiveEntry$ExtraFieldParsingMode.STRICT_FOR_KNOW_EXTRA_FIELDS,Enum Constant,* Try to parse as many extra fields as possible and wrap unknown extra fields in {@link UnrecognizedExtraField}.\n         *\n         * <p>\n         * Wrap extra data that doesn't follow the recommended pattern in an {@link UnparseableExtraFieldData} instance.\n         * </p>\n         *\n         * <p>\n         * Throw an exception if an extra field that is generally supported cannot be parsed.\n         * </p>\n         *\n         * <p>\n         * This used to be the default behavior prior to Commons Compress 1.19.\n         * </p>,STRICT_FOR_KNOW_EXTRA_FIELDS(ExtraFieldUtils.UnparseableExtraField.READ),org.apache.commons.compress.archivers.zip.ZipArchiveEntry$ExtraFieldParsingMode STRICT_FOR_KNOW_EXTRA_FIELDS,public 
org.apache.commons.compress.archivers.zip.ZipArchiveEntry$ExtraFieldParsingMode.ONLY_PARSEABLE_LENIENT,Enum Constant,* Try to parse as many extra fields as possible and wrap unknown extra fields as well as supported extra fields that cannot be parsed in\n         * {@link UnrecognizedExtraField}.\n         *\n         * <p>\n         * Ignore extra data that doesn't follow the recommended pattern.\n         * </p>,"ONLY_PARSEABLE_LENIENT(ExtraFieldUtils.UnparseableExtraField.SKIP) {\n\n    @Override\n    public ZipExtraField fill(final ZipExtraField field, final byte[] data, final int off, final int len, final boolean local) {\n        return fillAndMakeUnrecognizedOnError(field, data, off, len, local);\n    }\n}",org.apache.commons.compress.archivers.zip.ZipArchiveEntry$ExtraFieldParsingMode ONLY_PARSEABLE_LENIENT,public 
org.apache.commons.compress.archivers.zip.ZipArchiveEntry$ExtraFieldParsingMode.ONLY_PARSEABLE_STRICT,Enum Constant,* Try to parse as many extra fields as possible and wrap unknown extra fields in {@link UnrecognizedExtraField}.\n         *\n         * <p>\n         * Ignore extra data that doesn't follow the recommended pattern.\n         * </p>\n         *\n         * <p>\n         * Throw an exception if an extra field that is generally supported cannot be parsed.\n         * </p>,ONLY_PARSEABLE_STRICT(ExtraFieldUtils.UnparseableExtraField.SKIP),org.apache.commons.compress.archivers.zip.ZipArchiveEntry$ExtraFieldParsingMode ONLY_PARSEABLE_STRICT,public 
org.apache.commons.compress.archivers.zip.ZipArchiveEntry$ExtraFieldParsingMode.DRACONIC,Enum Constant,* Throw an exception if any of the recognized extra fields cannot be parsed or any extra field violates the recommended pattern.,DRACONIC(ExtraFieldUtils.UnparseableExtraField.THROW),org.apache.commons.compress.archivers.zip.ZipArchiveEntry$ExtraFieldParsingMode DRACONIC,public 
org.apache.commons.compress.archivers.zip.ZipArchiveEntry$NameSource.NAME,Enum Constant,* The name has been read from the archive using the encoding of the archive specified when creating the {@link ZipArchiveInputStream} or\n         * {@link ZipFile} (defaults to the platform's default encoding).,NAME,org.apache.commons.compress.archivers.zip.ZipArchiveEntry$NameSource NAME,public 
org.apache.commons.compress.archivers.zip.ZipArchiveEntry$NameSource.NAME_WITH_EFS_FLAG,Enum Constant,* The name has been read from the archive and the archive specified the EFS flag which indicates the name has been encoded as UTF-8.,NAME_WITH_EFS_FLAG,org.apache.commons.compress.archivers.zip.ZipArchiveEntry$NameSource NAME_WITH_EFS_FLAG,public 
org.apache.commons.compress.archivers.zip.ZipArchiveEntry$NameSource.UNICODE_EXTRA_FIELD,Enum Constant,* The name has been read from an {@link UnicodePathExtraField Unicode Extra Field}.,UNICODE_EXTRA_FIELD,org.apache.commons.compress.archivers.zip.ZipArchiveEntry$NameSource UNICODE_EXTRA_FIELD,public 
org.apache.commons.compress.archivers.zip.ZipMethod.STORED,Enum Constant,* Compression method 0 for uncompressed entries.\n     *\n     * @see ZipEntry#STORED,STORED(ZipEntry.STORED),org.apache.commons.compress.archivers.zip.ZipMethod STORED,public 
org.apache.commons.compress.archivers.zip.ZipMethod.UNSHRINKING,Enum Constant,"* UnShrinking. dynamic Lempel-Ziv-Welch-Algorithm\n     *\n     * @see <a href=""https://www.pkware.com/documents/casestudies/APPNOTE.TXT"">Explanation of fields: compression method: (2 bytes)</a>",UNSHRINKING(1),org.apache.commons.compress.archivers.zip.ZipMethod UNSHRINKING,public 
org.apache.commons.compress.archivers.zip.ZipMethod.EXPANDING_LEVEL_1,Enum Constant,"* Reduced with compression factor 1.\n     *\n     * @see <a href=""https://www.pkware.com/documents/casestudies/APPNOTE.TXT"">Explanation of fields: compression method: (2 bytes)</a>",EXPANDING_LEVEL_1(2),org.apache.commons.compress.archivers.zip.ZipMethod EXPANDING_LEVEL_1,public 
org.apache.commons.compress.archivers.zip.ZipMethod.EXPANDING_LEVEL_2,Enum Constant,"* Reduced with compression factor 2.\n     *\n     * @see <a href=""https://www.pkware.com/documents/casestudies/APPNOTE.TXT"">Explanation of fields: compression method: (2 bytes)</a>",EXPANDING_LEVEL_2(3),org.apache.commons.compress.archivers.zip.ZipMethod EXPANDING_LEVEL_2,public 
org.apache.commons.compress.archivers.zip.ZipMethod.EXPANDING_LEVEL_3,Enum Constant,"* Reduced with compression factor 3.\n     *\n     * @see <a href=""https://www.pkware.com/documents/casestudies/APPNOTE.TXT"">Explanation of fields: compression method: (2 bytes)</a>",EXPANDING_LEVEL_3(4),org.apache.commons.compress.archivers.zip.ZipMethod EXPANDING_LEVEL_3,public 
org.apache.commons.compress.archivers.zip.ZipMethod.EXPANDING_LEVEL_4,Enum Constant,"* Reduced with compression factor 4.\n     *\n     * @see <a href=""https://www.pkware.com/documents/casestudies/APPNOTE.TXT"">Explanation of fields: compression method: (2 bytes)</a>",EXPANDING_LEVEL_4(5),org.apache.commons.compress.archivers.zip.ZipMethod EXPANDING_LEVEL_4,public 
org.apache.commons.compress.archivers.zip.ZipMethod.IMPLODING,Enum Constant,"* Imploding.\n     *\n     * @see <a href=""https://www.pkware.com/documents/casestudies/APPNOTE.TXT"">Explanation of fields: compression method: (2 bytes)</a>",IMPLODING(6),org.apache.commons.compress.archivers.zip.ZipMethod IMPLODING,public 
org.apache.commons.compress.archivers.zip.ZipMethod.TOKENIZATION,Enum Constant,"* Tokenization.\n     *\n     * @see <a href=""https://www.pkware.com/documents/casestudies/APPNOTE.TXT"">Explanation of fields: compression method: (2 bytes)</a>",TOKENIZATION(7),org.apache.commons.compress.archivers.zip.ZipMethod TOKENIZATION,public 
org.apache.commons.compress.archivers.zip.ZipMethod.DEFLATED,Enum Constant,* Compression method 8 for compressed (deflated) entries.\n     *\n     * @see ZipEntry#DEFLATED,DEFLATED(ZipEntry.DEFLATED),org.apache.commons.compress.archivers.zip.ZipMethod DEFLATED,public 
org.apache.commons.compress.archivers.zip.ZipMethod.ENHANCED_DEFLATED,Enum Constant,"* Compression Method 9 for enhanced deflate.\n     *\n     * @see <a href=""https://www.pkware.com/documents/casestudies/APPNOTE.TXT"">Explanation of fields: compression method: (2 bytes)</a>",ENHANCED_DEFLATED(9),org.apache.commons.compress.archivers.zip.ZipMethod ENHANCED_DEFLATED,public 
org.apache.commons.compress.archivers.zip.ZipMethod.PKWARE_IMPLODING,Enum Constant,"* PKWARE Data Compression Library Imploding.\n     *\n     * @see <a href=""https://www.pkware.com/documents/casestudies/APPNOTE.TXT"">Explanation of fields: compression method: (2 bytes)</a>",PKWARE_IMPLODING(10),org.apache.commons.compress.archivers.zip.ZipMethod PKWARE_IMPLODING,public 
org.apache.commons.compress.archivers.zip.ZipMethod.BZIP2,Enum Constant,"* Compression Method 12 for bzip2.\n     *\n     * @see <a href=""https://www.pkware.com/documents/casestudies/APPNOTE.TXT"">Explanation of fields: compression method: (2 bytes)</a>",BZIP2(12),org.apache.commons.compress.archivers.zip.ZipMethod BZIP2,public 
org.apache.commons.compress.archivers.zip.ZipMethod.LZMA,Enum Constant,"* Compression Method 14 for LZMA.\n     *\n     * @see <a href=""https://www.7-zip.org/sdk.html"">https://www.7-zip.org/sdk.html</a>\n     * @see <a href=""https://www.pkware.com/documents/casestudies/APPNOTE.TXT"">Explanation of fields: compression method: (2 bytes)</a>",LZMA(14),org.apache.commons.compress.archivers.zip.ZipMethod LZMA,public 
