FEN:ID,:LABEL,Comment,Source Code,Signature,Modifiers
org.apache.commons.compress.harmony.unpack200.IcTuple.tIndex,Field,No Comment,private final int tIndex;,int tIndex,"private , final "
org.apache.commons.compress.harmony.unpack200.IcTuple.C,Field,this class,protected String C;,java.lang.String C,protected 
org.apache.commons.compress.harmony.unpack200.IcTuple.F,Field,flags,protected int F;,int F,protected 
org.apache.commons.compress.harmony.unpack200.IcTuple.C2,Field,outer class,protected String C2;,java.lang.String C2,protected 
org.apache.commons.compress.harmony.unpack200.IcTuple.N,Field,name,protected String N;,java.lang.String N,protected 
org.apache.commons.compress.harmony.unpack200.IcTuple.predictSimple,Field,No Comment,private boolean predictSimple;,boolean predictSimple,private 
org.apache.commons.compress.harmony.unpack200.IcTuple.predictOuter,Field,No Comment,private boolean predictOuter;,boolean predictOuter,private 
org.apache.commons.compress.harmony.unpack200.IcTuple.cachedOuterClassString,Field,No Comment,private String cachedOuterClassString;,java.lang.String cachedOuterClassString,private 
org.apache.commons.compress.harmony.unpack200.IcTuple.cachedSimpleClassName,Field,No Comment,private String cachedSimpleClassName;,java.lang.String cachedSimpleClassName,private 
org.apache.commons.compress.harmony.unpack200.IcTuple.initialized,Field,No Comment,private boolean initialized;,boolean initialized,private 
org.apache.commons.compress.harmony.unpack200.IcTuple.anonymous,Field,No Comment,private boolean anonymous;,boolean anonymous,private 
org.apache.commons.compress.harmony.unpack200.IcTuple.outerIsAnonymous,Field,No Comment,private boolean outerIsAnonymous;,boolean outerIsAnonymous,private 
org.apache.commons.compress.harmony.unpack200.IcTuple.member,Field,No Comment,private boolean member = true;,boolean member,private 
org.apache.commons.compress.harmony.unpack200.IcTuple.cachedOuterClassIndex,Field,No Comment,private int cachedOuterClassIndex = -1;,int cachedOuterClassIndex,private 
org.apache.commons.compress.harmony.unpack200.IcTuple.cachedSimpleClassNameIndex,Field,No Comment,private int cachedSimpleClassNameIndex = -1;,int cachedSimpleClassNameIndex,private 
org.apache.commons.compress.harmony.unpack200.IcTuple.hashCodeComputed,Field,No Comment,private boolean hashCodeComputed;,boolean hashCodeComputed,private 
org.apache.commons.compress.harmony.unpack200.IcTuple.cachedHashCode,Field,No Comment,private int cachedHashCode;,int cachedHashCode,private 
org.apache.commons.compress.harmony.unpack200.BcBands.methodByteCodePacked,Field,The bytecodes for each method in each class as they come (i.e. in their packed format).,private byte[][][] methodByteCodePacked;,byte[][][] methodByteCodePacked,private 
org.apache.commons.compress.harmony.unpack200.BcBands.bcCaseCount,Field,TODO: Haven't resolved references yet. Do we want to?,private int[] bcCaseCount;,int[] bcCaseCount,private 
org.apache.commons.compress.harmony.unpack200.BcBands.bcCaseValue,Field,No Comment,private int[] bcCaseValue;,int[] bcCaseValue,private 
org.apache.commons.compress.harmony.unpack200.BcBands.bcByte,Field,No Comment,private int[] bcByte;,int[] bcByte,private 
org.apache.commons.compress.harmony.unpack200.BcBands.bcLocal,Field,No Comment,private int[] bcLocal;,int[] bcLocal,private 
org.apache.commons.compress.harmony.unpack200.BcBands.bcShort,Field,No Comment,private int[] bcShort;,int[] bcShort,private 
org.apache.commons.compress.harmony.unpack200.BcBands.bcLabel,Field,No Comment,private int[] bcLabel;,int[] bcLabel,private 
org.apache.commons.compress.harmony.unpack200.BcBands.bcIntRef,Field,No Comment,private int[] bcIntRef;,int[] bcIntRef,private 
org.apache.commons.compress.harmony.unpack200.BcBands.bcFloatRef,Field,No Comment,private int[] bcFloatRef;,int[] bcFloatRef,private 
org.apache.commons.compress.harmony.unpack200.BcBands.bcLongRef,Field,No Comment,private int[] bcLongRef;,int[] bcLongRef,private 
org.apache.commons.compress.harmony.unpack200.BcBands.bcDoubleRef,Field,No Comment,private int[] bcDoubleRef;,int[] bcDoubleRef,private 
org.apache.commons.compress.harmony.unpack200.BcBands.bcStringRef,Field,No Comment,private int[] bcStringRef;,int[] bcStringRef,private 
org.apache.commons.compress.harmony.unpack200.BcBands.bcClassRef,Field,No Comment,private int[] bcClassRef;,int[] bcClassRef,private 
org.apache.commons.compress.harmony.unpack200.BcBands.bcFieldRef,Field,No Comment,private int[] bcFieldRef;,int[] bcFieldRef,private 
org.apache.commons.compress.harmony.unpack200.BcBands.bcMethodRef,Field,No Comment,private int[] bcMethodRef;,int[] bcMethodRef,private 
org.apache.commons.compress.harmony.unpack200.BcBands.bcIMethodRef,Field,No Comment,private int[] bcIMethodRef;,int[] bcIMethodRef,private 
org.apache.commons.compress.harmony.unpack200.BcBands.bcThisField,Field,No Comment,private int[] bcThisField;,int[] bcThisField,private 
org.apache.commons.compress.harmony.unpack200.BcBands.bcSuperField,Field,No Comment,private int[] bcSuperField;,int[] bcSuperField,private 
org.apache.commons.compress.harmony.unpack200.BcBands.bcThisMethod,Field,No Comment,private int[] bcThisMethod;,int[] bcThisMethod,private 
org.apache.commons.compress.harmony.unpack200.BcBands.bcSuperMethod,Field,No Comment,private int[] bcSuperMethod;,int[] bcSuperMethod,private 
org.apache.commons.compress.harmony.unpack200.BcBands.bcInitRef,Field,No Comment,private int[] bcInitRef;,int[] bcInitRef,private 
org.apache.commons.compress.harmony.unpack200.BcBands.bcEscRef,Field,No Comment,private int[] bcEscRef;,int[] bcEscRef,private 
org.apache.commons.compress.harmony.unpack200.BcBands.bcEscRefSize,Field,No Comment,private int[] bcEscRefSize;,int[] bcEscRefSize,private 
org.apache.commons.compress.harmony.unpack200.BcBands.bcEscSize,Field,No Comment,private int[] bcEscSize;,int[] bcEscSize,private 
org.apache.commons.compress.harmony.unpack200.BcBands.bcEscByte,Field,No Comment,private int[][] bcEscByte;,int[][] bcEscByte,private 
org.apache.commons.compress.harmony.unpack200.BcBands.wideByteCodes,Field,No Comment,private List<Integer> wideByteCodes;,java.util.List wideByteCodes,private 
org.apache.commons.compress.harmony.unpack200.SegmentOptions.DEFLATE_HINT,Field,No Comment,private static final int DEFLATE_HINT = 1 << 5;,int DEFLATE_HINT,"private , static , final "
org.apache.commons.compress.harmony.unpack200.SegmentOptions.HAVE_ALL_CODE_FLAGS,Field,No Comment,private static final int HAVE_ALL_CODE_FLAGS = 1 << 2;,int HAVE_ALL_CODE_FLAGS,"private , static , final "
org.apache.commons.compress.harmony.unpack200.SegmentOptions.HAVE_CLASS_FLAGS_HI,Field,No Comment,private static final int HAVE_CLASS_FLAGS_HI = 1 << 9;,int HAVE_CLASS_FLAGS_HI,"private , static , final "
org.apache.commons.compress.harmony.unpack200.SegmentOptions.HAVE_CODE_FLAGS_HI,Field,No Comment,private static final int HAVE_CODE_FLAGS_HI = 1 << 10;,int HAVE_CODE_FLAGS_HI,"private , static , final "
org.apache.commons.compress.harmony.unpack200.SegmentOptions.HAVE_CP_NUMBERS,Field,No Comment,private static final int HAVE_CP_NUMBERS = 1 << 1;,int HAVE_CP_NUMBERS,"private , static , final "
org.apache.commons.compress.harmony.unpack200.SegmentOptions.HAVE_FIELD_FLAGS_HI,Field,No Comment,private static final int HAVE_FIELD_FLAGS_HI = 1 << 10;,int HAVE_FIELD_FLAGS_HI,"private , static , final "
org.apache.commons.compress.harmony.unpack200.SegmentOptions.HAVE_FILE_HEADERS,Field,No Comment,private static final int HAVE_FILE_HEADERS = 1 << 4;,int HAVE_FILE_HEADERS,"private , static , final "
org.apache.commons.compress.harmony.unpack200.SegmentOptions.HAVE_FILE_MODTIME,Field,No Comment,private static final int HAVE_FILE_MODTIME = 1 << 6;,int HAVE_FILE_MODTIME,"private , static , final "
org.apache.commons.compress.harmony.unpack200.SegmentOptions.HAVE_FILE_OPTIONS,Field,No Comment,private static final int HAVE_FILE_OPTIONS = 1 << 7;,int HAVE_FILE_OPTIONS,"private , static , final "
org.apache.commons.compress.harmony.unpack200.SegmentOptions.HAVE_FILE_SIZE_HI,Field,No Comment,private static final int HAVE_FILE_SIZE_HI = 1 << 8;,int HAVE_FILE_SIZE_HI,"private , static , final "
org.apache.commons.compress.harmony.unpack200.SegmentOptions.HAVE_METHOD_FLAGS_HI,Field,No Comment,private static final int HAVE_METHOD_FLAGS_HI = 1 << 11;,int HAVE_METHOD_FLAGS_HI,"private , static , final "
org.apache.commons.compress.harmony.unpack200.SegmentOptions.HAVE_SPECIAL_FORMATS,Field,No Comment,private static final int HAVE_SPECIAL_FORMATS = 1 << 0;,int HAVE_SPECIAL_FORMATS,"private , static , final "
org.apache.commons.compress.harmony.unpack200.SegmentOptions.UNUSED,Field,"* The bit flags that are defined as unused by the specification; specifically, every bit above bit 13 and bit 3.",private static final int UNUSED = -1 << 13 | 1 << 3;,int UNUSED,"private , static , final "
org.apache.commons.compress.harmony.unpack200.SegmentOptions.options,Field,No Comment,private final int options;,int options,"private , final "
org.apache.commons.compress.harmony.unpack200.SegmentConstantPoolArrayCache.knownArrays,Field,No Comment,"protected IdentityHashMap<String[], CachedArray> knownArrays = new IdentityHashMap<>(1000);",java.util.IdentityHashMap knownArrays,protected 
org.apache.commons.compress.harmony.unpack200.SegmentConstantPoolArrayCache.lastIndexes,Field,No Comment,protected List<Integer> lastIndexes;,java.util.List lastIndexes,protected 
org.apache.commons.compress.harmony.unpack200.SegmentConstantPoolArrayCache.lastArray,Field,No Comment,protected String[] lastArray;,java.lang.String[] lastArray,protected 
org.apache.commons.compress.harmony.unpack200.SegmentConstantPoolArrayCache.lastKey,Field,No Comment,protected String lastKey;,java.lang.String lastKey,protected 
org.apache.commons.compress.harmony.unpack200.SegmentConstantPoolArrayCache$CachedArray.primaryArray,Field,No Comment,String[] primaryArray;,java.lang.String[] primaryArray,default
org.apache.commons.compress.harmony.unpack200.SegmentConstantPoolArrayCache$CachedArray.lastKnownSize,Field,No Comment,int lastKnownSize;,int lastKnownSize,default
org.apache.commons.compress.harmony.unpack200.SegmentConstantPoolArrayCache$CachedArray.primaryTable,Field,No Comment,"HashMap<String, List<Integer>> primaryTable;",java.util.HashMap primaryTable,default
org.apache.commons.compress.harmony.unpack200.MetadataBandGroup.rvaUTF8,Field,No Comment,private static CPUTF8 rvaUTF8;,org.apache.commons.compress.harmony.unpack200.bytecode.CPUTF8 rvaUTF8,"private , static "
org.apache.commons.compress.harmony.unpack200.MetadataBandGroup.riaUTF8,Field,No Comment,private static CPUTF8 riaUTF8;,org.apache.commons.compress.harmony.unpack200.bytecode.CPUTF8 riaUTF8,"private , static "
org.apache.commons.compress.harmony.unpack200.MetadataBandGroup.rvpaUTF8,Field,No Comment,private static CPUTF8 rvpaUTF8;,org.apache.commons.compress.harmony.unpack200.bytecode.CPUTF8 rvpaUTF8,"private , static "
org.apache.commons.compress.harmony.unpack200.MetadataBandGroup.ripaUTF8,Field,No Comment,private static CPUTF8 ripaUTF8;,org.apache.commons.compress.harmony.unpack200.bytecode.CPUTF8 ripaUTF8,"private , static "
org.apache.commons.compress.harmony.unpack200.MetadataBandGroup.type,Field,No Comment,private final String type;,java.lang.String type,"private , final "
org.apache.commons.compress.harmony.unpack200.MetadataBandGroup.cpBands,Field,No Comment,private final CpBands cpBands;,org.apache.commons.compress.harmony.unpack200.CpBands cpBands,"private , final "
org.apache.commons.compress.harmony.unpack200.MetadataBandGroup.attributes,Field,No Comment,private List<Attribute> attributes;,java.util.List attributes,private 
org.apache.commons.compress.harmony.unpack200.MetadataBandGroup.param_NB,Field,No Comment,public int[] param_NB;,int[] param_NB,public 
org.apache.commons.compress.harmony.unpack200.MetadataBandGroup.anno_N,Field,No Comment,public int[] anno_N;,int[] anno_N,public 
org.apache.commons.compress.harmony.unpack200.MetadataBandGroup.type_RS,Field,No Comment,public CPUTF8[][] type_RS;,org.apache.commons.compress.harmony.unpack200.bytecode.CPUTF8[][] type_RS,public 
org.apache.commons.compress.harmony.unpack200.MetadataBandGroup.pair_N,Field,No Comment,public int[][] pair_N;,int[][] pair_N,public 
org.apache.commons.compress.harmony.unpack200.MetadataBandGroup.name_RU,Field,No Comment,public CPUTF8[] name_RU;,org.apache.commons.compress.harmony.unpack200.bytecode.CPUTF8[] name_RU,public 
org.apache.commons.compress.harmony.unpack200.MetadataBandGroup.T,Field,No Comment,public int[] T;,int[] T,public 
org.apache.commons.compress.harmony.unpack200.MetadataBandGroup.caseI_KI,Field,No Comment,public CPInteger[] caseI_KI;,org.apache.commons.compress.harmony.unpack200.bytecode.CPInteger[] caseI_KI,public 
org.apache.commons.compress.harmony.unpack200.MetadataBandGroup.caseD_KD,Field,No Comment,public CPDouble[] caseD_KD;,org.apache.commons.compress.harmony.unpack200.bytecode.CPDouble[] caseD_KD,public 
org.apache.commons.compress.harmony.unpack200.MetadataBandGroup.caseF_KF,Field,No Comment,public CPFloat[] caseF_KF;,org.apache.commons.compress.harmony.unpack200.bytecode.CPFloat[] caseF_KF,public 
org.apache.commons.compress.harmony.unpack200.MetadataBandGroup.caseJ_KJ,Field,No Comment,public CPLong[] caseJ_KJ;,org.apache.commons.compress.harmony.unpack200.bytecode.CPLong[] caseJ_KJ,public 
org.apache.commons.compress.harmony.unpack200.MetadataBandGroup.casec_RS,Field,No Comment,public CPUTF8[] casec_RS;,org.apache.commons.compress.harmony.unpack200.bytecode.CPUTF8[] casec_RS,public 
org.apache.commons.compress.harmony.unpack200.MetadataBandGroup.caseet_RS,Field,No Comment,public String[] caseet_RS;,java.lang.String[] caseet_RS,public 
org.apache.commons.compress.harmony.unpack200.MetadataBandGroup.caseec_RU,Field,No Comment,public String[] caseec_RU;,java.lang.String[] caseec_RU,public 
org.apache.commons.compress.harmony.unpack200.MetadataBandGroup.cases_RU,Field,No Comment,public CPUTF8[] cases_RU;,org.apache.commons.compress.harmony.unpack200.bytecode.CPUTF8[] cases_RU,public 
org.apache.commons.compress.harmony.unpack200.MetadataBandGroup.casearray_N,Field,No Comment,public int[] casearray_N;,int[] casearray_N,public 
org.apache.commons.compress.harmony.unpack200.MetadataBandGroup.nesttype_RS,Field,No Comment,public CPUTF8[] nesttype_RS;,org.apache.commons.compress.harmony.unpack200.bytecode.CPUTF8[] nesttype_RS,public 
org.apache.commons.compress.harmony.unpack200.MetadataBandGroup.nestpair_N,Field,No Comment,public int[] nestpair_N;,int[] nestpair_N,public 
org.apache.commons.compress.harmony.unpack200.MetadataBandGroup.nestname_RU,Field,No Comment,public CPUTF8[] nestname_RU;,org.apache.commons.compress.harmony.unpack200.bytecode.CPUTF8[] nestname_RU,public 
org.apache.commons.compress.harmony.unpack200.MetadataBandGroup.caseI_KI_Index,Field,No Comment,private int caseI_KI_Index;,int caseI_KI_Index,private 
org.apache.commons.compress.harmony.unpack200.MetadataBandGroup.caseD_KD_Index,Field,No Comment,private int caseD_KD_Index;,int caseD_KD_Index,private 
org.apache.commons.compress.harmony.unpack200.MetadataBandGroup.caseF_KF_Index,Field,No Comment,private int caseF_KF_Index;,int caseF_KF_Index,private 
org.apache.commons.compress.harmony.unpack200.MetadataBandGroup.caseJ_KJ_Index,Field,No Comment,private int caseJ_KJ_Index;,int caseJ_KJ_Index,private 
org.apache.commons.compress.harmony.unpack200.MetadataBandGroup.casec_RS_Index,Field,No Comment,private int casec_RS_Index;,int casec_RS_Index,private 
org.apache.commons.compress.harmony.unpack200.MetadataBandGroup.caseet_RS_Index,Field,No Comment,private int caseet_RS_Index;,int caseet_RS_Index,private 
org.apache.commons.compress.harmony.unpack200.MetadataBandGroup.caseec_RU_Index,Field,No Comment,private int caseec_RU_Index;,int caseec_RU_Index,private 
org.apache.commons.compress.harmony.unpack200.MetadataBandGroup.cases_RU_Index,Field,No Comment,private int cases_RU_Index;,int cases_RU_Index,private 
org.apache.commons.compress.harmony.unpack200.MetadataBandGroup.casearray_N_Index,Field,No Comment,private int casearray_N_Index;,int casearray_N_Index,private 
org.apache.commons.compress.harmony.unpack200.MetadataBandGroup.T_index,Field,No Comment,private int T_index;,int T_index,private 
org.apache.commons.compress.harmony.unpack200.MetadataBandGroup.nesttype_RS_Index,Field,No Comment,private int nesttype_RS_Index;,int nesttype_RS_Index,private 
org.apache.commons.compress.harmony.unpack200.MetadataBandGroup.nestpair_N_Index,Field,No Comment,private int nestpair_N_Index;,int nestpair_N_Index,private 
org.apache.commons.compress.harmony.unpack200.MetadataBandGroup.nestname_RU_Iterator,Field,No Comment,private Iterator<CPUTF8> nestname_RU_Iterator;,java.util.Iterator nestname_RU_Iterator,private 
org.apache.commons.compress.harmony.unpack200.MetadataBandGroup.anno_N_Index,Field,No Comment,private int anno_N_Index;,int anno_N_Index,private 
org.apache.commons.compress.harmony.unpack200.MetadataBandGroup.pair_N_Index,Field,No Comment,private int pair_N_Index;,int pair_N_Index,private 
org.apache.commons.compress.harmony.unpack200.Segment.LOG_LEVEL_VERBOSE,Field,* Log level verbose {@value},public static final int LOG_LEVEL_VERBOSE = 2;,int LOG_LEVEL_VERBOSE,"public , static , final "
org.apache.commons.compress.harmony.unpack200.Segment.LOG_LEVEL_STANDARD,Field,* Log level standard {@value},public static final int LOG_LEVEL_STANDARD = 1;,int LOG_LEVEL_STANDARD,"public , static , final "
org.apache.commons.compress.harmony.unpack200.Segment.LOG_LEVEL_QUIET,Field,* Log level quiet {@value},public static final int LOG_LEVEL_QUIET = 0;,int LOG_LEVEL_QUIET,"public , static , final "
org.apache.commons.compress.harmony.unpack200.Segment.header,Field,No Comment,private SegmentHeader header;,org.apache.commons.compress.harmony.unpack200.SegmentHeader header,private 
org.apache.commons.compress.harmony.unpack200.Segment.cpBands,Field,No Comment,private CpBands cpBands;,org.apache.commons.compress.harmony.unpack200.CpBands cpBands,private 
org.apache.commons.compress.harmony.unpack200.Segment.attrDefinitionBands,Field,No Comment,private AttrDefinitionBands attrDefinitionBands;,org.apache.commons.compress.harmony.unpack200.AttrDefinitionBands attrDefinitionBands,private 
org.apache.commons.compress.harmony.unpack200.Segment.icBands,Field,No Comment,private IcBands icBands;,org.apache.commons.compress.harmony.unpack200.IcBands icBands,private 
org.apache.commons.compress.harmony.unpack200.Segment.classBands,Field,No Comment,private ClassBands classBands;,org.apache.commons.compress.harmony.unpack200.ClassBands classBands,private 
org.apache.commons.compress.harmony.unpack200.Segment.bcBands,Field,No Comment,private BcBands bcBands;,org.apache.commons.compress.harmony.unpack200.BcBands bcBands,private 
org.apache.commons.compress.harmony.unpack200.Segment.fileBands,Field,No Comment,private FileBands fileBands;,org.apache.commons.compress.harmony.unpack200.FileBands fileBands,private 
org.apache.commons.compress.harmony.unpack200.Segment.overrideDeflateHint,Field,No Comment,private boolean overrideDeflateHint;,boolean overrideDeflateHint,private 
org.apache.commons.compress.harmony.unpack200.Segment.deflateHint,Field,No Comment,private boolean deflateHint;,boolean deflateHint,private 
org.apache.commons.compress.harmony.unpack200.Segment.doPreRead,Field,No Comment,private boolean doPreRead;,boolean doPreRead,private 
org.apache.commons.compress.harmony.unpack200.Segment.logLevel,Field,No Comment,private int logLevel;,int logLevel,private 
org.apache.commons.compress.harmony.unpack200.Segment.logPrintWriter,Field,No Comment,private PrintWriter logPrintWriter;,java.io.PrintWriter logPrintWriter,private 
org.apache.commons.compress.harmony.unpack200.Segment.classFilesContents,Field,No Comment,private byte[][] classFilesContents;,byte[][] classFilesContents,private 
org.apache.commons.compress.harmony.unpack200.Segment.fileDeflate,Field,No Comment,private boolean[] fileDeflate;,boolean[] fileDeflate,private 
org.apache.commons.compress.harmony.unpack200.Segment.fileIsClass,Field,No Comment,private boolean[] fileIsClass;,boolean[] fileIsClass,private 
org.apache.commons.compress.harmony.unpack200.Segment.internalBuffer,Field,No Comment,private InputStream internalBuffer;,java.io.InputStream internalBuffer,private 
org.apache.commons.compress.harmony.unpack200.AttributeLayoutMap.classLayouts,Field,No Comment,"private final Map<Integer, AttributeLayout> classLayouts = new HashMap<>();",java.util.Map classLayouts,"private , final "
org.apache.commons.compress.harmony.unpack200.AttributeLayoutMap.fieldLayouts,Field,No Comment,"private final Map<Integer, AttributeLayout> fieldLayouts = new HashMap<>();",java.util.Map fieldLayouts,"private , final "
org.apache.commons.compress.harmony.unpack200.AttributeLayoutMap.methodLayouts,Field,No Comment,"private final Map<Integer, AttributeLayout> methodLayouts = new HashMap<>();",java.util.Map methodLayouts,"private , final "
org.apache.commons.compress.harmony.unpack200.AttributeLayoutMap.codeLayouts,Field,No Comment,"private final Map<Integer, AttributeLayout> codeLayouts = new HashMap<>();",java.util.Map codeLayouts,"private , final "
org.apache.commons.compress.harmony.unpack200.AttributeLayoutMap.layouts,Field,"* The order of the maps in this array should not be changed as their indices correspond to the value of their context constants\n     * (AttributeLayout.CONTEXT_CLASS etc.)\n     * <p>\n     * All elements are of type {@code Map<Integer, AttributeLayout>}.\n     * </p>","// Cannot create a generic array\n@SuppressWarnings(""unchecked"")\nprivate final Map<Integer, AttributeLayout>[] layouts = new Map[] { classLayouts, fieldLayouts, methodLayouts, codeLayouts };",java.util.Map[] layouts,"private , final "
org.apache.commons.compress.harmony.unpack200.AttributeLayoutMap.layoutsToBands,Field,No Comment,"private final Map<AttributeLayout, NewAttributeBands> layoutsToBands = new HashMap<>();",java.util.Map layoutsToBands,"private , final "
org.apache.commons.compress.harmony.unpack200.SegmentHeader.EMPTY_BYTE_ARRAY,Field,No Comment,private static final byte[] EMPTY_BYTE_ARRAY = {};,byte[] EMPTY_BYTE_ARRAY,"private , static , final "
org.apache.commons.compress.harmony.unpack200.SegmentHeader.magic,Field,* The magic header for a Pack200 Segment is 0xCAFED00D. I wonder where they get their inspiration from ...,"private static final int[] magic = { 0xCA, 0xFE, 0xD0, 0x0D };",int[] magic,"private , static , final "
org.apache.commons.compress.harmony.unpack200.SegmentHeader.archiveMajor,Field,No Comment,private int archiveMajor;,int archiveMajor,private 
org.apache.commons.compress.harmony.unpack200.SegmentHeader.archiveMinor,Field,No Comment,private int archiveMinor;,int archiveMinor,private 
org.apache.commons.compress.harmony.unpack200.SegmentHeader.archiveModtime,Field,No Comment,private long archiveModtime;,long archiveModtime,private 
org.apache.commons.compress.harmony.unpack200.SegmentHeader.archiveSize,Field,No Comment,private long archiveSize;,long archiveSize,private 
org.apache.commons.compress.harmony.unpack200.SegmentHeader.attributeDefinitionCount,Field,No Comment,private int attributeDefinitionCount;,int attributeDefinitionCount,private 
org.apache.commons.compress.harmony.unpack200.SegmentHeader.bandHeadersInputStream,Field,No Comment,private InputStream bandHeadersInputStream;,java.io.InputStream bandHeadersInputStream,private 
org.apache.commons.compress.harmony.unpack200.SegmentHeader.bandHeadersSize,Field,No Comment,private int bandHeadersSize;,int bandHeadersSize,private 
org.apache.commons.compress.harmony.unpack200.SegmentHeader.classCount,Field,No Comment,private int classCount;,int classCount,private 
org.apache.commons.compress.harmony.unpack200.SegmentHeader.cpClassCount,Field,No Comment,private int cpClassCount;,int cpClassCount,private 
org.apache.commons.compress.harmony.unpack200.SegmentHeader.cpDescriptorCount,Field,No Comment,private int cpDescriptorCount;,int cpDescriptorCount,private 
org.apache.commons.compress.harmony.unpack200.SegmentHeader.cpDoubleCount,Field,No Comment,private int cpDoubleCount;,int cpDoubleCount,private 
org.apache.commons.compress.harmony.unpack200.SegmentHeader.cpFieldCount,Field,No Comment,private int cpFieldCount;,int cpFieldCount,private 
org.apache.commons.compress.harmony.unpack200.SegmentHeader.cpFloatCount,Field,No Comment,private int cpFloatCount;,int cpFloatCount,private 
org.apache.commons.compress.harmony.unpack200.SegmentHeader.cpIMethodCount,Field,No Comment,private int cpIMethodCount;,int cpIMethodCount,private 
org.apache.commons.compress.harmony.unpack200.SegmentHeader.cpIntCount,Field,No Comment,private int cpIntCount;,int cpIntCount,private 
org.apache.commons.compress.harmony.unpack200.SegmentHeader.cpLongCount,Field,No Comment,private int cpLongCount;,int cpLongCount,private 
org.apache.commons.compress.harmony.unpack200.SegmentHeader.cpMethodCount,Field,No Comment,private int cpMethodCount;,int cpMethodCount,private 
org.apache.commons.compress.harmony.unpack200.SegmentHeader.cpSignatureCount,Field,No Comment,private int cpSignatureCount;,int cpSignatureCount,private 
