FEN:ID,:LABEL,Comment,Source Code,Signature,Modifiers
com.fasterxml.jackson.core.json.JsonWriteFeature.COMBINE_UNICODE_SURROGATES_IN_UTF8,Enum Constant,"* Feature that specifies how characters outside ""Basic Multilingual Plane"" (BMP) -- ones encoded\n     * as 4-byte UTF-8 sequences but represented in JVM memory as 2 16-bit ""surrogate"" {@code chars} --\n     * should be encoded as UTF-8 by {@link JsonGenerator}.\n     * If enabled, surrogate pairs are combined and flushed as a\n     * single, 4-byte UTF-8 character.\n     * If disabled, each {@code char} of pair is written as 2 separate characters: that is, as 2\n     * separate 3-byte UTF-8 characters with values in Surrogate character ranges\n     * ({@code 0xD800} - {@code 0xDBFF} and {@code 0xDC00} - {@code 0xDFFF})\n     * <p>\n     * Note that this feature only has effect for {@link JsonGenerator}s that directly encode\n     * {@code byte}-based output, as UTF-8 (target {@link java.io.OutputStream}, {@code byte[]}\n     * and so on); it will not (cannot) change handling of\n     * {@code char}-based output (like {@link java.io.Writer} or {@link java.lang.String}).\n     * <p>\n     * Feature is disabled by default in 2.x for backwards-compatibility (will be enabled\n     * in 3.0).\n     *\n     * @since 2.18","COMBINE_UNICODE_SURROGATES_IN_UTF8(false, JsonGenerator.Feature.COMBINE_UNICODE_SURROGATES_IN_UTF8)",com.fasterxml.jackson.core.json.JsonWriteFeature COMBINE_UNICODE_SURROGATES_IN_UTF8,public 
com.fasterxml.jackson.core.json.JsonReadFeature.ALLOW_JAVA_COMMENTS,Enum Constant,"* Feature that determines whether parser will allow use\n     * of Java/C/C++ style comments (both '/'+'*' and\n     * '//' varieties) within parsed content or not.\n     *<p>\n     * Since JSON specification does not mention comments as legal\n     * construct,\n     * this is a non-standard feature; however, in the wild\n     * this is extensively used. As such, feature is\n     * <b>disabled by default</b> for parsers and must be\n     * explicitly enabled.","ALLOW_JAVA_COMMENTS(false, JsonParser.Feature.ALLOW_COMMENTS)",com.fasterxml.jackson.core.json.JsonReadFeature ALLOW_JAVA_COMMENTS,public 
com.fasterxml.jackson.core.json.JsonReadFeature.ALLOW_YAML_COMMENTS,Enum Constant,"* Feature that determines whether parser will allow use\n     * of YAML comments, ones starting with '#' and continuing\n     * until the end of the line. This commenting style is common\n     * with scripting languages as well.\n     *<p>\n     * Since JSON specification does not mention comments as legal\n     * construct,\n     * this is a non-standard feature. As such, feature is\n     * <b>disabled by default</b> for parsers and must be\n     * explicitly enabled.","ALLOW_YAML_COMMENTS(false, JsonParser.Feature.ALLOW_YAML_COMMENTS)",com.fasterxml.jackson.core.json.JsonReadFeature ALLOW_YAML_COMMENTS,public 
com.fasterxml.jackson.core.json.JsonReadFeature.ALLOW_SINGLE_QUOTES,Enum Constant,"* Feature that determines whether parser will allow use\n     * of single quotes (apostrophe, character '\'') for\n     * quoting Strings (names and String values). If so,\n     * this is in addition to other acceptable markers.\n     *<p>\n     * Since JSON specification requires use of double quotes for\n     * field names,\n     * this is a non-standard feature, and as such disabled by default.","ALLOW_SINGLE_QUOTES(false, JsonParser.Feature.ALLOW_SINGLE_QUOTES)",com.fasterxml.jackson.core.json.JsonReadFeature ALLOW_SINGLE_QUOTES,public 
com.fasterxml.jackson.core.json.JsonReadFeature.ALLOW_UNQUOTED_FIELD_NAMES,Enum Constant,"* Feature that determines whether parser will allow use\n     * of unquoted field names (which is allowed by Javascript,\n     * but not by JSON specification).\n     *<p>\n     * Since JSON specification requires use of double quotes for\n     * field names,\n     * this is a non-standard feature, and as such disabled by default.","ALLOW_UNQUOTED_FIELD_NAMES(false, JsonParser.Feature.ALLOW_UNQUOTED_FIELD_NAMES)",com.fasterxml.jackson.core.json.JsonReadFeature ALLOW_UNQUOTED_FIELD_NAMES,public 
com.fasterxml.jackson.core.json.JsonReadFeature.ALLOW_UNESCAPED_CONTROL_CHARS,Enum Constant,"* Feature that determines whether parser will allow\n     * JSON Strings to contain unescaped control characters\n     * (ASCII characters with value less than 32, including\n     * tab and line feed characters) or not.\n     * If feature is set false, an exception is thrown if such a\n     * character is encountered.\n     *<p>\n     * Since JSON specification requires quoting for all control characters,\n     * this is a non-standard feature, and as such disabled by default.","@SuppressWarnings(""deprecation"")\nALLOW_UNESCAPED_CONTROL_CHARS(false, JsonParser.Feature.ALLOW_UNQUOTED_CONTROL_CHARS)",com.fasterxml.jackson.core.json.JsonReadFeature ALLOW_UNESCAPED_CONTROL_CHARS,public 
com.fasterxml.jackson.core.json.JsonReadFeature.ALLOW_BACKSLASH_ESCAPING_ANY_CHARACTER,Enum Constant,"* Feature that can be enabled to accept quoting of all character\n     * using backslash quoting mechanism: if not enabled, only characters\n     * that are explicitly listed by JSON specification can be thus\n     * escaped (see JSON spec for small list of these characters)\n     *<p>\n     * Since JSON specification requires quoting for all control characters,\n     * this is a non-standard feature, and as such disabled by default.","@SuppressWarnings(""deprecation"")\nALLOW_BACKSLASH_ESCAPING_ANY_CHARACTER(false, JsonParser.Feature.ALLOW_BACKSLASH_ESCAPING_ANY_CHARACTER)",com.fasterxml.jackson.core.json.JsonReadFeature ALLOW_BACKSLASH_ESCAPING_ANY_CHARACTER,public 
com.fasterxml.jackson.core.json.JsonReadFeature.ALLOW_LEADING_ZEROS_FOR_NUMBERS,Enum Constant,"* Feature that determines whether parser will allow\n     * JSON integral numbers to start with additional (ignorable)\n     * zeroes (like: 000001). If enabled, no exception is thrown, and extra\n     * nulls are silently ignored (and not included in textual representation\n     * exposed via {@link JsonParser#getText}).\n     *<p>\n     * Since JSON specification does not allow leading zeroes,\n     * this is a non-standard feature, and as such disabled by default.","@SuppressWarnings(""deprecation"")\nALLOW_LEADING_ZEROS_FOR_NUMBERS(false, JsonParser.Feature.ALLOW_NUMERIC_LEADING_ZEROS)",com.fasterxml.jackson.core.json.JsonReadFeature ALLOW_LEADING_ZEROS_FOR_NUMBERS,public 
com.fasterxml.jackson.core.json.JsonReadFeature.ALLOW_LEADING_PLUS_SIGN_FOR_NUMBERS,Enum Constant,"* Feature that determines whether parser will allow\n     * JSON decimal numbers to start with a plus sign\n     * (like: +123). If enabled, no exception is thrown, and the number\n     * is parsed as though a leading sign had not been present.\n     *<p>\n     * Since JSON specification does not allow leading plus signs,\n     * this is a non-standard feature, and as such disabled by default.\n     *\n     * @since 2.14","@SuppressWarnings(""deprecation"")\nALLOW_LEADING_PLUS_SIGN_FOR_NUMBERS(false, JsonParser.Feature.ALLOW_LEADING_PLUS_SIGN_FOR_NUMBERS)",com.fasterxml.jackson.core.json.JsonReadFeature ALLOW_LEADING_PLUS_SIGN_FOR_NUMBERS,public 
com.fasterxml.jackson.core.json.JsonReadFeature.ALLOW_LEADING_DECIMAL_POINT_FOR_NUMBERS,Enum Constant,"* Feature that determines whether parser will allow\n     * JSON decimal numbers to start with a decimal point\n     * (like: .123). If enabled, no exception is thrown, and the number\n     * is parsed as though a leading 0 had been present.\n     *<p>\n     * Since JSON specification does not allow leading decimal points,\n     * this is a non-standard feature, and as such disabled by default.\n     *\n     * @since 2.11","@SuppressWarnings(""deprecation"")\nALLOW_LEADING_DECIMAL_POINT_FOR_NUMBERS(false, JsonParser.Feature.ALLOW_LEADING_DECIMAL_POINT_FOR_NUMBERS)",com.fasterxml.jackson.core.json.JsonReadFeature ALLOW_LEADING_DECIMAL_POINT_FOR_NUMBERS,public 
com.fasterxml.jackson.core.json.JsonReadFeature.ALLOW_TRAILING_DECIMAL_POINT_FOR_NUMBERS,Enum Constant,"* Feature that determines whether parser will allow\n     * JSON decimal numbers to end with a decimal point\n     * (like: 123.). If enabled, no exception is thrown, and the number\n     * is parsed as though the trailing decimal point had not been present.\n     *<p>\n     * Since JSON specification does not allow trailing decimal points,\n     * this is a non-standard feature, and as such disabled by default.\n     *\n     * @since 2.14","@SuppressWarnings(""deprecation"")\nALLOW_TRAILING_DECIMAL_POINT_FOR_NUMBERS(false, JsonParser.Feature.ALLOW_TRAILING_DECIMAL_POINT_FOR_NUMBERS)",com.fasterxml.jackson.core.json.JsonReadFeature ALLOW_TRAILING_DECIMAL_POINT_FOR_NUMBERS,public 
com.fasterxml.jackson.core.json.JsonReadFeature.ALLOW_NON_NUMERIC_NUMBERS,Enum Constant,"* Feature that allows parser to recognize set of\n     * ""Not-a-Number"" (NaN) tokens as legal floating number\n     * values (similar to how many other data formats and\n     * programming language source code allows it).\n     * Specific subset contains values that\n     * <a href=""http://www.w3.org/TR/xmlschema-2/"">XML Schema</a>\n     * (see section 3.2.4.1, Lexical Representation)\n     * allows (tokens are quoted contents, not including quotes):\n     *<ul>\n     *  <li>""INF"" (for positive infinity), as well as alias of ""Infinity""\n     *  <li>""-INF"" (for negative infinity), alias ""-Infinity""\n     *  <li>""NaN"" (for other not-a-numbers, like result of division by zero)\n     *</ul>\n     *<p>\n     * Since JSON specification does not allow use of such values,\n     * this is a non-standard feature, and as such disabled by default.","@SuppressWarnings(""deprecation"")\nALLOW_NON_NUMERIC_NUMBERS(false, JsonParser.Feature.ALLOW_NON_NUMERIC_NUMBERS)",com.fasterxml.jackson.core.json.JsonReadFeature ALLOW_NON_NUMERIC_NUMBERS,public 
com.fasterxml.jackson.core.json.JsonReadFeature.ALLOW_MISSING_VALUES,Enum Constant,"* Feature allows the support for ""missing"" values in a JSON array: missing\n     * value meaning sequence of two commas, without value in-between but only\n     * optional white space.\n     * Enabling this feature will expose ""missing"" values as {@link JsonToken#VALUE_NULL}\n     * tokens, which typically become Java nulls in arrays and {@link java.util.Collection}\n     * in data-binding.\n     * <p>\n     * For example, enabling this feature will represent a JSON array <code>[""value1"",,""value3"",]</code>\n     * as <code>[""value1"", null, ""value3"", null]</code>\n     * <p>\n     * Since the JSON specification does not allow missing values this is a non-compliant JSON\n     * feature and is disabled by default.","@SuppressWarnings(""deprecation"")\nALLOW_MISSING_VALUES(false, JsonParser.Feature.ALLOW_MISSING_VALUES)",com.fasterxml.jackson.core.json.JsonReadFeature ALLOW_MISSING_VALUES,public 
com.fasterxml.jackson.core.json.JsonReadFeature.ALLOW_TRAILING_COMMA,Enum Constant,"* Feature that determines whether {@link JsonParser} will allow for a single trailing\n     * comma following the final value (in an Array) or member (in an Object). These commas\n     * will simply be ignored.\n     * <p>\n     * For example, when this feature is enabled, <code>[true,true,]</code> is equivalent to\n     * <code>[true, true]</code> and <code>{""a"": true,}</code> is equivalent to\n     * <code>{""a"": true}</code>.\n     * <p>\n     * When combined with <code>ALLOW_MISSING_VALUES</code>, this feature takes priority, and\n     * the final trailing comma in an array declaration does not imply a missing\n     * (<code>null</code>) value. For example, when both <code>ALLOW_MISSING_VALUES</code>\n     * and <code>ALLOW_TRAILING_COMMA</code> are enabled, <code>[true,true,]</code> is\n     * equivalent to <code>[true, true]</code>, and <code>[true,true,,]</code> is equivalent to\n     * <code>[true, true, null]</code>.\n     * <p>\n     * Since the JSON specification does not permit trailing commas, this is a non-standard\n     * feature, and as such disabled by default.","@SuppressWarnings(""deprecation"")\nALLOW_TRAILING_COMMA(false, JsonParser.Feature.ALLOW_TRAILING_COMMA)",com.fasterxml.jackson.core.json.JsonReadFeature ALLOW_TRAILING_COMMA,public 
com.fasterxml.jackson.core.type.WritableTypeId$Inclusion.WRAPPER_ARRAY,Enum Constant,"* Inclusion as wrapper Array (1st element type id, 2nd element value).\n         *<p>\n         * Corresponds to <code>JsonTypeInfo.As.WRAPPER_ARRAY</code>.",WRAPPER_ARRAY,com.fasterxml.jackson.core.type.WritableTypeId$Inclusion WRAPPER_ARRAY,public 
com.fasterxml.jackson.core.type.WritableTypeId$Inclusion.WRAPPER_OBJECT,Enum Constant,* Inclusion as wrapper Object that has one key/value pair where type id\n         * is the key for typed value.\n         *<p>\n         * Corresponds to <code>JsonTypeInfo.As.WRAPPER_OBJECT</code>.,WRAPPER_OBJECT,com.fasterxml.jackson.core.type.WritableTypeId$Inclusion WRAPPER_OBJECT,public 
com.fasterxml.jackson.core.type.WritableTypeId$Inclusion.METADATA_PROPERTY,Enum Constant,"* Inclusion as a property within Object to write, but logically as separate\n         * metadata that is not exposed as payload to caller: that is, does not match\n         * any of visible properties value object has.\n         *<p>\n         * NOTE: if shape of typed value to write is NOT Object, will instead use\n         * {@link #WRAPPER_ARRAY} inclusion.\n         *<p>\n         * Corresponds to <code>JsonTypeInfo.As.PROPERTY</code>.",METADATA_PROPERTY,com.fasterxml.jackson.core.type.WritableTypeId$Inclusion METADATA_PROPERTY,public 
com.fasterxml.jackson.core.type.WritableTypeId$Inclusion.PAYLOAD_PROPERTY,Enum Constant,"* Inclusion as a ""regular"" property within Object to write; this implies that\n         * its value should come from regular POJO property on serialization, and\n         * be deserialized into such property. This handling, however, is up to databinding.\n         *<p>\n         * Regarding handling, type id is ONLY written as native type id; if no native\n         * type ids available, caller is assumed to handle output some other way.\n         * This is different from {@link #METADATA_PROPERTY}.\n         *<p>\n         * NOTE: if shape of typed value to write is NOT Object, will instead use\n         * {@link #WRAPPER_ARRAY} inclusion.\n         *<p>\n         * Corresponds to <code>JsonTypeInfo.As.EXISTING_PROPERTY</code>.",PAYLOAD_PROPERTY,com.fasterxml.jackson.core.type.WritableTypeId$Inclusion PAYLOAD_PROPERTY,public 
com.fasterxml.jackson.core.type.WritableTypeId$Inclusion.PARENT_PROPERTY,Enum Constant,"* Inclusion as a property within ""parent"" Object of value Object to write.\n         * This typically requires slightly convoluted processing in which property\n         * that contains type id is actually written <b>after</b> typed value object\n         * itself is written.\n         *<br>\n         * Note that it is illegal to call write method if the current (parent) write context\n         * is not Object: no coercion is done for other inclusion types (unlike with\n         * other <code>xxx_PROPERTY</code> choices.\n         * This also means that root values MAY NOT use this type id inclusion mechanism\n         * (as they have no parent context).\n         *<p>\n         * Corresponds to <code>JsonTypeInfo.As.EXTERNAL_PROPERTY</code>.",PARENT_PROPERTY,com.fasterxml.jackson.core.type.WritableTypeId$Inclusion PARENT_PROPERTY,public 
com.fasterxml.jackson.core.JsonEncoding.UTF8,Enum Constant,"N/A for big-endian, really","UTF8(""UTF-8"", false, 8)",com.fasterxml.jackson.core.JsonEncoding UTF8,public 
com.fasterxml.jackson.core.JsonEncoding.UTF16_BE,Enum Constant,No Comment,"UTF16_BE(""UTF-16BE"", true, 16)",com.fasterxml.jackson.core.JsonEncoding UTF16_BE,public 
com.fasterxml.jackson.core.JsonEncoding.UTF16_LE,Enum Constant,No Comment,"UTF16_LE(""UTF-16LE"", false, 16)",com.fasterxml.jackson.core.JsonEncoding UTF16_LE,public 
