FEN:ID,:LABEL,Comment,Modifiers,Extends,Implements
com.fasterxml.jackson.core.util.RecyclerPool$WithPool,Interface,* Simple add-on interface that poolable entities must implement.\n     *\n     * @param <P> Self type,public ,,
com.fasterxml.jackson.core.util.RecyclerPool$LockFreePoolBase$Node,Class,No Comment,"protected , static ",,
com.fasterxml.jackson.core.util.RecyclerPool$ThreadLocalPoolBase,Abstract Class,"* Default {@link RecyclerPool} implementation that uses\n     * {@link ThreadLocal} for recycling instances. \n     * Instances are stored using {@link java.lang.ref.SoftReference}s so that\n     * they may be Garbage Collected as needed by JVM.\n     *<p>\n     * Note that this implementation may not work well on platforms where\n     * {@link java.lang.ref.SoftReference}s are not well supported (like\n     * Android), or on platforms where {@link java.lang.Thread}s are not\n     * long-living or reused (like Project Loom).",abstract ,,com.fasterxml.jackson.core.util.RecyclerPool
com.fasterxml.jackson.core.util.RecyclerPool$NonRecyclingPoolBase,Abstract Class,* {@link RecyclerPool} implementation that does not use\n     * any pool but simply creates new instances when necessary.,abstract ,,com.fasterxml.jackson.core.util.RecyclerPool
com.fasterxml.jackson.core.util.RecyclerPool$StatefulImplBase,Abstract Class,"* Intermediate base class for instances that are stateful and require\n     * special handling with respect to JDK serialization, to retain\n     * ""global"" reference distinct from non-shared ones.",abstract ,,com.fasterxml.jackson.core.util.RecyclerPool
com.fasterxml.jackson.core.util.RecyclerPool$ConcurrentDequePoolBase,Abstract Class,* {@link RecyclerPool} implementation that uses\n     * {@link ConcurrentLinkedDeque} for recycling instances.\n     *<p>\n     * Pool is unbounded: see {@link RecyclerPool} what this means.,abstract ,com.fasterxml.jackson.core.util.RecyclerPool.StatefulImplBase,
com.fasterxml.jackson.core.util.RecyclerPool$LockFreePoolBase,Abstract Class,"* {@link RecyclerPool} implementation that uses\n     * a lock free linked list for recycling instances.\n     * Pool is unbounded: see {@link RecyclerPool} for\n     * details on what this means.\n     *<p>\n     * NOTE: serious issues found with 2.17.0 lead to deprecation\n     * of this implementation -- basically it is possible to have\n     * unbalanced acquire/release success rate lead to excessive\n     * growth of pooled instances.\n     * See <a href=""https://github.com/FasterXML/jackson-core/issues/1260"">\n     * jackson-core#1260</a> for details.\n     *\n     * @deprecated Since 2.18: use other implementations",abstract ,com.fasterxml.jackson.core.util.RecyclerPool.StatefulImplBase,
com.fasterxml.jackson.core.util.RecyclerPool$LockFreePoolBase.Node,Class,No Comment,"protected , static ",,
com.fasterxml.jackson.core.util.RecyclerPool$BoundedPoolBase,Abstract Class,"* {@link RecyclerPool} implementation that uses\n     * a bounded queue ({@link ArrayBlockingQueue} for recycling instances.\n     * This is ""bounded"" pool since it will never hold on to more\n     * pooled instances than its size configuration:\n     * the default size is {@link BoundedPoolBase#DEFAULT_CAPACITY}.",abstract ,com.fasterxml.jackson.core.util.RecyclerPool.StatefulImplBase,
com.fasterxml.jackson.core.util.Separators,Class,* Value class used with some {@link com.fasterxml.jackson.core.PrettyPrinter}\n * implements\n *\n * @see com.fasterxml.jackson.core.util.DefaultPrettyPrinter\n * @see com.fasterxml.jackson.core.util.MinimalPrettyPrinter\n *\n * @since 2.9,public ,,java.io.Serializable
com.fasterxml.jackson.core.util.Separators$Spacing,Enum,* Define the spacing around elements like commas and colons.\n     * \n     * @since 2.16,public ,enum has no extends,
com.fasterxml.jackson.core.util.DefaultIndenter,Class,"* Default linefeed-based indenter, used by {@link DefaultPrettyPrinter} (unless\n * overridden). Uses system-specific linefeeds and 2 spaces for indentation per level.\n *\n * @since 2.5",public ,com.fasterxml.jackson.core.util.DefaultPrettyPrinter.NopIndenter,
com.fasterxml.jackson.core.util.TextBuffer,Class,"* TextBuffer is a class similar to {@link java.lang.StringBuffer}, with\n * following differences:\n *<ul>\n *  <li>TextBuffer uses segments character arrays, to avoid having\n *     to do additional array copies when array is not big enough.\n *     This means that only reallocating that is necessary is done only once:\n *     if and when caller\n *     wants to access contents in a linear array (char[], String).\n *    </li>\n*  <li>TextBuffer can also be initialized in ""shared mode"", in which\n*     it will just act as a wrapper to a single char array managed\n*     by another object (like parser that owns it)\n *    </li>\n *  <li>TextBuffer is not synchronized.\n *    </li>\n * </ul>",public ,,
com.fasterxml.jackson.core.util.RequestPayload,Class,"* Container object used to contain optional information on content\n * being parsed, passed to {@link com.fasterxml.jackson.core.JsonParseException} in case of\n * exception being thrown; this may be useful for caller to display\n * information on failure.\n *\n * @since 2.8",public ,,java.io.Serializable
com.fasterxml.jackson.core.util.ReadConstrainedTextBuffer,Class,No Comment,"public , final ",com.fasterxml.jackson.core.util.TextBuffer,
com.fasterxml.jackson.core.util.InternalJacksonUtil,Abstract Class,* Internal Use Only. Helper class used to contain some useful utility methods.\n *\n * @since 2.17.3 / 2.18.1,"public , abstract ",,
com.fasterxml.jackson.core.util.BufferRecyclers,Class,"* Helper entity used to control access to simple buffer recycling scheme used for\n * some encoding, decoding tasks.\n *\n * @see BufferRecycler\n *\n * @since 2.9.2\n *\n * @deprecated Since 2.16 recycling aspects are handled via {@link RecyclerPool}.",public ,,
com.fasterxml.jackson.core.util.JsonGeneratorDecorator,Interface,* Simple interface to allow adding decorators around {@link JsonGenerator}s.\n *\n * @since 2.16,public ,,
com.fasterxml.jackson.core.util.JsonParserSequence,Class,"* Helper class that can be used to sequence multiple physical\n * {@link JsonParser}s to create a single logical sequence of\n * tokens, as a single {@link JsonParser}.\n *<p>\n * Fairly simple use of {@link JsonParserDelegate}: only need\n * to override {@link #nextToken} to handle transition",public ,com.fasterxml.jackson.core.util.JsonParserDelegate,
com.fasterxml.jackson.core.util.JsonGeneratorDelegate,Class,No Comment,public ,com.fasterxml.jackson.core.JsonGenerator,
com.fasterxml.jackson.core.util.BufferRecycler,Class,"* This is a small utility class, whose main functionality is to allow\n * simple reuse of raw byte/char buffers. It is usually allocated through\n * {@link RecyclerPool} (starting with 2.16): multiple pool\n * implementations exists.\n * The default pool implementation uses\n * {@code ThreadLocal} combined with {@code SoftReference}.\n * The end result is a low-overhead GC-cleanable recycling: hopefully\n * ideal for use by stream readers.\n *<p>\n * Rewritten in 2.10 to be thread-safe (see [jackson-core#479] for details),\n * to not rely on {@code ThreadLocal} access.<br>\n * Rewritten in 2.16 to work with {@link RecyclerPool} abstraction.",public ,,com.fasterxml.jackson.core.util.RecyclerPool.WithPool
com.fasterxml.jackson.core.util.BufferRecycler$Gettable,Interface,* Tag-on interface to allow various other types to expose {@link BufferRecycler}\n     * they are constructed with.\n     *\n     * @since 2.17,public ,,
com.fasterxml.jackson.core.util.JacksonFeatureSet,Class,"* Container similar to {@link java.util.EnumSet} meant for storing sets of\n * {@link JacksonFeature}s (usually {@link java.lang.Enum}s): main\n * difference being that these sets are immutable. Also only supports relatively\n * small sets of features: specifically, up to 31 features.\n *\n * @since 2.12","public , final ",,java.io.Serializable
com.fasterxml.jackson.core.util.InternCache,Class,"* Singleton class that adds a simple first-level cache in front of\n * regular String.intern() functionality. This is done as a minor\n * performance optimization, to avoid calling native intern() method\n * in cases where same String is being interned multiple times.","public , final ",java.util.concurrent.ConcurrentHashMap,
com.fasterxml.jackson.core.util.ByteArrayBuilder,Class,"* Helper class that is similar to {@link java.io.ByteArrayOutputStream}\n * in usage, but more geared to Jackson use cases internally.\n * Specific changes include segment storage (no need to have linear\n * backing buffer, can avoid reallocations, copying), as well API\n * not based on {@link java.io.OutputStream}. In short, a very much\n * specialized builder object.\n *<p>\n * Also implements {@link OutputStream} to allow\n * efficient aggregation of output content as a byte array, similar\n * to how {@link java.io.ByteArrayOutputStream} works, but somewhat more\n * efficiently for many use cases.\n *<p>\n * NOTE: maximum size limited to Java Array maximum, 2 gigabytes: this\n * because usage pattern is to collect content for a `byte[]` and so although\n * theoretically this builder can aggregate more content it will not be usable\n * as things are. Behavior may be improved if we solve the access problem.","public , final ",java.io.OutputStream,com.fasterxml.jackson.core.util.BufferRecycler.Gettable
com.fasterxml.jackson.core.util.DefaultPrettyPrinter,Class,"* Default {@link PrettyPrinter} implementation that uses 2-space\n * indentation with platform-default linefeeds.\n * Usually this class is not instantiated directly, but instead\n * method {@link JsonGenerator#useDefaultPrettyPrinter} is\n * used, which will use an instance of this class for operation.\n *<p>\n * If you override this class, take note of {@link Instantiatable},\n * as subclasses will still create an instance of DefaultPrettyPrinter.\n *<p>\n * This class is designed for the JSON data format. It works on other formats\n * with same logical model (such as binary {@code CBOR} and {@code Smile} formats),\n * but may not work as-is for other data formats, most notably {@code XML}.\n * It may be necessary to use format-specific {@link PrettyPrinter}\n * implementation specific to that format.",public ,,com.fasterxml.jackson.core.PrettyPrinter;com.fasterxml.jackson.core.util.Instantiatable;java.io.Serializable
com.fasterxml.jackson.core.util.DefaultPrettyPrinter$Indenter,Interface,"* Interface that defines objects that can produce indentation used\n     * to separate object entries and array values. Indentation in this\n     * context just means insertion of white space, independent of whether\n     * linefeeds are output.",public ,,
com.fasterxml.jackson.core.util.DefaultPrettyPrinter$NopIndenter,Class,* Dummy implementation that adds no indentation whatsoever,"public , static ",,com.fasterxml.jackson.core.util.DefaultPrettyPrinter.Indenter;java.io.Serializable
com.fasterxml.jackson.core.util.DefaultPrettyPrinter$FixedSpaceIndenter,Class,* This is a very simple indenter that only adds a\n     * single space for indentation. It is used as the default\n     * indenter for array values.,"public , static ",com.fasterxml.jackson.core.util.DefaultPrettyPrinter.NopIndenter,
com.fasterxml.jackson.core.util.MinimalPrettyPrinter,Class,"* {@link PrettyPrinter} implementation that adds no indentation,\n * just implements everything necessary for value output to work\n * as expected, and provide simpler extension points to allow\n * for creating simple custom implementations that add specific\n * decoration or overrides. Since behavior then is very similar\n * to using no pretty printer at all, usually sub-classes are used.\n *<p>\n * Beyond purely minimal implementation, there is limited amount of\n * configurability which may be useful for actual use: for example,\n * it is possible to redefine separator used between root-level\n * values (default is single space; can be changed to line-feed).\n *<p>\n * Note: does NOT implement {@link Instantiatable} since this is\n * a stateless implementation; that is, a single instance can be\n * shared between threads.",public ,,com.fasterxml.jackson.core.PrettyPrinter;java.io.Serializable
com.fasterxml.jackson.core.util.JacksonFeature,Interface,"* Basic API implemented by Enums used for simple Jackson ""features"": on/off\n * settings and capabilities exposed as something that can be internally\n * represented as bit sets.\n * Designed to be used with {@link JacksonFeatureSet}.\n *\n * @since 2.12",public ,,
com.fasterxml.jackson.core.util.VersionUtil,Class,"* Functionality for supporting exposing of component {@link Version}s.\n * Also contains other misc methods that have no other place to live in.\n *<p>\n * Note that this class can be used in two roles: first, as a static\n * utility class for loading purposes, and second, as a singleton\n * loader of per-module version information.\n *<p>\n * Note that method for accessing version information changed between versions\n * 2.1 and 2.2; earlier code used file named ""VERSION.txt""; but this has serious\n * performance issues on some platforms (Android), so a replacement system\n * was implemented to use class generation and dynamic class loading.\n *<p>\n * Note that functionality for reading ""VERSION.txt"" was removed completely\n * from Jackson 2.6.",public ,,
com.fasterxml.jackson.core.util.JsonParserDelegate,Class,"* Helper class that implements\n * <a href=""http://en.wikipedia.org/wiki/Delegation_pattern"">delegation pattern</a> for {@link JsonParser},\n * to allow for simple overridability of basic parsing functionality.\n * The idea is that any functionality to be modified can be simply\n * overridden; and anything else will be delegated by default.",public ,com.fasterxml.jackson.core.JsonParser,
com.fasterxml.jackson.core.util.ThreadLocalBufferManager,Class,"* For issue [jackson-core#400] We keep a separate Set of all SoftReferences to BufferRecyclers\n * which are (also) referenced using `ThreadLocals`.\n * We do this to be able to release them (dereference) in `releaseBuffers()` and `shutdown()`\n * method to reduce heap consumption during hot reloading of services where otherwise\n * {@link ClassLoader} would have dangling reference via {@link ThreadLocal}s.\n * When gc clears a SoftReference, it puts it on a newly introduced referenceQueue.\n * We use this queue to release the inactive SoftReferences from the Set.\n *\n * @since 2.9.6",default,,
com.fasterxml.jackson.core.util.ThreadLocalBufferManager$ThreadLocalBufferManagerHolder,Class,"* ThreadLocalBufferManagerHolder uses the thread-safe initialize-on-demand, holder class idiom that implicitly\n     * incorporates lazy initialization by declaring a static variable within a static Holder inner class","private , static , final ",,
com.fasterxml.jackson.core.util.JsonRecyclerPools,Class,* Set of {@link RecyclerPool} implementations to be used by the default\n * JSON-backed {@link JsonFactory} for recycling {@link BufferRecycler}\n * containers.\n *\n * @since 2.16,"public , final ",,
com.fasterxml.jackson.core.util.JsonRecyclerPools$ThreadLocalPool,Class,* {@link ThreadLocal}-based {@link RecyclerPool} implementation used for\n     * recycling {@link BufferRecycler} instances:\n     * see {@link RecyclerPool.ThreadLocalPoolBase} for full explanation\n     * of functioning.,"public , static ",com.fasterxml.jackson.core.util.RecyclerPool.ThreadLocalPoolBase,
com.fasterxml.jackson.core.util.JsonRecyclerPools$NonRecyclingPool,Class,* Dummy {@link RecyclerPool} implementation that does not recycle\n     * anything but simply creates new instances when asked to acquire items.,"public , static ",com.fasterxml.jackson.core.util.RecyclerPool.NonRecyclingPoolBase,
com.fasterxml.jackson.core.util.JsonRecyclerPools$ConcurrentDequePool,Class,* {@link RecyclerPool} implementation that uses\n     * {@link ConcurrentLinkedDeque} for recycling instances.\n     *<p>\n     * Pool is unbounded: see {@link RecyclerPool} what this means.,"public , static ",com.fasterxml.jackson.core.util.RecyclerPool.ConcurrentDequePoolBase,
com.fasterxml.jackson.core.util.JsonRecyclerPools$LockFreePool,Class,"* {@link RecyclerPool} implementation that uses\n     * a lock free linked list for recycling instances.\n     *<p>\n     * Pool is unbounded: see {@link RecyclerPool} for\n     * details on what this means.\n     *<p>\n     * NOTE: serious issues found with 2.17.0 lead to deprecation\n     * of this implementation -- basically it is possible to have\n     * unbalanced acquire/release success rate lead to excessive\n     * growth of pooled instances.\n     * See <a href=""https://github.com/FasterXML/jackson-core/issues/1260"">\n     * jackson-core#1260</a> for details.\n     *\n     * @deprecated Since 2.18: use other implementations instead","public , static ",com.fasterxml.jackson.core.util.RecyclerPool.LockFreePoolBase,
com.fasterxml.jackson.core.util.JsonRecyclerPools$BoundedPool,Class,"* {@link RecyclerPool} implementation that uses\n     * a bounded queue ({@link ArrayBlockingQueue} for recycling instances.\n     * This is ""bounded"" pool since it will never hold on to more\n     * {@link BufferRecycler} instances than its size configuration:\n     * the default size is {@link BoundedPoolBase#DEFAULT_CAPACITY}.","public , static ",com.fasterxml.jackson.core.util.RecyclerPool.BoundedPoolBase,
com.fasterxml.jackson.core.util.Instantiatable,Interface,"* Add-on interface used to indicate things that may be ""blueprint"" objects\n * which cannot be used as is, but are used for creating usable per-process\n * (serialization, deserialization) instances, using\n * {@link #createInstance} method.\n *<p>\n * Note that some implementations may choose to implement {@link #createInstance}\n * by simply returning 'this': this is acceptable if instances are stateless.\n *\n * @see DefaultPrettyPrinter\n *\n * @since 2.1",public ,,
com.fasterxml.jackson.core.StreamReadConstraints,Class,"* The constraints to use for streaming reads: used to guard against malicious\n * input by preventing processing of ""too big"" input constructs (values,\n * structures).\n * Constraints are registered with {@code TokenStreamFactory} (such as\n * {@code JsonFactory}); if nothing explicitly specified, default\n * constraints are used.\n *<p>\n * Currently constrained aspects, with default settings, are:\n * <ul>\n *  <li>Maximum Number value length: default 1000 (see {@link #DEFAULT_MAX_NUM_LEN})\n *   </li>\n *  <li>Maximum String value length: default 20_000_000 (see {@link #DEFAULT_MAX_STRING_LEN})\n *   </li>\n *  <li>Maximum Property name length: default 50_000 (see {@link #DEFAULT_MAX_NAME_LEN})\n *   </li>\n *  <li>Maximum Nesting depth: default 1000 (see {@link #DEFAULT_MAX_DEPTH})\n *   </li>\n *  <li>Maximum Document length: default {@code unlimited} (coded as {@code -1},\n *      (see {@link #DEFAULT_MAX_DOC_LEN})\n *   </li>\n *  <li>Maximum Token count: default {@code unlimited} (coded as {@code -1},\n *      (see {@link #DEFAULT_MAX_TOKEN_COUNT})\n *   </li>\n * </ul>\n *\n * @since 2.15",public ,,java.io.Serializable
com.fasterxml.jackson.core.StreamReadConstraints$Builder,Class,No Comment,"public , static , final ",,
com.fasterxml.jackson.core.JsonTokenId,Interface,"* Interface defined to contain ids accessible with {@link JsonToken#id()}.\n * Needed because it is impossible to define these constants in\n * {@link JsonToken} itself, as static constants (oddity of how Enums\n * are implemented by JVM).\n *\n * @since 2.3",public ,,
com.fasterxml.jackson.core.JsonToken,Enum,* Enumeration for basic token types used for returning results\n * of parsing JSON content.,public ,enum has no extends,
com.fasterxml.jackson.core.TreeNode,Interface,"* Marker interface used to denote JSON Tree nodes, as far as\n * the core package knows them (which is very little): mostly\n * needed to allow {@link ObjectCodec} to have some level\n * of interoperability.\n * Most functionality is within <code>JsonNode</code>\n * base class in <code>mapper</code> package.\n *<p>\n * Note that in Jackson 1.x <code>JsonNode</code> itself\n * was part of core package: Jackson 2.x refactored this\n * since conceptually Tree Model is part of mapper package,\n * and so part visible to <code>core</code> package should\n * be minimized.\n *<p>\n * NOTE: starting with Jackson 2.2, there is more functionality\n * available via this class, and the intent was that this should\n * form actual base for multiple alternative tree representations;\n * for example, immutable trees could use different implementation\n * than mutable trees.\n *\n * @since 2.2",public ,,
com.fasterxml.jackson.core.JsonFactory,Class,"* The main factory class of Jackson package, used to configure and\n * construct\n * reader (aka parser, {@link JsonParser})\n * and\n * writer (aka generator, {@link JsonGenerator})\n * instances.\n *<p>\n * Factory instances are thread-safe and reusable after configuration\n * (if any). Typically applications and services use only a single\n * globally shared factory instance, unless they need differently\n * configured factories. Factory reuse is important if efficiency matters;\n * most recycling of expensive construct is done on per-factory basis.\n *<p>\n * Creation of a factory instance is a light-weight operation,\n * and since there is no need for pluggable alternative implementations\n * (as there is no ""standard"" JSON processor API to implement),\n * the default constructor is used for constructing factory\n * instances.\n *\n * @author Tatu Saloranta",public ,com.fasterxml.jackson.core.TokenStreamFactory,java.io.Serializable
com.fasterxml.jackson.core.JsonFactory$Feature,Enum,* Enumeration that defines all on/off features that can only be\n     * changed for {@link JsonFactory}.,public ,enum has no extends,com.fasterxml.jackson.core.util.JacksonFeature
com.fasterxml.jackson.core.FormatFeature,Interface,"* Marker interface that is to be implemented by data format - specific features.\n * Interface used since Java Enums cannot extend classes or other Enums, but\n * they can implement interfaces; and as such we may be able to use limited\n * amount of generic functionality.\n *<p>\n * Since 2.12 this is more of an extra marker feature, as its core API is now\n * defined in more general {@link JacksonFeature}.\n *\n * @since 2.6",public ,com.fasterxml.jackson.core.util.JacksonFeature,
com.fasterxml.jackson.core.async.ByteBufferFeeder,Interface,* {@link NonBlockingInputFeeder} implementation used when feeding data\n * as {@link ByteBuffer} contents.\n *\n * @since 2.9,public ,com.fasterxml.jackson.core.async.NonBlockingInputFeeder,
