FEN:ID,:LABEL,Comment,Source Code,Signature,Modifiers
com.fasterxml.jackson.core.sym.ByteQuadsCanonicalizer._hashSize,Field,"* Number of slots for primary entries within {@link #_hashArea}; which is\n     * at most <code>1/8</code> of actual size of the underlying array (4-int slots,\n     * primary covers only half of the area; plus, additional area for longer\n     * symbols after hash area).",protected int _hashSize;,int _hashSize,protected 
com.fasterxml.jackson.core.sym.ByteQuadsCanonicalizer._secondaryStart,Field,* Offset within {@link #_hashArea} where secondary entries start,protected int _secondaryStart;,int _secondaryStart,protected 
com.fasterxml.jackson.core.sym.ByteQuadsCanonicalizer._tertiaryStart,Field,* Offset within {@link #_hashArea} where tertiary entries start,protected int _tertiaryStart;,int _tertiaryStart,protected 
com.fasterxml.jackson.core.sym.ByteQuadsCanonicalizer._tertiaryShift,Field,"* Constant that determines size of buckets for tertiary entries:\n     * <code>1 &lt;&lt; _tertiaryShift</code> is the size, and shift value\n     * is also used for translating from primary offset into\n     * tertiary bucket (shift right by <code>4 + _tertiaryShift</code>).\n     *<p>\n     * Default value is 2, for buckets of 4 slots; grows bigger with\n     * bigger table sizes.",protected int _tertiaryShift;,int _tertiaryShift,protected 
com.fasterxml.jackson.core.sym.ByteQuadsCanonicalizer._count,Field,* Total number of Strings in the symbol table; only used for child tables.,protected int _count;,int _count,protected 
com.fasterxml.jackson.core.sym.ByteQuadsCanonicalizer._names,Field,* Array that contains <code>String</code> instances matching\n     * entries in {@link #_hashArea}.\n     * Contains nulls for unused entries. Note that this size is twice\n     * that of {@link #_hashArea},protected String[] _names;,java.lang.String[] _names,protected 
com.fasterxml.jackson.core.sym.ByteQuadsCanonicalizer._spilloverEnd,Field,* Pointer to the offset within spill-over area where there is room\n     * for more spilled over entries (if any).\n     * Spill over area is within fixed-size portion of {@link #_hashArea}.,protected int _spilloverEnd;,int _spilloverEnd,protected 
com.fasterxml.jackson.core.sym.ByteQuadsCanonicalizer._longNameOffset,Field,"* Offset within {@link #_hashArea} that follows main slots and contains\n     * quads for longer names (13 bytes or longer), and points to the\n     * first available int that may be used for appending quads of the next\n     * long name.\n     * Note that long name area follows immediately after the fixed-size\n     * main hash area ({@link #_hashArea}).",protected int _longNameOffset;,int _longNameOffset,protected 
com.fasterxml.jackson.core.sym.ByteQuadsCanonicalizer._hashShared,Field,"* Flag that indicates whether underlying data structures for\n     * the main hash area are shared or not. If they are, then they\n     * need to be handled in copy-on-write way, i.e. if they need\n     * to be modified, a copy needs to be made first; at this point\n     * it will not be shared any more, and can be modified.\n     *<p>\n     * This flag needs to be checked both when adding new main entries,\n     * and when adding new collision list queues (i.e. creating a new\n     * collision list head entry)",protected boolean _hashShared;,boolean _hashShared,protected 
com.fasterxml.jackson.core.sym.ByteQuadsCanonicalizer.MULT,Field,(see [http://www.cse.yorku.ca/~oz/hash.html] for details),private final static int MULT = 33;,int MULT,"private , final , static "
com.fasterxml.jackson.core.sym.ByteQuadsCanonicalizer.MULT2,Field,No Comment,private final static int MULT2 = 65599;,int MULT2,"private , final , static "
com.fasterxml.jackson.core.sym.ByteQuadsCanonicalizer.MULT3,Field,No Comment,private final static int MULT3 = 31;,int MULT3,"private , final , static "
com.fasterxml.jackson.core.sym.ByteQuadsCanonicalizer$TableInfo.size,Field,No Comment,public final int size;,int size,"public , final "
com.fasterxml.jackson.core.sym.ByteQuadsCanonicalizer$TableInfo.count,Field,No Comment,public final int count;,int count,"public , final "
com.fasterxml.jackson.core.sym.ByteQuadsCanonicalizer$TableInfo.tertiaryShift,Field,No Comment,public final int tertiaryShift;,int tertiaryShift,"public , final "
com.fasterxml.jackson.core.sym.ByteQuadsCanonicalizer$TableInfo.mainHash,Field,No Comment,public final int[] mainHash;,int[] mainHash,"public , final "
com.fasterxml.jackson.core.sym.ByteQuadsCanonicalizer$TableInfo.names,Field,No Comment,public final String[] names;,java.lang.String[] names,"public , final "
com.fasterxml.jackson.core.sym.ByteQuadsCanonicalizer$TableInfo.spilloverEnd,Field,No Comment,public final int spilloverEnd;,int spilloverEnd,"public , final "
com.fasterxml.jackson.core.sym.ByteQuadsCanonicalizer$TableInfo.longNameOffset,Field,No Comment,public final int longNameOffset;,int longNameOffset,"public , final "
com.fasterxml.jackson.core.sym.Name1.EMPTY,Field,No Comment,"private final static Name1 EMPTY = new Name1("""", 0, 0);",com.fasterxml.jackson.core.sym.Name1 EMPTY,"private , final , static "
com.fasterxml.jackson.core.sym.Name1.q,Field,No Comment,private final int q;,int q,"private , final "
com.fasterxml.jackson.core.sym.CharsToNameCanonicalizer.HASH_MULT,Field,"If we use ""multiply-add"" based hash algorithm, this is the multiplier\n     * we use.\n     *<p>\n     * Note that JDK uses 31; but it seems that 33 produces fewer collisions,\n     * at least with tests we have.",public final static int HASH_MULT = 33;,int HASH_MULT,"public , final , static "
com.fasterxml.jackson.core.sym.CharsToNameCanonicalizer.DEFAULT_T_SIZE,Field,"* Default initial table size. Shouldn't be miniscule (as there's\n     * cost to both array realloc and rehashing), but let's keep\n     * it reasonably small. For systems that properly\n     * reuse factories it doesn't matter either way; but when\n     * recreating factories often, initial overhead may dominate.",private static final int DEFAULT_T_SIZE = 64;,int DEFAULT_T_SIZE,"private , static , final "
com.fasterxml.jackson.core.sym.CharsToNameCanonicalizer.MAX_T_SIZE,Field,64k entries == 256k mem,private static final int MAX_T_SIZE = 0x10000;,int MAX_T_SIZE,"private , static , final "
com.fasterxml.jackson.core.sym.CharsToNameCanonicalizer.MAX_ENTRIES_FOR_REUSE,Field,* Let's only share reasonably sized symbol tables. Max size set to 3/4 of 16k;\n     * this corresponds to 64k main hash index. This should allow for enough distinct\n     * names for almost any case.,static final int MAX_ENTRIES_FOR_REUSE = 12000;,int MAX_ENTRIES_FOR_REUSE,"static , final "
com.fasterxml.jackson.core.sym.CharsToNameCanonicalizer.MAX_COLL_CHAIN_LENGTH,Field,"* Also: to thwart attacks based on hash collisions (which may or may not\n     * be cheap to calculate), we will need to detect ""too long""\n     * collision chains.\n     * Started with static value of 100 entries for the longest legal chain,\n     * but increased in Jackson 2.13 to 150 to work around specific test case.\n     *<p>\n     * Note: longest chain we have been able to produce without malicious\n     * intent has been 38 (with ""com.fasterxml.jackson.core.main.TestWithTonsaSymbols"");\n     * our setting should be reasonable here.\n     *\n     * @since 2.1 (changed in 2.13)",static final int MAX_COLL_CHAIN_LENGTH = 150;,int MAX_COLL_CHAIN_LENGTH,"static , final "
com.fasterxml.jackson.core.sym.CharsToNameCanonicalizer._parent,Field,"* Sharing of learnt symbols is done by optional linking of symbol\n     * table instances with their parents. When parent linkage is\n     * defined, and child instance is released (call to <code>release</code>),\n     * parent's shared tables may be updated from the child instance.",protected final CharsToNameCanonicalizer _parent;,com.fasterxml.jackson.core.sym.CharsToNameCanonicalizer _parent,"protected , final "
com.fasterxml.jackson.core.sym.CharsToNameCanonicalizer._tableInfo,Field,"* Member that is only used by the root table instance: root\n     * passes immutable state info child instances, and children\n     * may return new state if they add entries to the table.\n     * Child tables do NOT use the reference.",protected final AtomicReference<TableInfo> _tableInfo;,java.util.concurrent.atomic.AtomicReference _tableInfo,"protected , final "
com.fasterxml.jackson.core.sym.CharsToNameCanonicalizer._streamReadConstraints,Field,* Constraints used by {@link TokenStreamFactory} that uses\n     * this canonicalizer.\n     *\n     * @since 2.16,protected final StreamReadConstraints _streamReadConstraints;,com.fasterxml.jackson.core.StreamReadConstraints _streamReadConstraints,"protected , final "
com.fasterxml.jackson.core.sym.CharsToNameCanonicalizer._seed,Field,"* Seed value we use as the base to make hash codes non-static between\n     * different runs, but still stable for lifetime of a single symbol table\n     * instance.\n     * This is done for security reasons, to avoid potential DoS attack via\n     * hash collisions.\n     *\n     * @since 2.1",protected final int _seed;,int _seed,"protected , final "
com.fasterxml.jackson.core.sym.CharsToNameCanonicalizer._factoryFeatures,Field,* Feature flags of {@link TokenStreamFactory} that uses\n     * this canonicalizer.,protected final int _factoryFeatures;,int _factoryFeatures,"protected , final "
com.fasterxml.jackson.core.sym.CharsToNameCanonicalizer._canonicalize,Field,* Whether any canonicalization should be attempted (whether using\n     * intern or not.\n     *<p>\n     * NOTE: non-final since we may need to disable this with overflow.,protected boolean _canonicalize;,boolean _canonicalize,protected 
com.fasterxml.jackson.core.sym.CharsToNameCanonicalizer._symbols,Field,* Primary matching symbols; it's expected most match occur from\n     * here.,protected String[] _symbols;,java.lang.String[] _symbols,protected 
com.fasterxml.jackson.core.sym.CharsToNameCanonicalizer._buckets,Field,"* Overflow buckets; if primary doesn't match, lookup is done\n     * from here.\n     *<p>\n     * Note: Number of buckets is half of number of symbol entries, on\n     * assumption there's less need for buckets.",protected Bucket[] _buckets;,com.fasterxml.jackson.core.sym.CharsToNameCanonicalizer$Bucket[] _buckets,protected 
com.fasterxml.jackson.core.sym.CharsToNameCanonicalizer._size,Field,* Current size (number of entries); needed to know if and when\n     * rehash.,protected int _size;,int _size,protected 
com.fasterxml.jackson.core.sym.CharsToNameCanonicalizer._sizeThreshold,Field,* Limit that indicates maximum size this instance can hold before\n     * it needs to be expanded and rehashed. Calculated using fill\n     * factor passed in to constructor.,protected int _sizeThreshold;,int _sizeThreshold,protected 
com.fasterxml.jackson.core.sym.CharsToNameCanonicalizer._indexMask,Field,"* Mask used to get index from hash values; equal to\n     * <code>_buckets.length - 1</code>, when _buckets.length is\n     * a power of two.",protected int _indexMask;,int _indexMask,protected 
com.fasterxml.jackson.core.sym.CharsToNameCanonicalizer._longestCollisionList,Field,* We need to keep track of the longest collision list; this is needed\n     * both to indicate problems with attacks and to allow flushing for\n     * other cases.\n     *\n     * @since 2.1,protected int _longestCollisionList;,int _longestCollisionList,protected 
com.fasterxml.jackson.core.sym.CharsToNameCanonicalizer._hashShared,Field,"* Flag that indicates whether underlying data structures for\n     * the main hash area are shared or not. If they are, then they\n     * need to be handled in copy-on-write way, i.e. if they need\n     * to be modified, a copy needs to be made first; at this point\n     * it will not be shared any more, and can be modified.\n     *<p>\n     * This flag needs to be checked both when adding new main entries,\n     * and when adding new collision list queues (i.e. creating a new\n     * collision list head entry)",protected boolean _hashShared;,boolean _hashShared,protected 
com.fasterxml.jackson.core.sym.CharsToNameCanonicalizer._overflows,Field,* Lazily constructed structure that is used to keep track of\n     * collision buckets that have overflowed once: this is used\n     * to detect likely attempts at denial-of-service attacks that\n     * uses hash collisions.\n     *\n     * @since 2.4,protected BitSet _overflows;,java.util.BitSet _overflows,protected 
com.fasterxml.jackson.core.sym.CharsToNameCanonicalizer$Bucket.symbol,Field,No Comment,public final String symbol;,java.lang.String symbol,"public , final "
com.fasterxml.jackson.core.sym.CharsToNameCanonicalizer$Bucket.next,Field,No Comment,public final Bucket next;,com.fasterxml.jackson.core.sym.CharsToNameCanonicalizer$Bucket next,"public , final "
com.fasterxml.jackson.core.sym.CharsToNameCanonicalizer$Bucket.length,Field,No Comment,public final int length;,int length,"public , final "
com.fasterxml.jackson.core.sym.CharsToNameCanonicalizer$TableInfo.size,Field,No Comment,final int size;,int size,final 
com.fasterxml.jackson.core.sym.CharsToNameCanonicalizer$TableInfo.longestCollisionList,Field,No Comment,final int longestCollisionList;,int longestCollisionList,final 
com.fasterxml.jackson.core.sym.CharsToNameCanonicalizer$TableInfo.symbols,Field,No Comment,final String[] symbols;,java.lang.String[] symbols,final 
com.fasterxml.jackson.core.sym.CharsToNameCanonicalizer$TableInfo.buckets,Field,No Comment,final Bucket[] buckets;,com.fasterxml.jackson.core.sym.CharsToNameCanonicalizer$Bucket[] buckets,final 
com.fasterxml.jackson.core.sym.Name2.q1,Field,No Comment,"private final int q1, q2;",int q1,"private , final "
com.fasterxml.jackson.core.sym.Name2.q2,Field,No Comment,"private final int q1, q2;",int q2,"private , final "
com.fasterxml.jackson.core.sym.Name3.q1,Field,No Comment,"private final int q1, q2, q3;",int q1,"private , final "
com.fasterxml.jackson.core.sym.Name3.q2,Field,No Comment,"private final int q1, q2, q3;",int q2,"private , final "
com.fasterxml.jackson.core.sym.Name3.q3,Field,No Comment,"private final int q1, q2, q3;",int q3,"private , final "
com.fasterxml.jackson.core.sym.Name._name,Field,No Comment,protected final String _name;,java.lang.String _name,"protected , final "
com.fasterxml.jackson.core.sym.Name._hashCode,Field,No Comment,protected final int _hashCode;,int _hashCode,"protected , final "
com.fasterxml.jackson.core.sym.NameN.q1,Field,first four quads,"private final int q1, q2, q3, q4;",int q1,"private , final "
com.fasterxml.jackson.core.sym.NameN.q2,Field,first four quads,"private final int q1, q2, q3, q4;",int q2,"private , final "
com.fasterxml.jackson.core.sym.NameN.q3,Field,first four quads,"private final int q1, q2, q3, q4;",int q3,"private , final "
com.fasterxml.jackson.core.sym.NameN.q4,Field,first four quads,"private final int q1, q2, q3, q4;",int q4,"private , final "
com.fasterxml.jackson.core.sym.NameN.qlen,Field,total number of quads (4 + q.length),private final int qlen;,int qlen,"private , final "
com.fasterxml.jackson.core.sym.NameN.q,Field,No Comment,private final int[] q;,int[] q,"private , final "
com.fasterxml.jackson.core.PrettyPrinter.DEFAULT_SEPARATORS,Field,* @since 2.9,public final static Separators DEFAULT_SEPARATORS = Separators.createDefaultInstance();,com.fasterxml.jackson.core.util.Separators DEFAULT_SEPARATORS,"public , final , static "
com.fasterxml.jackson.core.PrettyPrinter.DEFAULT_ROOT_VALUE_SEPARATOR,Field,* Default String used for separating root values is single space.\n     *\n     * @since 2.9,"public final static SerializedString DEFAULT_ROOT_VALUE_SEPARATOR = new SerializedString("" "");",com.fasterxml.jackson.core.io.SerializedString DEFAULT_ROOT_VALUE_SEPARATOR,"public , final , static "
com.fasterxml.jackson.core.StreamWriteConstraints.serialVersionUID,Field,No Comment,private static final long serialVersionUID = 1L;,long serialVersionUID,"private , static , final "
com.fasterxml.jackson.core.StreamWriteConstraints.DEFAULT_MAX_DEPTH,Field,* Default setting for maximum depth: see {@link Builder#maxNestingDepth(int)} for details.,public static final int DEFAULT_MAX_DEPTH = 1000;,int DEFAULT_MAX_DEPTH,"public , static , final "
com.fasterxml.jackson.core.StreamWriteConstraints._maxNestingDepth,Field,No Comment,protected final int _maxNestingDepth;,int _maxNestingDepth,"protected , final "
com.fasterxml.jackson.core.StreamWriteConstraints.DEFAULT,Field,No Comment,private static StreamWriteConstraints DEFAULT = new StreamWriteConstraints(DEFAULT_MAX_DEPTH);,com.fasterxml.jackson.core.StreamWriteConstraints DEFAULT,"private , static "
com.fasterxml.jackson.core.StreamWriteConstraints$Builder.maxNestingDepth,Field,No Comment,private int maxNestingDepth;,int maxNestingDepth,private 
com.fasterxml.jackson.core.JsonProcessingException.serialVersionUID,Field,eclipse complains otherwise,private final static long serialVersionUID = 123;,long serialVersionUID,"private , final , static "
com.fasterxml.jackson.core.JsonProcessingException._location,Field,No Comment,protected JsonLocation _location;,com.fasterxml.jackson.core.JsonLocation _location,protected 
com.fasterxml.jackson.core.JsonPointer.ESC,Field,"* Escape character {@value #ESC} per <a href=""https://datatracker.ietf.org/doc/html/rfc6901"">RFC6901</a>.\n     * <pre>\n     * escaped         = ""~"" ( ""0"" / ""1"" )\n     *  ; representing '~' and '/', respectively\n     * </pre>   \n     *\n     * @since 2.17",public static final char ESC = '~';,char ESC,"public , static , final "
com.fasterxml.jackson.core.JsonPointer.ESC_SLASH,Field,"* Escaped slash string {@value #ESC_TILDE} per <a href=""https://datatracker.ietf.org/doc/html/rfc6901"">RFC6901</a>.\n     * <pre>\n     * escaped         = ""~"" ( ""0"" / ""1"" )\n     *  ; representing '~' and '/', respectively\n     * </pre>   \n     *\n     * @since 2.17","public static final String ESC_SLASH = ""~1"";",java.lang.String ESC_SLASH,"public , static , final "
com.fasterxml.jackson.core.JsonPointer.ESC_TILDE,Field,"* Escaped tilde string {@value #ESC_TILDE} per <a href=""https://datatracker.ietf.org/doc/html/rfc6901"">RFC6901</a>.\n     * <pre>\n     * escaped         = ""~"" ( ""0"" / ""1"" )\n     *  ; representing '~' and '/', respectively\n     * </pre>   \n     *\n     * @since 2.17","public static final String ESC_TILDE = ""~0"";",java.lang.String ESC_TILDE,"public , static , final "
com.fasterxml.jackson.core.JsonPointer.serialVersionUID,Field,No Comment,private static final long serialVersionUID = 1L;,long serialVersionUID,"private , static , final "
com.fasterxml.jackson.core.JsonPointer.SEPARATOR,Field,"* Character used to separate segments.\n     * <pre>\n     * json-pointer    = *( ""/"" reference-token )\n     * </pre>\n     *\n     * @since 2.9",public final static char SEPARATOR = '/';,char SEPARATOR,"public , final , static "
com.fasterxml.jackson.core.JsonPointer.EMPTY,Field,"* Marker instance used to represent segment that matches current\n     * node or position (that is, returns true for\n     * {@link #matches()}).",protected final static JsonPointer EMPTY = new JsonPointer();,com.fasterxml.jackson.core.JsonPointer EMPTY,"protected , final , static "
com.fasterxml.jackson.core.JsonPointer._nextSegment,Field,* Reference to rest of the pointer beyond currently matching\n     * segment (if any); null if this pointer refers to the matching\n     * segment.,protected final JsonPointer _nextSegment;,com.fasterxml.jackson.core.JsonPointer _nextSegment,"protected , final "
com.fasterxml.jackson.core.JsonPointer._head,Field,* Reference from currently matching segment (if any) to node\n     * before leaf.\n     * Lazily constructed if/as needed.\n     *<p>\n     * NOTE: we'll use `volatile` here assuming that this is unlikely to\n     * become a performance bottleneck. If it becomes one we can probably\n     * just drop it and things still should work (despite warnings as per JMM\n     * regarding visibility (and lack thereof) of unguarded changes).\n     *\n     * @since 2.5,protected volatile JsonPointer _head;,com.fasterxml.jackson.core.JsonPointer _head,"protected , volatile "
com.fasterxml.jackson.core.JsonPointer._asString,Field,"* We will retain representation of the pointer, as a String,\n     * so that {@link #toString} should be as efficient as possible.\n     *<p>\n     * NOTE: starting with 2.14, there is now accompanying\n     * {@link #_asStringOffset} that MUST be considered with this String;\n     * this {@code String} may contain preceding path, as it is now full path\n     * of parent pointer, except for the outermost pointer instance.",protected final String _asString;,java.lang.String _asString,"protected , final "
com.fasterxml.jackson.core.JsonPointer._asStringOffset,Field,* @since 2.14,protected final int _asStringOffset;,int _asStringOffset,"protected , final "
com.fasterxml.jackson.core.JsonPointer._matchingPropertyName,Field,No Comment,protected final String _matchingPropertyName;,java.lang.String _matchingPropertyName,"protected , final "
com.fasterxml.jackson.core.JsonPointer._matchingElementIndex,Field,No Comment,protected final int _matchingElementIndex;,int _matchingElementIndex,"protected , final "
com.fasterxml.jackson.core.JsonPointer._hashCode,Field,"* Lazily-calculated hash code: need to retain hash code now that we can no\n     * longer rely on {@link #_asString} being the exact full representation (it\n     * is often ""more"", including parent path).\n     *\n     * @since 2.14",protected int _hashCode;,int _hashCode,protected 
com.fasterxml.jackson.core.JsonPointer$PointerParent.parent,Field,No Comment,public final PointerParent parent;,com.fasterxml.jackson.core.JsonPointer$PointerParent parent,"public , final "
com.fasterxml.jackson.core.JsonPointer$PointerParent.fullPathOffset,Field,No Comment,public final int fullPathOffset;,int fullPathOffset,"public , final "
com.fasterxml.jackson.core.JsonPointer$PointerParent.segment,Field,No Comment,public final String segment;,java.lang.String segment,"public , final "
com.fasterxml.jackson.core.JsonPointer$PointerSegment.next,Field,No Comment,public final PointerSegment next;,com.fasterxml.jackson.core.JsonPointer$PointerSegment next,"public , final "
com.fasterxml.jackson.core.JsonPointer$PointerSegment.property,Field,No Comment,public final String property;,java.lang.String property,"public , final "
com.fasterxml.jackson.core.JsonPointer$PointerSegment.index,Field,No Comment,public final int index;,int index,"public , final "
com.fasterxml.jackson.core.JsonPointer$PointerSegment.pathOffset,Field,"Offset within external buffer, updated when constructing",public int pathOffset;,int pathOffset,public 
com.fasterxml.jackson.core.JsonPointer$PointerSegment.prev,Field,"And we actually need 2-way traversal, it turns out so:",public PointerSegment prev;,com.fasterxml.jackson.core.JsonPointer$PointerSegment prev,public 
com.fasterxml.jackson.core.JsonPointer$Serialization._fullPath,Field,No Comment,private String _fullPath;,java.lang.String _fullPath,private 
com.fasterxml.jackson.core.JacksonException.serialVersionUID,Field,eclipse complains otherwise,private final static long serialVersionUID = 123;,long serialVersionUID,"private , final , static "
com.fasterxml.jackson.core.util.RecyclerPool$ThreadLocalPoolBase.serialVersionUID,Field,No Comment,private static final long serialVersionUID = 1L;,long serialVersionUID,"private , static , final "
com.fasterxml.jackson.core.util.RecyclerPool$NonRecyclingPoolBase.serialVersionUID,Field,No Comment,private static final long serialVersionUID = 1L;,long serialVersionUID,"private , static , final "
com.fasterxml.jackson.core.util.RecyclerPool$StatefulImplBase.serialVersionUID,Field,No Comment,private static final long serialVersionUID = 1L;,long serialVersionUID,"private , static , final "
com.fasterxml.jackson.core.util.RecyclerPool$StatefulImplBase.SERIALIZATION_SHARED,Field,No Comment,public final static int SERIALIZATION_SHARED = -1;,int SERIALIZATION_SHARED,"public , final , static "
com.fasterxml.jackson.core.util.RecyclerPool$StatefulImplBase.SERIALIZATION_NON_SHARED,Field,No Comment,public final static int SERIALIZATION_NON_SHARED = 1;,int SERIALIZATION_NON_SHARED,"public , final , static "
com.fasterxml.jackson.core.util.RecyclerPool$StatefulImplBase._serialization,Field,"* Value that indicates basic aspects of pool for JDK serialization;\n         * either marker for shared/non-shared, or possibly bounded size;\n         * depends on sub-class.",protected final int _serialization;,int _serialization,"protected , final "
com.fasterxml.jackson.core.util.RecyclerPool$ConcurrentDequePoolBase.serialVersionUID,Field,No Comment,private static final long serialVersionUID = 1L;,long serialVersionUID,"private , static , final "
com.fasterxml.jackson.core.util.RecyclerPool$ConcurrentDequePoolBase.pool,Field,No Comment,protected final transient Deque<P> pool;,java.util.Deque pool,"protected , final , transient "
com.fasterxml.jackson.core.util.RecyclerPool$LockFreePoolBase.serialVersionUID,Field,No Comment,private static final long serialVersionUID = 1L;,long serialVersionUID,"private , static , final "
com.fasterxml.jackson.core.util.RecyclerPool$LockFreePoolBase.head,Field,Needs to be transient to avoid JDK serialization from writing it out,private final transient AtomicReference<Node<P>> head;,java.util.concurrent.atomic.AtomicReference head,"private , final , transient "
com.fasterxml.jackson.core.util.RecyclerPool$LockFreePoolBase$Node.value,Field,No Comment,final P value;,java.lang.Object value,final 
com.fasterxml.jackson.core.util.RecyclerPool$LockFreePoolBase$Node.next,Field,No Comment,Node<P> next;,com.fasterxml.jackson.core.util.RecyclerPool$LockFreePoolBase$Node next,default
com.fasterxml.jackson.core.util.RecyclerPool$BoundedPoolBase.serialVersionUID,Field,No Comment,private static final long serialVersionUID = 1L;,long serialVersionUID,"private , static , final "
com.fasterxml.jackson.core.util.RecyclerPool$BoundedPoolBase.DEFAULT_CAPACITY,Field,* Default capacity which limits number of items that are ever\n         * retained for reuse.,public final static int DEFAULT_CAPACITY = 100;,int DEFAULT_CAPACITY,"public , final , static "
com.fasterxml.jackson.core.util.RecyclerPool$BoundedPoolBase.pool,Field,No Comment,private final transient ArrayBlockingQueue<P> pool;,java.util.concurrent.ArrayBlockingQueue pool,"private , final , transient "
com.fasterxml.jackson.core.util.RecyclerPool$BoundedPoolBase.capacity,Field,No Comment,private final transient int capacity;,int capacity,"private , final , transient "
com.fasterxml.jackson.core.util.Separators.serialVersionUID,Field,No Comment,private static final long serialVersionUID = 1;,long serialVersionUID,"private , static , final "
com.fasterxml.jackson.core.util.Separators.DEFAULT_ROOT_VALUE_SEPARATOR,Field,"* Constant that specifies default ""root-level"" separator to use between\n     * root values: a single space character.\n     *\n     * @since 2.16","public final static String DEFAULT_ROOT_VALUE_SEPARATOR = "" "";",java.lang.String DEFAULT_ROOT_VALUE_SEPARATOR,"public , final , static "
com.fasterxml.jackson.core.util.Separators.DEFAULT_OBJECT_EMPTY_SEPARATOR,Field,"* String to use in empty Object to separate start and end markers.\n     * Default is single space, resulting in output of {@code { }}.\n     * \n     * @since 2.17","public final static String DEFAULT_OBJECT_EMPTY_SEPARATOR = "" "";",java.lang.String DEFAULT_OBJECT_EMPTY_SEPARATOR,"public , final , static "
com.fasterxml.jackson.core.util.Separators.DEFAULT_ARRAY_EMPTY_SEPARATOR,Field,"* String to use in empty Array to separate start and end markers.\n     * Default is single space, resulting in output of {@code [ ]}.\n     * \n     * @since 2.17","public final static String DEFAULT_ARRAY_EMPTY_SEPARATOR = "" "";",java.lang.String DEFAULT_ARRAY_EMPTY_SEPARATOR,"public , final , static "
com.fasterxml.jackson.core.util.Separators.objectFieldValueSeparator,Field,No Comment,private final char objectFieldValueSeparator;,char objectFieldValueSeparator,"private , final "
com.fasterxml.jackson.core.util.Separators.objectFieldValueSpacing,Field,No Comment,private final Spacing objectFieldValueSpacing;,com.fasterxml.jackson.core.util.Separators$Spacing objectFieldValueSpacing,"private , final "
com.fasterxml.jackson.core.util.Separators.objectEntrySeparator,Field,No Comment,private final char objectEntrySeparator;,char objectEntrySeparator,"private , final "
