FEN:ID,:LABEL,Comment,Source Code,Signature,Modifiers
org.apache.commons.collections4.bidimap.AbstractDualBidiMap.inverseBidiMap,Field,* Inverse view of this map.,"transient BidiMap<V, K> inverseBidiMap;",org.apache.commons.collections4.BidiMap inverseBidiMap,transient 
org.apache.commons.collections4.bidimap.AbstractDualBidiMap.keySet,Field,* View of the keys.,transient Set<K> keySet;,java.util.Set keySet,transient 
org.apache.commons.collections4.bidimap.AbstractDualBidiMap.values,Field,* View of the values.,transient Set<V> values;,java.util.Set values,transient 
org.apache.commons.collections4.bidimap.AbstractDualBidiMap.entrySet,Field,* View of the entries.,"transient Set<Map.Entry<K, V>> entrySet;",java.util.Set entrySet,transient 
org.apache.commons.collections4.bidimap.AbstractDualBidiMap$BidiMapIterator.parent,Field,The parent map,"protected final AbstractDualBidiMap<K, V> parent;",org.apache.commons.collections4.bidimap.AbstractDualBidiMap parent,"protected , final "
org.apache.commons.collections4.bidimap.AbstractDualBidiMap$BidiMapIterator.iterator,Field,The iterator being wrapped,"protected Iterator<Map.Entry<K, V>> iterator;",java.util.Iterator iterator,protected 
org.apache.commons.collections4.bidimap.AbstractDualBidiMap$BidiMapIterator.last,Field,The last returned entry,"protected Map.Entry<K, V> last;",java.util.Map$Entry last,protected 
org.apache.commons.collections4.bidimap.AbstractDualBidiMap$BidiMapIterator.canRemove,Field,Whether remove is allowed at present,protected boolean canRemove;,boolean canRemove,protected 
org.apache.commons.collections4.bidimap.AbstractDualBidiMap$EntrySet.serialVersionUID,Field,Serialization version,private static final long serialVersionUID = 4040410962603292348L;,long serialVersionUID,"private , static , final "
org.apache.commons.collections4.bidimap.AbstractDualBidiMap$EntrySetIterator.parent,Field,The parent map,"protected final AbstractDualBidiMap<K, V> parent;",org.apache.commons.collections4.bidimap.AbstractDualBidiMap parent,"protected , final "
org.apache.commons.collections4.bidimap.AbstractDualBidiMap$EntrySetIterator.last,Field,The last returned entry,"protected Map.Entry<K, V> last;",java.util.Map$Entry last,protected 
org.apache.commons.collections4.bidimap.AbstractDualBidiMap$EntrySetIterator.canRemove,Field,Whether remove is allowed at present,protected boolean canRemove;,boolean canRemove,protected 
org.apache.commons.collections4.bidimap.AbstractDualBidiMap$KeySet.serialVersionUID,Field,Serialization version,private static final long serialVersionUID = -7107935777385040694L;,long serialVersionUID,"private , static , final "
org.apache.commons.collections4.bidimap.AbstractDualBidiMap$KeySetIterator.parent,Field,The parent map,"protected final AbstractDualBidiMap<K, ?> parent;",org.apache.commons.collections4.bidimap.AbstractDualBidiMap parent,"protected , final "
org.apache.commons.collections4.bidimap.AbstractDualBidiMap$KeySetIterator.lastKey,Field,The last returned key,protected K lastKey;,java.lang.Object lastKey,protected 
org.apache.commons.collections4.bidimap.AbstractDualBidiMap$KeySetIterator.canRemove,Field,Whether remove is allowed at present,protected boolean canRemove;,boolean canRemove,protected 
org.apache.commons.collections4.bidimap.AbstractDualBidiMap$MapEntry.parent,Field,The parent map,"protected final AbstractDualBidiMap<K, V> parent;",org.apache.commons.collections4.bidimap.AbstractDualBidiMap parent,"protected , final "
org.apache.commons.collections4.bidimap.AbstractDualBidiMap$Values.serialVersionUID,Field,Serialization version,private static final long serialVersionUID = 4023777119829639864L;,long serialVersionUID,"private , static , final "
org.apache.commons.collections4.bidimap.AbstractDualBidiMap$ValuesIterator.parent,Field,The parent map,"protected final AbstractDualBidiMap<Object, V> parent;",org.apache.commons.collections4.bidimap.AbstractDualBidiMap parent,"protected , final "
org.apache.commons.collections4.bidimap.AbstractDualBidiMap$ValuesIterator.lastValue,Field,The last returned value,protected V lastValue;,java.lang.Object lastValue,protected 
org.apache.commons.collections4.bidimap.AbstractDualBidiMap$ValuesIterator.canRemove,Field,Whether remove is allowed at present,protected boolean canRemove;,boolean canRemove,protected 
org.apache.commons.collections4.bidimap.AbstractDualBidiMap$View.serialVersionUID,Field,Generated serial version ID.,private static final long serialVersionUID = 4621510560119690639L;,long serialVersionUID,"private , static , final "
org.apache.commons.collections4.bidimap.AbstractDualBidiMap$View.parent,Field,The parent map,"protected final AbstractDualBidiMap<K, V> parent;",org.apache.commons.collections4.bidimap.AbstractDualBidiMap parent,"protected , final "
org.apache.commons.collections4.bidimap.UnmodifiableBidiMap.inverse,Field,The inverse unmodifiable map,"private UnmodifiableBidiMap<V, K> inverse;",org.apache.commons.collections4.bidimap.UnmodifiableBidiMap inverse,private 
org.apache.commons.collections4.bidimap.UnmodifiableOrderedBidiMap.inverse,Field,The inverse unmodifiable map,"private UnmodifiableOrderedBidiMap<V, K> inverse;",org.apache.commons.collections4.bidimap.UnmodifiableOrderedBidiMap inverse,private 
org.apache.commons.collections4.bidimap.DualLinkedHashBidiMap.serialVersionUID,Field,Ensure serialization compatibility,private static final long serialVersionUID = 721969328361810L;,long serialVersionUID,"private , static , final "
org.apache.commons.collections4.bidimap.UnmodifiableSortedBidiMap.inverse,Field,The inverse unmodifiable map,"private UnmodifiableSortedBidiMap<V, K> inverse;",org.apache.commons.collections4.bidimap.UnmodifiableSortedBidiMap inverse,private 
org.apache.commons.collections4.bidimap.DualHashBidiMap.serialVersionUID,Field,Ensure serialization compatibility,private static final long serialVersionUID = 721969328361808L;,long serialVersionUID,"private , static , final "
org.apache.commons.collections4.bidimap.DualTreeBidiMap.serialVersionUID,Field,Ensure serialization compatibility,private static final long serialVersionUID = 721969328361809L;,long serialVersionUID,"private , static , final "
org.apache.commons.collections4.bidimap.DualTreeBidiMap.comparator,Field,The key comparator to use,private final Comparator<? super K> comparator;,java.util.Comparator comparator,"private , final "
org.apache.commons.collections4.bidimap.DualTreeBidiMap.valueComparator,Field,The value comparator to use,private final Comparator<? super V> valueComparator;,java.util.Comparator valueComparator,"private , final "
org.apache.commons.collections4.bidimap.DualTreeBidiMap$BidiOrderedMapIterator.parent,Field,The parent map,"private final AbstractDualBidiMap<K, V> parent;",org.apache.commons.collections4.bidimap.AbstractDualBidiMap parent,"private , final "
org.apache.commons.collections4.bidimap.DualTreeBidiMap$BidiOrderedMapIterator.iterator,Field,The iterator being decorated,"private ListIterator<Map.Entry<K, V>> iterator;",java.util.ListIterator iterator,private 
org.apache.commons.collections4.bidimap.DualTreeBidiMap$BidiOrderedMapIterator.last,Field,The last returned entry,"private Map.Entry<K, V> last;",java.util.Map$Entry last,private 
org.apache.commons.collections4.bidimap.TreeBidiMap.serialVersionUID,Field,No Comment,private static final long serialVersionUID = 721969328361807L;,long serialVersionUID,"private , static , final "
org.apache.commons.collections4.bidimap.TreeBidiMap.rootNode,Field,No Comment,"private transient Node<K, V>[] rootNode;",org.apache.commons.collections4.bidimap.TreeBidiMap$Node[] rootNode,"private , transient "
org.apache.commons.collections4.bidimap.TreeBidiMap.nodeCount,Field,No Comment,private transient int nodeCount;,int nodeCount,"private , transient "
org.apache.commons.collections4.bidimap.TreeBidiMap.modifications,Field,No Comment,private transient int modifications;,int modifications,"private , transient "
org.apache.commons.collections4.bidimap.TreeBidiMap.keySet,Field,No Comment,private transient Set<K> keySet;,java.util.Set keySet,"private , transient "
org.apache.commons.collections4.bidimap.TreeBidiMap.valuesSet,Field,No Comment,private transient Set<V> valuesSet;,java.util.Set valuesSet,"private , transient "
org.apache.commons.collections4.bidimap.TreeBidiMap.entrySet,Field,No Comment,"private transient Set<Map.Entry<K, V>> entrySet;",java.util.Set entrySet,"private , transient "
org.apache.commons.collections4.bidimap.TreeBidiMap.inverse,Field,No Comment,private transient Inverse inverse;,org.apache.commons.collections4.bidimap.TreeBidiMap$Inverse inverse,"private , transient "
org.apache.commons.collections4.bidimap.TreeBidiMap$AbstractView.orderType,Field,Whether to return KEY or VALUE order.,final DataElement orderType;,org.apache.commons.collections4.bidimap.TreeBidiMap$DataElement orderType,final 
org.apache.commons.collections4.bidimap.TreeBidiMap$AbstractViewIterator.orderType,Field,Whether to return KEY or VALUE order.,private final DataElement orderType;,org.apache.commons.collections4.bidimap.TreeBidiMap$DataElement orderType,"private , final "
org.apache.commons.collections4.bidimap.TreeBidiMap$AbstractViewIterator.lastReturnedNode,Field,The last node returned by the iterator.,"Node<K, V> lastReturnedNode;",org.apache.commons.collections4.bidimap.TreeBidiMap$Node lastReturnedNode,default
org.apache.commons.collections4.bidimap.TreeBidiMap$AbstractViewIterator.nextNode,Field,The next node to be returned by the iterator.,"private Node<K, V> nextNode;",org.apache.commons.collections4.bidimap.TreeBidiMap$Node nextNode,private 
org.apache.commons.collections4.bidimap.TreeBidiMap$AbstractViewIterator.previousNode,Field,The previous node in the sequence returned by the iterator.,"private Node<K, V> previousNode;",org.apache.commons.collections4.bidimap.TreeBidiMap$Node previousNode,private 
org.apache.commons.collections4.bidimap.TreeBidiMap$AbstractViewIterator.expectedModifications,Field,The modification count.,private int expectedModifications;,int expectedModifications,private 
org.apache.commons.collections4.bidimap.TreeBidiMap$Inverse.inverseKeySet,Field,Store the keySet once created.,private Set<V> inverseKeySet;,java.util.Set inverseKeySet,private 
org.apache.commons.collections4.bidimap.TreeBidiMap$Inverse.inverseValuesSet,Field,Store the valuesSet once created.,private Set<K> inverseValuesSet;,java.util.Set inverseValuesSet,private 
org.apache.commons.collections4.bidimap.TreeBidiMap$Inverse.inverseEntrySet,Field,Store the entrySet once created.,"private Set<Map.Entry<V, K>> inverseEntrySet;",java.util.Set inverseEntrySet,private 
org.apache.commons.collections4.bidimap.TreeBidiMap$Node.key,Field,No Comment,private final K key;,java.lang.Comparable key,"private , final "
org.apache.commons.collections4.bidimap.TreeBidiMap$Node.value,Field,No Comment,private final V value;,java.lang.Comparable value,"private , final "
org.apache.commons.collections4.bidimap.TreeBidiMap$Node.leftNode,Field,No Comment,"private final Node<K, V>[] leftNode;",org.apache.commons.collections4.bidimap.TreeBidiMap$Node[] leftNode,"private , final "
org.apache.commons.collections4.bidimap.TreeBidiMap$Node.rightNode,Field,No Comment,"private final Node<K, V>[] rightNode;",org.apache.commons.collections4.bidimap.TreeBidiMap$Node[] rightNode,"private , final "
org.apache.commons.collections4.bidimap.TreeBidiMap$Node.parentNode,Field,No Comment,"private final Node<K, V>[] parentNode;",org.apache.commons.collections4.bidimap.TreeBidiMap$Node[] parentNode,"private , final "
org.apache.commons.collections4.bidimap.TreeBidiMap$Node.blackColor,Field,No Comment,private final boolean[] blackColor;,boolean[] blackColor,"private , final "
org.apache.commons.collections4.bidimap.TreeBidiMap$Node.hashCodeValue,Field,No Comment,private int hashCodeValue;,int hashCodeValue,private 
org.apache.commons.collections4.bidimap.TreeBidiMap$Node.calculatedHashCode,Field,No Comment,private boolean calculatedHashCode;,boolean calculatedHashCode,private 
org.apache.commons.collections4.MultiMapUtils.EMPTY_MULTI_VALUED_MAP,Field,* An empty {@link UnmodifiableMultiValuedMap}.,"@SuppressWarnings({ ""rawtypes"", ""unchecked"" })\npublic static final MultiValuedMap EMPTY_MULTI_VALUED_MAP = UnmodifiableMultiValuedMap.unmodifiableMultiValuedMap(new ArrayListValuedHashMap(0, 0));",org.apache.commons.collections4.MultiValuedMap EMPTY_MULTI_VALUED_MAP,"public , static , final "
org.apache.commons.collections4.collection.UnmodifiableBoundedCollection.serialVersionUID,Field,Serialization version,private static final long serialVersionUID = -7112672385450340330L;,long serialVersionUID,"private , static , final "
org.apache.commons.collections4.collection.CompositeCollection.serialVersionUID,Field,Serialization version,private static final long serialVersionUID = 8417515734108306801L;,long serialVersionUID,"private , static , final "
org.apache.commons.collections4.collection.CompositeCollection.mutator,Field,CollectionMutator to handle changes to the collection,private CollectionMutator<E> mutator;,org.apache.commons.collections4.collection.CompositeCollection$CollectionMutator mutator,private 
org.apache.commons.collections4.collection.CompositeCollection.all,Field,Collections in the composite,private final List<Collection<E>> all = new ArrayList<>();,java.util.List all,"private , final "
org.apache.commons.collections4.collection.TransformedCollection.serialVersionUID,Field,Serialization version,private static final long serialVersionUID = 8692300188161871514L;,long serialVersionUID,"private , static , final "
org.apache.commons.collections4.collection.TransformedCollection.transformer,Field,The transformer to use,"protected final Transformer<? super E, ? extends E> transformer;",org.apache.commons.collections4.Transformer transformer,"protected , final "
org.apache.commons.collections4.collection.PredicatedCollection.serialVersionUID,Field,Serialization version,private static final long serialVersionUID = -5259182142076705162L;,long serialVersionUID,"private , static , final "
org.apache.commons.collections4.collection.PredicatedCollection.predicate,Field,The predicate to use,protected final Predicate<? super E> predicate;,org.apache.commons.collections4.Predicate predicate,"protected , final "
org.apache.commons.collections4.collection.PredicatedCollection$Builder.predicate,Field,The predicate to use.,private final Predicate<? super E> predicate;,org.apache.commons.collections4.Predicate predicate,"private , final "
org.apache.commons.collections4.collection.PredicatedCollection$Builder.accepted,Field,The buffer containing valid elements.,private final List<E> accepted = new ArrayList<>();,java.util.List accepted,"private , final "
org.apache.commons.collections4.collection.PredicatedCollection$Builder.rejected,Field,The buffer containing rejected elements.,private final List<E> rejected = new ArrayList<>();,java.util.List rejected,"private , final "
org.apache.commons.collections4.collection.IndexedCollection.serialVersionUID,Field,Serialization version,private static final long serialVersionUID = -5512610452568370038L;,long serialVersionUID,"private , static , final "
org.apache.commons.collections4.collection.IndexedCollection.keyTransformer,Field,The {@link Transformer} for generating index keys.,"private final Transformer<C, K> keyTransformer;",org.apache.commons.collections4.Transformer keyTransformer,"private , final "
org.apache.commons.collections4.collection.IndexedCollection.index,Field,The map of indexes to collected objects.,"private final MultiMap<K, C> index;",org.apache.commons.collections4.MultiMap index,"private , final "
org.apache.commons.collections4.collection.IndexedCollection.uniqueIndex,Field,The uniqueness constraint for the index.,private final boolean uniqueIndex;,boolean uniqueIndex,"private , final "
org.apache.commons.collections4.collection.SynchronizedCollection.serialVersionUID,Field,Serialization version,private static final long serialVersionUID = 2412805092710877986L;,long serialVersionUID,"private , static , final "
org.apache.commons.collections4.collection.SynchronizedCollection.collection,Field,The collection to decorate,private final Collection<E> collection;,java.util.Collection collection,"private , final "
org.apache.commons.collections4.collection.SynchronizedCollection.lock,Field,"The object to lock on, needed for List/SortedSet views",protected final Object lock;,java.lang.Object lock,"protected , final "
org.apache.commons.collections4.collection.UnmodifiableCollection.serialVersionUID,Field,Serialization version,private static final long serialVersionUID = -239892006883819945L;,long serialVersionUID,"private , static , final "
org.apache.commons.collections4.collection.AbstractCollectionDecorator.serialVersionUID,Field,Serialization version,private static final long serialVersionUID = 6249888059822088500L;,long serialVersionUID,"private , static , final "
org.apache.commons.collections4.collection.AbstractCollectionDecorator.collection,Field,The collection being decorated,private Collection<E> collection;,java.util.Collection collection,private 
org.apache.commons.collections4.ListUtils$CharSequenceAsList.sequence,Field,No Comment,private final CharSequence sequence;,java.lang.CharSequence sequence,"private , final "
org.apache.commons.collections4.ListUtils$LcsVisitor.sequence,Field,No Comment,private final ArrayList<E> sequence;,java.util.ArrayList sequence,"private , final "
org.apache.commons.collections4.ListUtils$Partition.list,Field,No Comment,private final List<T> list;,java.util.List list,"private , final "
org.apache.commons.collections4.ListUtils$Partition.size,Field,No Comment,private final int size;,int size,"private , final "
org.apache.commons.collections4.MapUtils.EMPTY_SORTED_MAP,Field,* An empty unmodifiable sorted map. This is not provided in the JDK.,"@SuppressWarnings(""rawtypes"")\npublic static final SortedMap EMPTY_SORTED_MAP = UnmodifiableSortedMap.unmodifiableSortedMap(new TreeMap<>());",java.util.SortedMap EMPTY_SORTED_MAP,"public , static , final "
org.apache.commons.collections4.MapUtils.INDENT_STRING,Field,* String used to indent the verbose and debug Map prints.,"private static final String INDENT_STRING = ""    "";",java.lang.String INDENT_STRING,"private , static , final "
org.apache.commons.collections4.functors.DefaultEquator.serialVersionUID,Field,Serial version UID,private static final long serialVersionUID = 825802648423525485L;,long serialVersionUID,"private , static , final "
org.apache.commons.collections4.functors.DefaultEquator.INSTANCE,Field,Static instance,"// the static instance works for all types\n@SuppressWarnings(""rawtypes"")\npublic static final DefaultEquator INSTANCE = new DefaultEquator<>();",org.apache.commons.collections4.functors.DefaultEquator INSTANCE,"public , static , final "
org.apache.commons.collections4.functors.DefaultEquator.HASHCODE_NULL,Field,* Hashcode used for {@code null} objects.,public static final int HASHCODE_NULL = -1;,int HASHCODE_NULL,"public , static , final "
org.apache.commons.collections4.functors.StringValueTransformer.serialVersionUID,Field,Serial version UID,private static final long serialVersionUID = 7511110693171758606L;,long serialVersionUID,"private , static , final "
org.apache.commons.collections4.functors.StringValueTransformer.INSTANCE,Field,Singleton predicate instance,"private static final Transformer<Object, String> INSTANCE = new StringValueTransformer<>();",org.apache.commons.collections4.Transformer INSTANCE,"private , static , final "
org.apache.commons.collections4.functors.IfTransformer.serialVersionUID,Field,Serial version UID,private static final long serialVersionUID = 8069309411242014252L;,long serialVersionUID,"private , static , final "
org.apache.commons.collections4.functors.IfTransformer.iPredicate,Field,The test,private final Predicate<? super T> iPredicate;,org.apache.commons.collections4.Predicate iPredicate,"private , final "
org.apache.commons.collections4.functors.IfTransformer.iTrueTransformer,Field,The transformer to use if true,"private final Transformer<? super T, ? extends R> iTrueTransformer;",org.apache.commons.collections4.Transformer iTrueTransformer,"private , final "
org.apache.commons.collections4.functors.IfTransformer.iFalseTransformer,Field,The transformer to use if false,"private final Transformer<? super T, ? extends R> iFalseTransformer;",org.apache.commons.collections4.Transformer iFalseTransformer,"private , final "
org.apache.commons.collections4.functors.IdentityPredicate.serialVersionUID,Field,Serial version UID,private static final long serialVersionUID = -89901658494523293L;,long serialVersionUID,"private , static , final "
org.apache.commons.collections4.functors.IdentityPredicate.iValue,Field,The value to compare to,private final T iValue;,java.lang.Object iValue,"private , final "
org.apache.commons.collections4.functors.ExceptionClosure.serialVersionUID,Field,Serial version UID,private static final long serialVersionUID = 7179106032121985545L;,long serialVersionUID,"private , static , final "
org.apache.commons.collections4.functors.ExceptionClosure.INSTANCE,Field,Singleton predicate instance,"// the static instance works for all types\n@SuppressWarnings(""rawtypes"")\npublic static final Closure INSTANCE = new ExceptionClosure<>();",org.apache.commons.collections4.Closure INSTANCE,"public , static , final "
org.apache.commons.collections4.functors.NOPClosure.serialVersionUID,Field,Serial version UID,private static final long serialVersionUID = 3518477308466486130L;,long serialVersionUID,"private , static , final "
org.apache.commons.collections4.functors.NOPClosure.INSTANCE,Field,Singleton predicate instance,"@SuppressWarnings(""rawtypes"")\npublic static final Closure INSTANCE = new NOPClosure<>();",org.apache.commons.collections4.Closure INSTANCE,"public , static , final "
org.apache.commons.collections4.functors.ClosureTransformer.serialVersionUID,Field,Serial version UID,private static final long serialVersionUID = 478466901448617286L;,long serialVersionUID,"private , static , final "
org.apache.commons.collections4.functors.ClosureTransformer.iClosure,Field,The closure to wrap,private final Closure<? super T> iClosure;,org.apache.commons.collections4.Closure iClosure,"private , final "
org.apache.commons.collections4.functors.TransformerPredicate.serialVersionUID,Field,Serial version UID,private static final long serialVersionUID = -2407966402920578741L;,long serialVersionUID,"private , static , final "
org.apache.commons.collections4.functors.TransformerPredicate.iTransformer,Field,The transformer to call,"private final Transformer<? super T, Boolean> iTransformer;",org.apache.commons.collections4.Transformer iTransformer,"private , final "
org.apache.commons.collections4.functors.NullPredicate.serialVersionUID,Field,Serial version UID,private static final long serialVersionUID = 7533784454832764388L;,long serialVersionUID,"private , static , final "
org.apache.commons.collections4.functors.NullPredicate.INSTANCE,Field,Singleton predicate instance,"@SuppressWarnings(""rawtypes"")\npublic static final Predicate INSTANCE = new NullPredicate<>();",org.apache.commons.collections4.Predicate INSTANCE,"public , static , final "
org.apache.commons.collections4.functors.ConstantTransformer.serialVersionUID,Field,Serial version UID,private static final long serialVersionUID = 6374440726369055124L;,long serialVersionUID,"private , static , final "
org.apache.commons.collections4.functors.ConstantTransformer.NULL_INSTANCE,Field,Returns null each time,"@SuppressWarnings(""rawtypes"")\npublic static final Transformer NULL_INSTANCE = new ConstantTransformer<>(null);",org.apache.commons.collections4.Transformer NULL_INSTANCE,"public , static , final "
org.apache.commons.collections4.functors.ConstantTransformer.iConstant,Field,The closures to call in turn,private final R iConstant;,java.lang.Object iConstant,"private , final "
org.apache.commons.collections4.functors.PredicateTransformer.serialVersionUID,Field,Serial version UID,private static final long serialVersionUID = 5278818408044349346L;,long serialVersionUID,"private , static , final "
org.apache.commons.collections4.functors.PredicateTransformer.iPredicate,Field,The closure to wrap,private final Predicate<? super T> iPredicate;,org.apache.commons.collections4.Predicate iPredicate,"private , final "
org.apache.commons.collections4.functors.WhileClosure.iPredicate,Field,The test condition,private final Predicate<? super T> iPredicate;,org.apache.commons.collections4.Predicate iPredicate,"private , final "
org.apache.commons.collections4.functors.WhileClosure.iClosure,Field,The closure to call,private final Closure<? super T> iClosure;,org.apache.commons.collections4.Closure iClosure,"private , final "
org.apache.commons.collections4.functors.WhileClosure.iDoLoop,Field,"The flag, true is a do loop, false is a while",private final boolean iDoLoop;,boolean iDoLoop,"private , final "
org.apache.commons.collections4.functors.ForClosure.iCount,Field,The number of times to loop,private final int iCount;,int iCount,"private , final "
org.apache.commons.collections4.functors.ForClosure.iClosure,Field,The closure to call,private final Closure<? super T> iClosure;,org.apache.commons.collections4.Closure iClosure,"private , final "
org.apache.commons.collections4.functors.NullIsTruePredicate.serialVersionUID,Field,Serial version UID,private static final long serialVersionUID = -7625133768987126273L;,long serialVersionUID,"private , static , final "
org.apache.commons.collections4.functors.NullIsTruePredicate.iPredicate,Field,The predicate to decorate,private final Predicate<? super T> iPredicate;,org.apache.commons.collections4.Predicate iPredicate,"private , final "
org.apache.commons.collections4.functors.TransformedPredicate.serialVersionUID,Field,Serial version UID,private static final long serialVersionUID = -5596090919668315834L;,long serialVersionUID,"private , static , final "
org.apache.commons.collections4.functors.TransformedPredicate.iTransformer,Field,The transformer to call,"private final Transformer<? super T, ? extends T> iTransformer;",org.apache.commons.collections4.Transformer iTransformer,"private , final "
org.apache.commons.collections4.functors.TransformedPredicate.iPredicate,Field,The predicate to call,private final Predicate<? super T> iPredicate;,org.apache.commons.collections4.Predicate iPredicate,"private , final "
org.apache.commons.collections4.functors.NonePredicate.serialVersionUID,Field,Serial version UID,private static final long serialVersionUID = 2007613066565892961L;,long serialVersionUID,"private , static , final "
org.apache.commons.collections4.functors.ExceptionTransformer.serialVersionUID,Field,Serial version UID,private static final long serialVersionUID = 7179106032121985545L;,long serialVersionUID,"private , static , final "
org.apache.commons.collections4.functors.ExceptionTransformer.INSTANCE,Field,Singleton predicate instance,"// the static instance works for all types\n@SuppressWarnings(""rawtypes"")\npublic static final Transformer INSTANCE = new ExceptionTransformer<>();",org.apache.commons.collections4.Transformer INSTANCE,"public , static , final "
org.apache.commons.collections4.functors.SwitchTransformer.serialVersionUID,Field,Serial version UID,private static final long serialVersionUID = -6404460890903469332L;,long serialVersionUID,"private , static , final "
org.apache.commons.collections4.functors.SwitchTransformer.iPredicates,Field,The tests to consider,private final Predicate<? super T>[] iPredicates;,org.apache.commons.collections4.Predicate[] iPredicates,"private , final "
org.apache.commons.collections4.functors.SwitchTransformer.iTransformers,Field,The matching transformers to call,"private final Transformer<? super T, ? extends R>[] iTransformers;",org.apache.commons.collections4.Transformer[] iTransformers,"private , final "
org.apache.commons.collections4.functors.SwitchTransformer.iDefault,Field,The default transformer to call if no tests match,"private final Transformer<? super T, ? extends R> iDefault;",org.apache.commons.collections4.Transformer iDefault,"private , final "
org.apache.commons.collections4.functors.TransformerClosure.serialVersionUID,Field,Serial version UID,private static final long serialVersionUID = -5194992589193388969L;,long serialVersionUID,"private , static , final "
org.apache.commons.collections4.functors.TransformerClosure.iTransformer,Field,The transformer to wrap,"private final Transformer<? super T, ?> iTransformer;",org.apache.commons.collections4.Transformer iTransformer,"private , final "
org.apache.commons.collections4.functors.OrPredicate.serialVersionUID,Field,Serial version UID,private static final long serialVersionUID = -8791518325735182855L;,long serialVersionUID,"private , static , final "
org.apache.commons.collections4.functors.OrPredicate.iPredicate1,Field,The array of predicates to call,private final Predicate<? super T> iPredicate1;,org.apache.commons.collections4.Predicate iPredicate1,"private , final "
org.apache.commons.collections4.functors.OrPredicate.iPredicate2,Field,The array of predicates to call,private final Predicate<? super T> iPredicate2;,org.apache.commons.collections4.Predicate iPredicate2,"private , final "
org.apache.commons.collections4.functors.NOPTransformer.serialVersionUID,Field,Serial version UID,private static final long serialVersionUID = 2133891748318574490L;,long serialVersionUID,"private , static , final "
org.apache.commons.collections4.functors.NOPTransformer.INSTANCE,Field,Singleton predicate instance,"@SuppressWarnings(""rawtypes"")\npublic static final Transformer INSTANCE = new NOPTransformer<>();",org.apache.commons.collections4.Transformer INSTANCE,"public , static , final "
