FEN:ID,:LABEL,CFG_Path
org.apache.commons.csv.CSVParser.addRecordValue(boolean).CFG_Path_4,CFG_Path,"CFG Nodes:\n""18"" [label=""this := @this: org.apache.commons.csv.CSVParser""];\n""15"" [label=""lastRecord := @parameter0: boolean""];\n""5"" [label=""$stack5 = this.<org.apache.commons.csv.CSVParser: org.apache.commons.csv.CSVFormat format>""];\n""3"" [label=""$stack3 = this.<org.apache.commons.csv.CSVParser: org.apache.commons.csv.Token reusableToken>""];\n""4"" [label=""$stack4 = $stack3.<org.apache.commons.csv.Token: java.lang.StringBuilder content>""];\n""6"" [label=""$stack6 = virtualinvoke $stack4.<java.lang.StringBuilder: java.lang.String toString()>()""];\n""13"" [label=""input = virtualinvoke $stack5.<org.apache.commons.csv.CSVFormat: java.lang.String trim(java.lang.String)>($stack6)""];\n""12"" [label=""if lastRecord == 0""];\n""9"" [label=""$stack9 = virtualinvoke input.<java.lang.String: boolean isEmpty()>()""];\n""11"" [label=""if $stack9 == 0""];\n""7"" [label=""$stack7 = this.<org.apache.commons.csv.CSVParser: java.util.List recordList>""];\n""8"" [label=""$stack8 = specialinvoke this.<org.apache.commons.csv.CSVParser: java.lang.String handleNull(java.lang.String)>(input)""];\n""14"" [label=""interfaceinvoke $stack7.<java.util.List: boolean add(java.lang.Object)>($stack8)""];\n""17"" [label=""return""];\n\nCFG Edges:\n""18"" -> ""15""[label=""cfg_next""];\n""15"" -> ""5""[label=""cfg_next""];\n""5"" -> ""3""[label=""cfg_next""];\n""3"" -> ""4""[label=""cfg_next""];\n""4"" -> ""6""[label=""cfg_next""];\n""6"" -> ""13""[label=""cfg_next""];\n""13"" -> ""12""[label=""cfg_next""];\n""12"" -> ""9""[label=""cfg_false""];\n""9"" -> ""11""[label=""cfg_next""];\n""11"" -> ""7""[label=""cfg_true""];\n""7"" -> ""8""[label=""cfg_next""];\n""8"" -> ""14""[label=""cfg_next""];\n""14"" -> ""17""[label=""cfg_next""];\n\nCFG Path: ['18', '15', '5', '3', '4', '6', '13', '12', '9', '11', '7', '8', '14', '17']\n"
org.apache.commons.csv.CSVParser.close().CFG_Path_1,CFG_Path,"CFG Nodes:\n""3"" [label=""this := @this: org.apache.commons.csv.CSVParser""];\n""1"" [label=""$stack1 = this.<org.apache.commons.csv.CSVParser: org.apache.commons.csv.Lexer lexer>""];\n""4"" [label=""virtualinvoke $stack1.<org.apache.commons.csv.Lexer: void close()>()""];\n""2"" [label=""return""];\n\nCFG Edges:\n""3"" -> ""1""[label=""cfg_next""];\n""1"" -> ""4""[label=""cfg_next""];\n""4"" -> ""2""[label=""cfg_next""];\n\nCFG Path: ['3', '1', '4', '2']\n"
org.apache.commons.csv.CSVParser.createEmptyHeaderMap().CFG_Path_1,CFG_Path,"CFG Nodes:\n""11"" [label=""this := @this: org.apache.commons.csv.CSVParser""];\n""1"" [label=""$stack1 = this.<org.apache.commons.csv.CSVParser: org.apache.commons.csv.CSVFormat format>""];\n""2"" [label=""$stack2 = virtualinvoke $stack1.<org.apache.commons.csv.CSVFormat: boolean getIgnoreHeaderCase()>()""];\n""7"" [label=""if $stack2 == 0""];\n""3"" [label=""$stack3 = new java.util.LinkedHashMap""];\n""9"" [label=""specialinvoke $stack3.<java.util.LinkedHashMap: void <init>()>()""];\n""8"" [label=""return $stack3""];\n\nCFG Edges:\n""11"" -> ""1""[label=""cfg_next""];\n""1"" -> ""2""[label=""cfg_next""];\n""2"" -> ""7""[label=""cfg_next""];\n""7"" -> ""3""[label=""cfg_true""];\n""3"" -> ""9""[label=""cfg_next""];\n""9"" -> ""8""[label=""cfg_next""];\n\nCFG Path: ['11', '1', '2', '7', '3', '9', '8']\n"
org.apache.commons.csv.CSVParser.createEmptyHeaderMap().CFG_Path_2,CFG_Path,"CFG Nodes:\n""11"" [label=""this := @this: org.apache.commons.csv.CSVParser""];\n""1"" [label=""$stack1 = this.<org.apache.commons.csv.CSVParser: org.apache.commons.csv.CSVFormat format>""];\n""2"" [label=""$stack2 = virtualinvoke $stack1.<org.apache.commons.csv.CSVFormat: boolean getIgnoreHeaderCase()>()""];\n""7"" [label=""if $stack2 == 0""];\n""4"" [label=""$stack3 = new java.util.TreeMap""];\n""5"" [label=""$stack4 = <java.lang.String: java.util.Comparator CASE_INSENSITIVE_ORDER>""];\n""10"" [label=""specialinvoke $stack3.<java.util.TreeMap: void <init>(java.util.Comparator)>($stack4)""];\n""6"" [label=""goto""];\n""8"" [label=""return $stack3""];\n\nCFG Edges:\n""11"" -> ""1""[label=""cfg_next""];\n""1"" -> ""2""[label=""cfg_next""];\n""2"" -> ""7""[label=""cfg_next""];\n""7"" -> ""4""[label=""cfg_false""];\n""4"" -> ""5""[label=""cfg_next""];\n""5"" -> ""10""[label=""cfg_next""];\n""10"" -> ""6""[label=""cfg_next""];\n""6"" -> ""8""[label=""cfg_goto""];\n\nCFG Path: ['11', '1', '2', '7', '4', '5', '10', '6', '8']\n"
org.apache.commons.csv.CSVParser.getCurrentLineNumber().CFG_Path_1,CFG_Path,"CFG Nodes:\n""4"" [label=""this := @this: org.apache.commons.csv.CSVParser""];\n""1"" [label=""$stack1 = this.<org.apache.commons.csv.CSVParser: org.apache.commons.csv.Lexer lexer>""];\n""2"" [label=""$stack2 = virtualinvoke $stack1.<org.apache.commons.csv.Lexer: long getCurrentLineNumber()>()""];\n""3"" [label=""return $stack2""];\n\nCFG Edges:\n""4"" -> ""1""[label=""cfg_next""];\n""1"" -> ""2""[label=""cfg_next""];\n""2"" -> ""3""[label=""cfg_next""];\n\nCFG Path: ['4', '1', '2', '3']\n"
org.apache.commons.csv.CSVParser.getFirstEndOfLine().CFG_Path_1,CFG_Path,"CFG Nodes:\n""4"" [label=""this := @this: org.apache.commons.csv.CSVParser""];\n""1"" [label=""$stack1 = this.<org.apache.commons.csv.CSVParser: org.apache.commons.csv.Lexer lexer>""];\n""2"" [label=""$stack2 = virtualinvoke $stack1.<org.apache.commons.csv.Lexer: java.lang.String getFirstEol()>()""];\n""3"" [label=""return $stack2""];\n\nCFG Edges:\n""4"" -> ""1""[label=""cfg_next""];\n""1"" -> ""2""[label=""cfg_next""];\n""2"" -> ""3""[label=""cfg_next""];\n\nCFG Path: ['4', '1', '2', '3']\n"
org.apache.commons.csv.CSVParser.getHeaderComment().CFG_Path_1,CFG_Path,"CFG Nodes:\n""3"" [label=""this := @this: org.apache.commons.csv.CSVParser""];\n""1"" [label=""$stack1 = this.<org.apache.commons.csv.CSVParser: java.lang.String headerComment>""];\n""2"" [label=""return $stack1""];\n\nCFG Edges:\n""3"" -> ""1""[label=""cfg_next""];\n""1"" -> ""2""[label=""cfg_next""];\n\nCFG Path: ['3', '1', '2']\n"
org.apache.commons.csv.CSVParser.getHeaderMap().CFG_Path_1,CFG_Path,"CFG Nodes:\n""10"" [label=""this := @this: org.apache.commons.csv.CSVParser""];\n""1"" [label=""$stack2 = this.<org.apache.commons.csv.CSVParser: org.apache.commons.csv.CSVParser$Headers headers>""];\n""2"" [label=""$stack3 = $stack2.<org.apache.commons.csv.CSVParser$Headers: java.util.Map headerMap>""];\n""5"" [label=""if $stack3 != null""];\n""7"" [label=""map = specialinvoke this.<org.apache.commons.csv.CSVParser: java.util.Map createEmptyHeaderMap()>()""];\n""3"" [label=""$stack4 = this.<org.apache.commons.csv.CSVParser: org.apache.commons.csv.CSVParser$Headers headers>""];\n""4"" [label=""$stack5 = $stack4.<org.apache.commons.csv.CSVParser$Headers: java.util.Map headerMap>""];\n""6"" [label=""interfaceinvoke map.<java.util.Map: void putAll(java.util.Map)>($stack5)""];\n""8"" [label=""return map""];\n\nCFG Edges:\n""10"" -> ""1""[label=""cfg_next""];\n""1"" -> ""2""[label=""cfg_next""];\n""2"" -> ""5""[label=""cfg_next""];\n""5"" -> ""7""[label=""cfg_true""];\n""7"" -> ""3""[label=""cfg_next""];\n""3"" -> ""4""[label=""cfg_next""];\n""4"" -> ""6""[label=""cfg_next""];\n""6"" -> ""8""[label=""cfg_next""];\n\nCFG Path: ['10', '1', '2', '5', '7', '3', '4', '6', '8']\n"
org.apache.commons.csv.CSVParser.getHeaderMap().CFG_Path_2,CFG_Path,"CFG Nodes:\n""10"" [label=""this := @this: org.apache.commons.csv.CSVParser""];\n""1"" [label=""$stack2 = this.<org.apache.commons.csv.CSVParser: org.apache.commons.csv.CSVParser$Headers headers>""];\n""2"" [label=""$stack3 = $stack2.<org.apache.commons.csv.CSVParser$Headers: java.util.Map headerMap>""];\n""5"" [label=""if $stack3 != null""];\n""9"" [label=""return null""];\n\nCFG Edges:\n""10"" -> ""1""[label=""cfg_next""];\n""1"" -> ""2""[label=""cfg_next""];\n""2"" -> ""5""[label=""cfg_next""];\n""5"" -> ""9""[label=""cfg_false""];\n\nCFG Path: ['10', '1', '2', '5', '9']\n"
org.apache.commons.csv.CSVParser.getHeaderMapRaw().CFG_Path_1,CFG_Path,"CFG Nodes:\n""4"" [label=""this := @this: org.apache.commons.csv.CSVParser""];\n""1"" [label=""$stack1 = this.<org.apache.commons.csv.CSVParser: org.apache.commons.csv.CSVParser$Headers headers>""];\n""2"" [label=""$stack2 = $stack1.<org.apache.commons.csv.CSVParser$Headers: java.util.Map headerMap>""];\n""3"" [label=""return $stack2""];\n\nCFG Edges:\n""4"" -> ""1""[label=""cfg_next""];\n""1"" -> ""2""[label=""cfg_next""];\n""2"" -> ""3""[label=""cfg_next""];\n\nCFG Path: ['4', '1', '2', '3']\n"
org.apache.commons.csv.CSVParser.getHeaderNames().CFG_Path_1,CFG_Path,"CFG Nodes:\n""5"" [label=""this := @this: org.apache.commons.csv.CSVParser""];\n""1"" [label=""$stack1 = this.<org.apache.commons.csv.CSVParser: org.apache.commons.csv.CSVParser$Headers headers>""];\n""2"" [label=""$stack2 = $stack1.<org.apache.commons.csv.CSVParser$Headers: java.util.List headerNames>""];\n""3"" [label=""$stack3 = staticinvoke <java.util.Collections: java.util.List unmodifiableList(java.util.List)>($stack2)""];\n""4"" [label=""return $stack3""];\n\nCFG Edges:\n""5"" -> ""1""[label=""cfg_next""];\n""1"" -> ""2""[label=""cfg_next""];\n""2"" -> ""3""[label=""cfg_next""];\n""3"" -> ""4""[label=""cfg_next""];\n\nCFG Path: ['5', '1', '2', '3', '4']\n"
org.apache.commons.csv.CSVParser.getRecordNumber().CFG_Path_1,CFG_Path,"CFG Nodes:\n""3"" [label=""this := @this: org.apache.commons.csv.CSVParser""];\n""1"" [label=""$stack1 = this.<org.apache.commons.csv.CSVParser: long recordNumber>""];\n""2"" [label=""return $stack1""];\n\nCFG Edges:\n""3"" -> ""1""[label=""cfg_next""];\n""1"" -> ""2""[label=""cfg_next""];\n\nCFG Path: ['3', '1', '2']\n"
org.apache.commons.csv.CSVParser.getRecords().CFG_Path_1,CFG_Path,"CFG Nodes:\n""6"" [label=""this := @this: org.apache.commons.csv.CSVParser""];\n""2"" [label=""$stack2 = virtualinvoke this.<org.apache.commons.csv.CSVParser: java.util.stream.Stream stream()>()""];\n""1"" [label=""$stack1 = staticinvoke <java.util.stream.Collectors: java.util.stream.Collector toList()>()""];\n""3"" [label=""$stack3 = interfaceinvoke $stack2.<java.util.stream.Stream: java.lang.Object collect(java.util.stream.Collector)>($stack1)""];\n""4"" [label=""$stack4 = (java.util.List) $stack3""];\n""5"" [label=""return $stack4""];\n\nCFG Edges:\n""6"" -> ""2""[label=""cfg_next""];\n""2"" -> ""1""[label=""cfg_next""];\n""1"" -> ""3""[label=""cfg_next""];\n""3"" -> ""4""[label=""cfg_next""];\n""4"" -> ""5""[label=""cfg_next""];\n\nCFG Path: ['6', '2', '1', '3', '4', '5']\n"
org.apache.commons.csv.CSVParser.getTrailerComment().CFG_Path_1,CFG_Path,"CFG Nodes:\n""3"" [label=""this := @this: org.apache.commons.csv.CSVParser""];\n""1"" [label=""$stack1 = this.<org.apache.commons.csv.CSVParser: java.lang.String trailerComment>""];\n""2"" [label=""return $stack1""];\n\nCFG Edges:\n""3"" -> ""1""[label=""cfg_next""];\n""1"" -> ""2""[label=""cfg_next""];\n\nCFG Path: ['3', '1', '2']\n"
