FEN:ID,:LABEL,Comment,Modifiers,Extends,Implements
org.apache.commons.jxpath.servlet.JXPathServletContexts,Class,"* Static methods that allocate and cache JXPathContexts bound to\n * {@link PageContext}, {@link ServletRequest}, {@link HttpSession}\n * and {@link ServletContext}.\n * <p>\n * The {@link JXPathContext} returned by {@link #getPageContext getPageContext()}\n * provides access to all scopes via the PageContext.findAttribute()\n * method.  Thus, an expression like ""foo"" will first look for the attribute\n * named ""foo"" in the ""page"" context, then the ""request"" context, then\n * the ""session"" one and finally in the ""application"" context.\n * <p>\n * If you need to limit the attibute lookup to just one scope, you can use the\n * pre-definded variables ""page"", ""request"", ""session"" and ""application"".\n * For example, the expression ""$session/foo"" extracts the value of the\n * session attribute named ""foo"".\n * <p>\n * Following are some implementation details. There is a separate JXPathContext\n * for each of the four scopes. These contexts are chained according to the\n * nesting of the scopes.  So, the parent of the ""page"" JXPathContext is a\n * ""request"" JXPathContext, whose parent is a ""session"" JXPathContext (that is\n * if there is a session), whose parent is an ""application"" context.\n * <p>\n * The  XPath context node for each context is the corresponding object:\n * PageContext, ServletRequest, HttpSession or ServletContext.  This feature can\n * be used by servlets.  A servlet can use one of the methods declared by this\n * class and work with a specific JXPathContext for any scope.\n * <p>\n * Since JXPath chains lookups for variables and extension functions, variables\n * and extension function declared in the outer scopes are also available in\n * the inner scopes.\n * <p>\n * Each  of the four context declares exactly one variable, the value of which\n * is the corresponding object: PageContext, etc.\n * <p>\n * The  ""session"" variable will be undefined if there is no session for this\n * servlet. JXPath does not automatically create sessions.","public , final ",,
org.apache.commons.jxpath.servlet.ServletRequestAndContext,Class,* Just a structure to hold a {@link ServletRequest} and {@link ServletContext}\n * together.,public ,org.apache.commons.jxpath.servlet.HttpSessionAndServletContext,
org.apache.commons.jxpath.servlet.Constants,Class,* String constants for this package.,"public , final ",,
org.apache.commons.jxpath.Pointer,Interface,"* Pointers represent locations of objects and their properties\n * in Java object graphs. JXPathContext has methods\n * ({@link JXPathContext#getPointer(java.lang.String) getPointer()}\n * and  ({@link JXPathContext#iteratePointers(java.lang.String)\n * iteratePointers()}, which, given an XPath, produce Pointers for the objects\n * or properties described the path. For example, {@code ctx.getPointer\n * (""foo/bar"")} will produce a Pointer that can get and set the property\n * ""bar"" of the object which is the value of the property ""foo"" of the root\n * object. The value of {@code ctx.getPointer(""aMap/aKey[3]"")} will be a\n * pointer to the 3'rd element of the array, which is the value for the key\n * ""aKey"" of the map, which is the value of the property ""aMap"" of the root\n * object.",public ,java.lang.Cloneable;java.lang.Comparable;java.io.Serializable,
org.apache.commons.jxpath.Functions,Interface,* A group of Function objects sharing a common namespace or a set of\n * common namespaces. Use the classes\n * {@link ClassFunctions ClassFunctions} and\n * {@link PackageFunctions PackageFunctions}\n * to register extension functions implemented as Java methods.,public ,,
org.apache.commons.jxpath.ExpressionContext,Interface,"* If an extenstion function has an argument of type ExpressionContext,\n * it can gain access to the current node of an XPath expression context.\n * <p>\n * Example:\n * <blockquote><pre>\n * public class MyExtenstionFunctions {\n *    public static String objectType(ExpressionContext context){\n *       Object value = context.getContextNodePointer().getValue();\n *       if (value == null){\n *           return ""null"";\n *       }\n *       return value.getClass().getName();\n *    }\n * }\n * </pre></blockquote>\n *\n * You can then register this extension function using a {@link ClassFunctions\n * ClassFunctions} object and call it like this:\n * <blockquote><pre>\n *   ""/descendent-or-self::node()[ns:objectType() = 'java.util.Date']""\n * </pre></blockquote>\n * This expression will find all nodes of the graph that are dates.",public ,,
org.apache.commons.jxpath.ExceptionHandler,Interface,* Exception handler interface.  Actually handles Throwables.\n * @since 1.4,public ,,
org.apache.commons.jxpath.IdentityManager,Interface,"* A delegate of {@link JXPathContext} that implements the XPath {@code ""id()""}\n * function. This delegate is only used when there is no default implementation\n * of the {@code id()} function. For example, it is <em>not</em> used\n * when the root of the context is a DOM Node.",public ,,
org.apache.commons.jxpath.JXPathBasicBeanInfo,Class,* An implementation of JXPathBeanInfo based on JavaBeans' BeanInfo. Properties\n * advertised by JXPathBasicBeanInfo are the same as those advertised by\n * BeanInfo for the corresponding class.\n *\n * @see java.beans.BeanInfo\n * @see java.beans.Introspector,public ,,org.apache.commons.jxpath.JXPathBeanInfo
org.apache.commons.jxpath.Variables,Interface,"* Variables provide access to a global set of values accessible via XPath.\n * XPath can reference variables using the {@code ""$varname""} syntax.\n * To use a custom implementation of this interface, pass it to\n * {@link JXPathContext#setVariables JXPathContext.setVariables()}",public ,java.io.Serializable,
org.apache.commons.jxpath.util.BasicTypeConverter,Class,* The default implementation of TypeConverter.,public ,,org.apache.commons.jxpath.util.TypeConverter
org.apache.commons.jxpath.util.BasicTypeConverter$ValueNodeSet,Class,* NodeSet implementation,"static , final ",,org.apache.commons.jxpath.NodeSet
org.apache.commons.jxpath.util.BasicTypeConverter$ValuePointer,Class,* Value pointer,"static , final ",,org.apache.commons.jxpath.Pointer
org.apache.commons.jxpath.util.TypeUtils,Class,* Global type conversion utilities.,public ,,
org.apache.commons.jxpath.util.TypeConverter,Interface,* A type converter can be installed on {@link TypeUtils} to introduce\n * additional type conversions for JXPath. Most of\n * the time {@link BasicTypeConverter} should be used as the superclass.\n *\n * @see TypeUtils#setTypeConverter,public ,,
org.apache.commons.jxpath.util.ReverseComparator,Class,* Reverse comparator.,"public , final ",,java.util.Comparator;java.io.Serializable
org.apache.commons.jxpath.util.JXPath11CompatibleTypeConverter,Class,* TypeConverter implementation to circumvent automagic {@link NodeSet}\n * decoding. Suggested by JIRA issue JXPATH-10.\n *\n * @since JXPath 1.3,public ,org.apache.commons.jxpath.util.BasicTypeConverter,
org.apache.commons.jxpath.util.ClassLoaderUtil,Class,* Port of class loading methods from {@code org.apache.commons.lang3.ClassUtils} from\n * the Apache Commons Lang Component. Some adjustments made to remove dependency on\n * {@code org.apache.commons.lang3.StringUtils}. Also modified to fall back on the\n * current class loader when an attempt to load a class with the context class loader\n * results in a {@code java.lang.ClassNotFoundException}.\n *\n * See org.apache.commons.lang3.ClassUtils,public ,,
org.apache.commons.jxpath.util.ValueUtils,Class,* Collection and property access utilities.,public ,,
org.apache.commons.jxpath.util.MethodLookupUtils,Class,"* Method lookup utilities, which find static and non-static methods as well\n * as constructors based on a name and list of parameters.",public ,,
org.apache.commons.jxpath.util.KeyManagerUtils,Class,* Utility class.\n * @since JXPath 1.3,public ,,
org.apache.commons.jxpath.util.KeyManagerUtils$SingleNodeExtendedKeyManager,Class,* Adapt KeyManager to implement ExtendedKeyManager.,"private , static , final ",,org.apache.commons.jxpath.ExtendedKeyManager
org.apache.commons.jxpath.JXPathInvalidSyntaxException,Class,No Comment,public ,org.apache.commons.jxpath.JXPathException,
org.apache.commons.jxpath.AbstractFactory,Abstract Class,* The  {@link JXPathContext#createPath JXPathContext.createPath()} method of\n * JXPathContext can create missing objects as it traverses an XPath; it\n * utilizes an AbstractFactory for that purpose. Install a factory on\n * JXPathContext by calling {@link JXPathContext#setFactory JXPathContext.\n * setFactory()}.\n * <p>\n * All  methods of this class return false.  Override any of them to return true\n * to indicate that the factory has successfully created the described object.,"public , abstract ",,
org.apache.commons.jxpath.JXPathInvalidAccessException,Class,"* Similary to {@link java.lang.reflect.InvocationTargetException} in that\n * it is thrown when JXPath cannot access properties, collection etc on the\n * target object model.",public ,org.apache.commons.jxpath.JXPathException,
org.apache.commons.jxpath.ClassFunctions,Class,"* Extension functions provided by a Java class.\n *\n * Let's say we declared a ClassFunction like this:\n * <blockquote><pre>\n *     new ClassFunctions(Integer.class, ""int"")\n * </pre></blockquote>\n *\n * We can now use XPaths like:\n * <dl>\n *  <dt>{@code ""int:new(3)""}</dt>\n *  <dd>Equivalent to {@code Integer.valueOf(3)}</dd>\n *  <dt>{@code ""int:getInteger('foo')""}</dt>\n *  <dd>Equivalent to {@code Integer.getInteger(""foo"")}</dd>\n *  <dt>{@code ""int:floatValue(int:new(4))""}</dt>\n *  <dd>Equivalent to {@code Integer.valueOf(4).floatValue()}</dd>\n * </dl>\n *\n * <p>\n * If the first argument of a method is {@link ExpressionContext}, the\n * expression context in which the function is evaluated is passed to\n * the method.",public ,,org.apache.commons.jxpath.Functions
org.apache.commons.jxpath.XMLDocumentContainer,Class,"* An XML document container reads and parses XML only when it is\n * accessed.  JXPath traverses Containers transparently -\n * you use the same paths to access objects in containers as you\n * do to access those objects directly.  You can create\n * XMLDocumentContainers for various XML documents that may or\n * may not be accessed by XPaths.  If they are, they will be automatically\n * read, parsed and traversed. If they are not - they won't be\n * read at all.\n *\n * @deprecated 1.1 Please use {@link DocumentContainer}",public ,,org.apache.commons.jxpath.Container
org.apache.commons.jxpath.DynamicPropertyHandler,Interface,"* A generic mechanism for accessing collections of name/value pairs.\n * Examples of such collections are HashMap, Properties,\n * ServletContext.  In order to add support for a new such collection\n * type to JXPath, perform the following two steps:\n * <ol>\n * <li>Build an implementation of the DynamicPropertyHandler interface\n * for the desired collection type.</li>\n * <li>Invoke the static method {@link JXPathIntrospector#registerDynamicClass\n * JXPathIntrospector.registerDynamicClass(class, handlerClass)}</li>\n * </ol>\n * JXPath allows access to dynamic properties using these three formats:\n * <ul>\n * <li>{@code ""myMap/myKey""}</li>\n * <li>{@code ""myMap[@name = 'myKey']""}</li>\n * <li>{@code ""myMap[name(.) = 'myKey']""}</li>\n * </ul>",public ,,
org.apache.commons.jxpath.ri.Parser,Class,* XPath parser,public ,,
org.apache.commons.jxpath.ri.axes.AncestorContext,Class,"* EvalContext that walks the ""ancestor::"" and ""ancestor-or-self::"" axes.",public ,org.apache.commons.jxpath.ri.EvalContext,
org.apache.commons.jxpath.ri.axes.ParentContext,Class,"* EvalContext that walks the ""parent::"" axis.",public ,org.apache.commons.jxpath.ri.EvalContext,
org.apache.commons.jxpath.ri.axes.PrecedingOrFollowingContext,Class,"* EvalContext that walks the ""preceding::"" and ""following::"" axes.",public ,org.apache.commons.jxpath.ri.EvalContext,
org.apache.commons.jxpath.ri.axes.NamespaceContext,Class,"* EvalContext that walks the ""namespace::"" axis.",public ,org.apache.commons.jxpath.ri.EvalContext,
org.apache.commons.jxpath.ri.axes.PredicateContext,Class,* EvalContext that checks predicates.,public ,org.apache.commons.jxpath.ri.EvalContext,
org.apache.commons.jxpath.ri.axes.NodeSetContext,Class,* A simple context that is based on a {@link NodeSet}.,public ,org.apache.commons.jxpath.ri.EvalContext,
org.apache.commons.jxpath.ri.axes.SimplePathInterpreter,Class,"* An evaluation mechanism for simple XPaths, which\n * is much faster than the usual process. It is only used for\n * xpaths which have no context-dependent parts, consist entirely of\n * {@code child::name} and {@code self::node()} steps with\n * predicates that either integer or have the form {@code [@name = ...]}.",public ,,
org.apache.commons.jxpath.ri.axes.InitialContext,Class,* A single-set EvalContext that provides access to the current node of\n * the parent context and nothing else.  It does not pass the iteration\n * on to the parent context.,public ,org.apache.commons.jxpath.ri.EvalContext,
org.apache.commons.jxpath.ri.axes.DescendantContext,Class,"* An EvalContext that walks the ""descendant::"" and ""descendant-or-self::""\n * axes.",public ,org.apache.commons.jxpath.ri.EvalContext,
org.apache.commons.jxpath.ri.axes.RootContext,Class,* EvalContext that is used to hold the root node for the path traversal.,public ,org.apache.commons.jxpath.ri.EvalContext,
org.apache.commons.jxpath.ri.axes.SelfContext,Class,* EvalContext that returns the current node from the parent context if the\n * test succeeds.,public ,org.apache.commons.jxpath.ri.EvalContext,
org.apache.commons.jxpath.ri.axes.AttributeContext,Class,"* EvalContext that walks the ""attribute::"" axis.",public ,org.apache.commons.jxpath.ri.EvalContext,
org.apache.commons.jxpath.ri.axes.UnionContext,Class,* EvalContext that represents a union between other contexts - result\n * of a union operation like (a | b),public ,org.apache.commons.jxpath.ri.axes.NodeSetContext,
org.apache.commons.jxpath.ri.axes.ChildContext,Class,"* EvalContext that can walk the ""child::"", ""following-sibling::"" and\n * ""preceding-sibling::"" axes.",public ,org.apache.commons.jxpath.ri.EvalContext,
org.apache.commons.jxpath.ri.JXPathContextFactoryReferenceImpl,Class,* Default implementation of JXPathContextFactory.,public ,org.apache.commons.jxpath.JXPathContextFactory,
org.apache.commons.jxpath.ri.Compiler,Interface,"* The Compiler APIs are completely agnostic to the actual types of objects\n * produced and consumed by the APIs.  Arguments and return values are\n * declared as java.lang.Object.\n * <p>\n * Since objects returned by Compiler methods are passed as arguments to other\n * Compiler methods, the descriptions of these methods use virtual types.  There\n * are four virtual object types: EXPRESSION, QNAME, STEP and NODE_TEST.\n * <p>\n * The following example illustrates this notion.  This sequence compiles\n * the xpath ""foo[round(1 div 2)]/text()"":\n * <blockquote><pre>\n *      Object qname1 = compiler.qname(null, ""foo"")\n *      Object expr1 = compiler.number(""1"");\n *      Object expr2 = compiler.number(""2"");\n *      Object expr3 = compiler.div(expr1, expr2);\n *      Object expr4 = compiler.\n *              coreFunction(Compiler.FUNCTION_ROUND, new Object[]{expr3});\n *      Object test1 = compiler.nodeNameTest(qname1);\n *      Object step1 = compiler.\n *              step(Compiler.AXIS_CHILD, test1, new Object[]{expr4});\n *      Object test2 = compiler.nodeTypeTest(Compiler.NODE_TYPE_TEXT);\n *      Object step2 = compiler.nodeTypeTest(Compiler.AXIS_CHILD, test2, null);\n *      Object expr5 = compiler.locationPath(false, new Object[]{step1, step2});\n * </pre></blockquote>",public ,,
org.apache.commons.jxpath.ri.parser.TokenMgrError,Class,No Comment,public ,java.lang.Error,
org.apache.commons.jxpath.ri.parser.ParseException,Class,* This exception is thrown when parse errors are encountered.\n * You can explicitly create objects of this exception type by\n * calling the method generateParseException in the generated\n * parser.\n *\n * You can modify this class to customize your error reporting\n * mechanisms so long as you retain the public fields.,public ,java.lang.Exception,
org.apache.commons.jxpath.ri.parser.XPathParser,Class,No Comment,public ,,org.apache.commons.jxpath.ri.parser.XPathParserConstants
org.apache.commons.jxpath.ri.parser.XPathParser$LookaheadSuccess,Class,No Comment,"static , private , final ",java.lang.Error,
org.apache.commons.jxpath.ri.parser.XPathParser$JJCalls,Class,No Comment,"static , final ",,
org.apache.commons.jxpath.ri.parser.SimpleCharStream,Class,No Comment,public ,,
org.apache.commons.jxpath.ri.parser.Token,Class,* Describes the input token stream.,public ,,
org.apache.commons.jxpath.ri.parser.XPathParserTokenManager,Class,No Comment,public ,,org.apache.commons.jxpath.ri.parser.XPathParserConstants
org.apache.commons.jxpath.ri.parser.XPathParserConstants,Interface,No Comment,public ,,
org.apache.commons.jxpath.ri.JXPathCompiledExpression,Class,* RI of CompiledExpression.,public ,,org.apache.commons.jxpath.CompiledExpression
org.apache.commons.jxpath.ri.model.dynamic.DynamicPropertyPointer,Class,* Pointer pointing to a property of an object with dynamic properties.,public ,org.apache.commons.jxpath.ri.model.beans.PropertyPointer,
org.apache.commons.jxpath.ri.model.dynamic.DynamicPointerFactory,Class,* Implements NodePointerFactory for Dynamic classes like Map.,public ,,org.apache.commons.jxpath.ri.model.NodePointerFactory
org.apache.commons.jxpath.ri.model.dynamic.DynamicPropertyIterator,Class,"* @deprecated - no longer needed, as it is identical to PropertyIterator.",public ,org.apache.commons.jxpath.ri.model.beans.PropertyIterator,
org.apache.commons.jxpath.ri.model.dynamic.DynamicPointer,Class,* A Pointer that points to an object with Dynamic Properties. It is used for\n * the first element of a path; following elements will by of type\n * {@link PropertyPointer}.,public ,org.apache.commons.jxpath.ri.model.beans.PropertyOwnerPointer,
