FEN:ID,:LABEL,Comment,Source Code,Signature,Modifiers
com.fasterxml.jackson.dataformat.xml.util.XmlRootNameLookup._rootNames,Field,"* For efficient operation, let's try to minimize number of times we\n     * need to introspect root element name to use.\n     *<p>\n     * Note: changed to <code>transient</code> for 2.3; no point in serializing such\n     * state","protected final transient LRUMap<ClassKey, QName> _rootNames;",com.fasterxml.jackson.databind.util.LRUMap _rootNames,"protected , final , transient "
com.fasterxml.jackson.dataformat.xml.XmlTypeResolverBuilder$XmlClassNameIdResolver.serialVersionUID,Field,No Comment,private static final long serialVersionUID = 2L;,long serialVersionUID,"private , static , final "
com.fasterxml.jackson.dataformat.xml.XmlTypeResolverBuilder$XmlMinimalClassNameIdResolver.serialVersionUID,Field,No Comment,private static final long serialVersionUID = 2L;,long serialVersionUID,"private , static , final "
com.fasterxml.jackson.dataformat.xml.XmlNameProcessor$XmlName.namespace,Field,No Comment,public String namespace;,java.lang.String namespace,public 
com.fasterxml.jackson.dataformat.xml.XmlNameProcessor$XmlName.localPart,Field,No Comment,public String localPart;,java.lang.String localPart,public 
com.fasterxml.jackson.dataformat.xml.XmlAnnotationIntrospector$Pair.serialVersionUID,Field,No Comment,private static final long serialVersionUID = 1L;,long serialVersionUID,"private , static , final "
com.fasterxml.jackson.dataformat.xml.XmlAnnotationIntrospector$Pair._xmlPrimary,Field,No Comment,protected final AnnotationIntrospector.XmlExtensions _xmlPrimary;,com.fasterxml.jackson.databind.AnnotationIntrospector$XmlExtensions _xmlPrimary,"protected , final "
com.fasterxml.jackson.dataformat.xml.XmlAnnotationIntrospector$Pair._xmlSecondary,Field,No Comment,protected final AnnotationIntrospector.XmlExtensions _xmlSecondary;,com.fasterxml.jackson.databind.AnnotationIntrospector$XmlExtensions _xmlSecondary,"protected , final "
com.fasterxml.jackson.dataformat.xml.deser.XmlReadContext._parent,Field,No Comment,protected final XmlReadContext _parent;,com.fasterxml.jackson.dataformat.xml.deser.XmlReadContext _parent,"protected , final "
com.fasterxml.jackson.dataformat.xml.deser.XmlReadContext._lineNr,Field,No Comment,protected int _lineNr;,int _lineNr,protected 
com.fasterxml.jackson.dataformat.xml.deser.XmlReadContext._columnNr,Field,No Comment,protected int _columnNr;,int _columnNr,protected 
com.fasterxml.jackson.dataformat.xml.deser.XmlReadContext._currentName,Field,No Comment,protected String _currentName;,java.lang.String _currentName,protected 
com.fasterxml.jackson.dataformat.xml.deser.XmlReadContext._currentValue,Field,* @since 2.9,protected Object _currentValue;,java.lang.Object _currentValue,protected 
com.fasterxml.jackson.dataformat.xml.deser.XmlReadContext._namesToWrap,Field,No Comment,protected Set<String> _namesToWrap;,java.util.Set _namesToWrap,protected 
com.fasterxml.jackson.dataformat.xml.deser.XmlReadContext._wrappedName,Field,* Name of property that requires wrapping,protected String _wrappedName;,java.lang.String _wrappedName,protected 
com.fasterxml.jackson.dataformat.xml.deser.XmlReadContext._child,Field,No Comment,protected XmlReadContext _child = null;,com.fasterxml.jackson.dataformat.xml.deser.XmlReadContext _child,protected 
com.fasterxml.jackson.dataformat.xml.deser.XmlTextDeserializer.serialVersionUID,Field,No Comment,private static final long serialVersionUID = 1L;,long serialVersionUID,"private , static , final "
com.fasterxml.jackson.dataformat.xml.deser.XmlTextDeserializer._xmlTextPropertyIndex,Field,"* Property index of the ""XML text property""; needed for finding actual\n     * property instance after resolution and contextualization: instance\n     * may change, but index will remain constant.",protected final int _xmlTextPropertyIndex;,int _xmlTextPropertyIndex,"protected , final "
com.fasterxml.jackson.dataformat.xml.deser.XmlTextDeserializer._xmlTextProperty,Field,"* Actual property that is indicated to be of type ""XML Text"" (and\n     * is the only element-valued property)",protected final SettableBeanProperty _xmlTextProperty;,com.fasterxml.jackson.databind.deser.SettableBeanProperty _xmlTextProperty,"protected , final "
com.fasterxml.jackson.dataformat.xml.deser.XmlTextDeserializer._valueInstantiator,Field,No Comment,protected final ValueInstantiator _valueInstantiator;,com.fasterxml.jackson.databind.deser.ValueInstantiator _valueInstantiator,"protected , final "
com.fasterxml.jackson.dataformat.xml.deser.ElementWrapper._parent,Field,No Comment,protected final ElementWrapper _parent;,com.fasterxml.jackson.dataformat.xml.deser.ElementWrapper _parent,"protected , final "
com.fasterxml.jackson.dataformat.xml.deser.ElementWrapper._wrapperName,Field,No Comment,protected final String _wrapperName;,java.lang.String _wrapperName,"protected , final "
com.fasterxml.jackson.dataformat.xml.deser.ElementWrapper._wrapperNamespace,Field,No Comment,protected final String _wrapperNamespace;,java.lang.String _wrapperNamespace,"protected , final "
com.fasterxml.jackson.dataformat.xml.deser.FromXmlParser.DEFAULT_UNNAMED_TEXT_PROPERTY,Field,"* The default name placeholder for XML text segments is empty\n     * String ("""").","public final static String DEFAULT_UNNAMED_TEXT_PROPERTY = """";",java.lang.String DEFAULT_UNNAMED_TEXT_PROPERTY,"public , final , static "
com.fasterxml.jackson.dataformat.xml.deser.FromXmlParser.XML_READ_CAPABILITIES,Field,"* XML format has some peculiarities, indicated via new (2.12) capability\n     * system.\n     *\n     * @since 2.12",protected final static JacksonFeatureSet<StreamReadCapability> XML_READ_CAPABILITIES = DEFAULT_READ_CAPABILITIES.with(StreamReadCapability.DUPLICATE_PROPERTIES).with(StreamReadCapability.SCALARS_AS_OBJECTS).with(StreamReadCapability.UNTYPED_SCALARS);,com.fasterxml.jackson.core.util.JacksonFeatureSet XML_READ_CAPABILITIES,"protected , final , static "
com.fasterxml.jackson.dataformat.xml.deser.FromXmlParser._cfgNameForTextElement,Field,"* In cases where a start element has both attributes and non-empty textual\n     * value, we have to create a bogus property; we will use this as\n     * the property name.\n     *<p>\n     * Name used for pseudo-property used for returning XML Text value (which does\n     * not have actual element name to use). Defaults to empty String, but\n     * may be changed for inter-operability reasons: JAXB, for example, uses\n     * ""value"" as name.\n     * \n     * @since 2.1",protected String _cfgNameForTextElement = DEFAULT_UNNAMED_TEXT_PROPERTY;,java.lang.String _cfgNameForTextElement,protected 
com.fasterxml.jackson.dataformat.xml.deser.FromXmlParser._formatFeatures,Field,* Bit flag composed of bits that indicate which\n     * {@link FromXmlParser.Feature}s\n     * are enabled.,protected int _formatFeatures;,int _formatFeatures,protected 
com.fasterxml.jackson.dataformat.xml.deser.FromXmlParser._objectCodec,Field,No Comment,protected ObjectCodec _objectCodec;,com.fasterxml.jackson.core.ObjectCodec _objectCodec,protected 
com.fasterxml.jackson.dataformat.xml.deser.FromXmlParser._ioContext,Field,No Comment,protected final IOContext _ioContext;,com.fasterxml.jackson.core.io.IOContext _ioContext,"protected , final "
com.fasterxml.jackson.dataformat.xml.deser.FromXmlParser._closed,Field,* Flag that indicates whether parser is closed or not. Gets\n     * set when parser is either closed by explicit call\n     * ({@link #close}) or when end-of-input is reached.,protected boolean _closed;,boolean _closed,protected 
com.fasterxml.jackson.dataformat.xml.deser.FromXmlParser._parsingContext,Field,"* Information about parser context, context in which\n     * the next token is to be parsed (root, array, object).",protected XmlReadContext _parsingContext;,com.fasterxml.jackson.dataformat.xml.deser.XmlReadContext _parsingContext,protected 
com.fasterxml.jackson.dataformat.xml.deser.FromXmlParser._xmlTokens,Field,No Comment,protected final XmlTokenStream _xmlTokens;,com.fasterxml.jackson.dataformat.xml.deser.XmlTokenStream _xmlTokens,"protected , final "
com.fasterxml.jackson.dataformat.xml.deser.FromXmlParser._mayBeLeaf,Field,* \n     * We need special handling to keep track of whether a value\n     * may be exposed as simple leaf value.,protected boolean _mayBeLeaf;,boolean _mayBeLeaf,protected 
com.fasterxml.jackson.dataformat.xml.deser.FromXmlParser._nextToken,Field,No Comment,protected JsonToken _nextToken;,com.fasterxml.jackson.core.JsonToken _nextToken,protected 
com.fasterxml.jackson.dataformat.xml.deser.FromXmlParser._currText,Field,No Comment,protected String _currText;,java.lang.String _currText,protected 
com.fasterxml.jackson.dataformat.xml.deser.FromXmlParser._nextIsLeadingMixed,Field,"* Additional flag that is strictly needed when exposing ""mixed"" leading\n     * String value as ""anonymous"" property/string pair. If so, code returns\n     * START_OBJECT first, sets {@code _nextToken} to be {@code FIELD_NAME}\n     * and sets this flag to indicate use of ""anonymous"" marker.\n     *\n     * @since 2.13",protected boolean _nextIsLeadingMixed;,boolean _nextIsLeadingMixed,protected 
com.fasterxml.jackson.dataformat.xml.deser.FromXmlParser._byteArrayBuilder,Field,"* ByteArrayBuilder is needed if 'getBinaryValue' is called. If so,\n     * we better reuse it for remainder of content.",protected ByteArrayBuilder _byteArrayBuilder = null;,com.fasterxml.jackson.core.util.ByteArrayBuilder _byteArrayBuilder,protected 
com.fasterxml.jackson.dataformat.xml.deser.FromXmlParser._binaryValue,Field,"* We will hold on to decoded binary data, for duration of\n     * current event, so that multiple calls to\n     * {@link #getBinaryValue} will not need to decode data more\n     * than once.",protected byte[] _binaryValue;,byte[] _binaryValue,protected 
com.fasterxml.jackson.dataformat.xml.deser.FromXmlParser._numTypesValid,Field,* Bitfield that indicates which numeric representations\n     * have been calculated for the current type,protected int _numTypesValid = NR_UNKNOWN;,int _numTypesValid,protected 
com.fasterxml.jackson.dataformat.xml.deser.FromXmlParser._numberInt,Field,No Comment,protected int _numberInt;,int _numberInt,protected 
com.fasterxml.jackson.dataformat.xml.deser.FromXmlParser._numberLong,Field,No Comment,protected long _numberLong;,long _numberLong,protected 
com.fasterxml.jackson.dataformat.xml.deser.FromXmlParser._numberBigInt,Field,No Comment,protected BigInteger _numberBigInt;,java.math.BigInteger _numberBigInt,protected 
com.fasterxml.jackson.dataformat.xml.deser.XmlTokenStream.XML_START_ELEMENT,Field,No Comment,public final static int XML_START_ELEMENT = 1;,int XML_START_ELEMENT,"public , final , static "
com.fasterxml.jackson.dataformat.xml.deser.XmlTokenStream.XML_END_ELEMENT,Field,No Comment,public final static int XML_END_ELEMENT = 2;,int XML_END_ELEMENT,"public , final , static "
com.fasterxml.jackson.dataformat.xml.deser.XmlTokenStream.XML_ATTRIBUTE_NAME,Field,No Comment,public final static int XML_ATTRIBUTE_NAME = 3;,int XML_ATTRIBUTE_NAME,"public , final , static "
com.fasterxml.jackson.dataformat.xml.deser.XmlTokenStream.XML_ATTRIBUTE_VALUE,Field,No Comment,public final static int XML_ATTRIBUTE_VALUE = 4;,int XML_ATTRIBUTE_VALUE,"public , final , static "
com.fasterxml.jackson.dataformat.xml.deser.XmlTokenStream.XML_TEXT,Field,No Comment,public final static int XML_TEXT = 5;,int XML_TEXT,"public , final , static "
com.fasterxml.jackson.dataformat.xml.deser.XmlTokenStream.XML_ROOT_TEXT,Field,needs some more state management too,public final static int XML_ROOT_TEXT = 7;,int XML_ROOT_TEXT,"public , final , static "
com.fasterxml.jackson.dataformat.xml.deser.XmlTokenStream.XML_END,Field,No Comment,public final static int XML_END = 8;,int XML_END,"public , final , static "
com.fasterxml.jackson.dataformat.xml.deser.XmlTokenStream.REPLAY_START_DUP,Field,No Comment,private final static int REPLAY_START_DUP = 1;,int REPLAY_START_DUP,"private , final , static "
com.fasterxml.jackson.dataformat.xml.deser.XmlTokenStream.REPLAY_END,Field,No Comment,private final static int REPLAY_END = 2;,int REPLAY_END,"private , final , static "
com.fasterxml.jackson.dataformat.xml.deser.XmlTokenStream.REPLAY_START_DELAYED,Field,No Comment,private final static int REPLAY_START_DELAYED = 3;,int REPLAY_START_DELAYED,"private , final , static "
com.fasterxml.jackson.dataformat.xml.deser.XmlTokenStream.XSI_NAMESPACE,Field,No Comment,private final static String XSI_NAMESPACE = XMLConstants.W3C_XML_SCHEMA_INSTANCE_NS_URI;,java.lang.String XSI_NAMESPACE,"private , final , static "
com.fasterxml.jackson.dataformat.xml.deser.XmlTokenStream._xmlReader,Field,No Comment,protected final XMLStreamReader2 _xmlReader;,org.codehaus.stax2.XMLStreamReader2 _xmlReader,"protected , final "
com.fasterxml.jackson.dataformat.xml.deser.XmlTokenStream._sourceReference,Field,@since 2.13 (was untyped before),protected final ContentReference _sourceReference;,com.fasterxml.jackson.core.io.ContentReference _sourceReference,"protected , final "
com.fasterxml.jackson.dataformat.xml.deser.XmlTokenStream._formatFeatures,Field,* Bit flag composed of bits that indicate which\n     * {@link FromXmlParser.Feature}s\n     * are enabled.,protected int _formatFeatures;,int _formatFeatures,protected 
com.fasterxml.jackson.dataformat.xml.deser.XmlTokenStream._cfgProcessXsiNil,Field,No Comment,protected boolean _cfgProcessXsiNil;,boolean _cfgProcessXsiNil,protected 
com.fasterxml.jackson.dataformat.xml.deser.XmlTokenStream._cfgProcessXsiType,Field,@since 2.17,protected boolean _cfgProcessXsiType;,boolean _cfgProcessXsiType,protected 
com.fasterxml.jackson.dataformat.xml.deser.XmlTokenStream._nameProcessor,Field,No Comment,protected XmlNameProcessor _nameProcessor;,com.fasterxml.jackson.dataformat.xml.XmlNameProcessor _nameProcessor,protected 
com.fasterxml.jackson.dataformat.xml.deser.XmlTokenStream._currentState,Field,No Comment,protected int _currentState;,int _currentState,protected 
com.fasterxml.jackson.dataformat.xml.deser.XmlTokenStream._attributeCount,Field,No Comment,protected int _attributeCount;,int _attributeCount,protected 
com.fasterxml.jackson.dataformat.xml.deser.XmlTokenStream._xsiNilFound,Field,"* Marker used to indicate presence of `xsi:nil=""true""' in current START_ELEMENT.\n     *\n     * @since 2.10",protected boolean _xsiNilFound;,boolean _xsiNilFound,protected 
com.fasterxml.jackson.dataformat.xml.deser.XmlTokenStream._startElementAfterText,Field,* Flag set true if current event is {@code XML_TEXT} and there is START_ELEMENT\n     *\n     * @since 2.12,protected boolean _startElementAfterText;,boolean _startElementAfterText,protected 
com.fasterxml.jackson.dataformat.xml.deser.XmlTokenStream._nextAttributeIndex,Field,"* Index of the next attribute of the current START_ELEMENT\n     * to return (as field name and value pair), if any; -1\n     * when no attributes to return",protected int _nextAttributeIndex;,int _nextAttributeIndex,protected 
com.fasterxml.jackson.dataformat.xml.deser.XmlTokenStream._localName,Field,No Comment,protected String _localName;,java.lang.String _localName,protected 
com.fasterxml.jackson.dataformat.xml.deser.XmlTokenStream._namespaceURI,Field,No Comment,protected String _namespaceURI;,java.lang.String _namespaceURI,protected 
com.fasterxml.jackson.dataformat.xml.deser.XmlTokenStream._textValue,Field,* Current text value for TEXT_VALUE returned,protected String _textValue;,java.lang.String _textValue,protected 
com.fasterxml.jackson.dataformat.xml.deser.XmlTokenStream._repeatCurrentToken,Field,"* Marker flag set if caller wants to ""push back"" current token so\n     * that next call to {@link #next()} should simply be given what was\n     * already read.\n     *\n     * @since 2.12",protected boolean _repeatCurrentToken;,boolean _repeatCurrentToken,protected 
com.fasterxml.jackson.dataformat.xml.deser.XmlTokenStream._nameToDecode,Field,* Reusable internal value object\n     *\n     * @since 2.14,protected XmlNameProcessor.XmlName _nameToDecode = new XmlNameProcessor.XmlName();,com.fasterxml.jackson.dataformat.xml.XmlNameProcessor$XmlName _nameToDecode,protected 
com.fasterxml.jackson.dataformat.xml.deser.XmlTokenStream._repeatElement,Field,"* Flag used to indicate that given element should be ""replayed"".",protected int _repeatElement;,int _repeatElement,protected 
com.fasterxml.jackson.dataformat.xml.deser.XmlTokenStream._currentWrapper,Field,"* Wrapping state, if any active (null if none)",protected ElementWrapper _currentWrapper;,com.fasterxml.jackson.dataformat.xml.deser.ElementWrapper _currentWrapper,protected 
com.fasterxml.jackson.dataformat.xml.deser.XmlTokenStream._nextLocalName,Field,"* In cases where we need to 'inject' a virtual END_ELEMENT, we may also\n     * need to restore START_ELEMENT afterwards; if so, this is where names\n     * are held.",protected String _nextLocalName;,java.lang.String _nextLocalName,protected 
com.fasterxml.jackson.dataformat.xml.deser.XmlTokenStream._nextNamespaceURI,Field,No Comment,protected String _nextNamespaceURI;,java.lang.String _nextNamespaceURI,protected 
com.fasterxml.jackson.dataformat.xml.deser.XmlBeanDeserializerModifier.serialVersionUID,Field,No Comment,private static final long serialVersionUID = 1L;,long serialVersionUID,"private , static , final "
com.fasterxml.jackson.dataformat.xml.deser.XmlBeanDeserializerModifier._cfgNameForTextValue,Field,* Virtual name used for text segments.,"protected String _cfgNameForTextValue = """";",java.lang.String _cfgNameForTextValue,protected 
com.fasterxml.jackson.dataformat.xml.deser.XmlDeserializationContext.serialVersionUID,Field,No Comment,private static final long serialVersionUID = 1L;,long serialVersionUID,"private , static , final "
com.fasterxml.jackson.dataformat.xml.deser.WrapperHandlingDeserializer.serialVersionUID,Field,No Comment,private static final long serialVersionUID = 1L;,long serialVersionUID,"private , static , final "
com.fasterxml.jackson.dataformat.xml.deser.WrapperHandlingDeserializer._namesToWrap,Field,"* (Simple) Names of properties, for which virtual wrapping is needed\n     * to compensate: these are so-called 'unwrapped' XML lists where property\n     * name is used for elements, and not as List markers.",protected final Set<String> _namesToWrap;,java.util.Set _namesToWrap,"protected , final "
com.fasterxml.jackson.dataformat.xml.deser.WrapperHandlingDeserializer._type,Field,No Comment,protected final JavaType _type;,com.fasterxml.jackson.databind.JavaType _type,"protected , final "
com.fasterxml.jackson.dataformat.xml.deser.WrapperHandlingDeserializer._caseInsensitive,Field,@since 2.12,protected final boolean _caseInsensitive;,boolean _caseInsensitive,"protected , final "
com.fasterxml.jackson.dataformat.xml.DefaultingXmlTypeResolverBuilder.serialVersionUID,Field,No Comment,private static final long serialVersionUID = 1L;,long serialVersionUID,"private , static , final "
com.fasterxml.jackson.dataformat.xml.PackageVersion.VERSION,Field,No Comment,"public final static Version VERSION = VersionUtil.parseVersion(""2.19.0-SNAPSHOT"", ""com.fasterxml.jackson.dataformat"", ""jackson-dataformat-xml"");",com.fasterxml.jackson.core.Version VERSION,"public , final , static "
com.fasterxml.jackson.dataformat.xml.jaxb.XmlJaxbAnnotationIntrospector.serialVersionUID,Field,since 2.7,private static final long serialVersionUID = 1L;,long serialVersionUID,"private , static , final "
com.fasterxml.jackson.dataformat.xml.JacksonXmlModule.serialVersionUID,Field,No Comment,private static final long serialVersionUID = 1L;,long serialVersionUID,"private , static , final "
com.fasterxml.jackson.dataformat.xml.JacksonXmlModule._cfgDefaultUseWrapper,Field,"* Determination of whether indexed properties (arrays, Lists) that are not explicitly\n     * annotated (with {@link com.fasterxml.jackson.dataformat.xml.annotation.JacksonXmlElementWrapper}\n     * or equivalent) should default to using implicit wrapper (with same name as property) or not.\n     * If enabled, wrapping is used by default; if false, it is not.\n     *<p>\n     * Note that JAXB annotation introspector always assumes ""do not wrap by default"".\n     * Jackson annotations have different default due to backwards compatibility.\n     * \n     * @since 2.1",protected boolean _cfgDefaultUseWrapper = JacksonXmlAnnotationIntrospector.DEFAULT_USE_WRAPPER;,boolean _cfgDefaultUseWrapper,protected 
com.fasterxml.jackson.dataformat.xml.JacksonXmlModule._cfgNameForTextElement,Field,"* Name used for pseudo-property used for returning XML Text value (which does\n     * not have actual element name to use). Defaults to empty String, but\n     * may be changed for inter-operability reasons: JAXB, for example, uses\n     * ""value"" as name.\n     * \n     * @since 2.1",protected String _cfgNameForTextElement = FromXmlParser.DEFAULT_UNNAMED_TEXT_PROPERTY;,java.lang.String _cfgNameForTextElement,protected 
com.fasterxml.jackson.dataformat.xml.JacksonXmlModule._serializerFactoryOverride,Field,* Optional override for {@link SerializerFactory}\n     * used by {@link XmlMapper}. Needed to allow proper override and configurability\n     * using custom {@SerializerFactory} implementations.\n     * \n     * @since 2.18.2,protected SerializerFactory _serializerFactoryOverride;,com.fasterxml.jackson.databind.ser.SerializerFactory _serializerFactoryOverride,protected 
com.fasterxml.jackson.dataformat.xml.JacksonXmlAnnotationIntrospector.serialVersionUID,Field,No Comment,private static final long serialVersionUID = 1L;,long serialVersionUID,"private , static , final "
com.fasterxml.jackson.dataformat.xml.JacksonXmlAnnotationIntrospector.ANNOTATIONS_TO_INFER_XML_PROP,Field,@since 2.11.1,"@SuppressWarnings(""unchecked"")\nprivate final static Class<? extends Annotation>[] ANNOTATIONS_TO_INFER_XML_PROP = (Class<? extends Annotation>[]) new Class<?>[] { JacksonXmlText.class, JacksonXmlElementWrapper.class };",java.lang.Class[] ANNOTATIONS_TO_INFER_XML_PROP,"private , final , static "
com.fasterxml.jackson.dataformat.xml.JacksonXmlAnnotationIntrospector.DEFAULT_USE_WRAPPER,Field,"* For backwards compatibility with 2.0, the default behavior is\n     * to assume use of List wrapper if no annotations are used.",public final static boolean DEFAULT_USE_WRAPPER = true;,boolean DEFAULT_USE_WRAPPER,"public , final , static "
com.fasterxml.jackson.dataformat.xml.JacksonXmlAnnotationIntrospector._cfgDefaultUseWrapper,Field,"non-final from 2.7 on, to allow mapper to change",protected boolean _cfgDefaultUseWrapper;,boolean _cfgDefaultUseWrapper,protected 
com.fasterxml.jackson.dataformat.xml.XmlNameProcessors$PassthroughProcessor.serialVersionUID,Field,No Comment,private static final long serialVersionUID = 1L;,long serialVersionUID,"private , static , final "
