FEN:ID,:LABEL,Comment,Source Code,Signature,CFG,Modifiers
"com.fasterxml.jackson.dataformat.xml.XmlPrettyPrinter.writeLeafElement(XMLStreamWriter2,String,String,BigInteger)",Abstract Method,No Comment,"public void writeLeafElement(XMLStreamWriter2 sw, String nsURI, String localName, BigInteger value) throws XMLStreamException;","void writeLeafElement(org.codehaus.stax2.XMLStreamWriter2,java.lang.String,java.lang.String,java.math.BigInteger)",digraph cfg_writeLeafElement {\n}\n,public 
"com.fasterxml.jackson.dataformat.xml.XmlPrettyPrinter.writeLeafElement(XMLStreamWriter2,String,String,BigDecimal)",Abstract Method,No Comment,"public void writeLeafElement(XMLStreamWriter2 sw, String nsURI, String localName, BigDecimal value) throws XMLStreamException;","void writeLeafElement(org.codehaus.stax2.XMLStreamWriter2,java.lang.String,java.lang.String,java.math.BigDecimal)",digraph cfg_writeLeafElement {\n}\n,public 
"com.fasterxml.jackson.dataformat.xml.XmlPrettyPrinter.writeLeafElement(XMLStreamWriter2,String,String,Base64Variant,byte[],int,int)",Abstract Method,binary element,"public void writeLeafElement(XMLStreamWriter2 sw, String nsURI, String localName, org.codehaus.stax2.typed.Base64Variant base64variant, byte[] data, int offset, int len) throws XMLStreamException;","void writeLeafElement(org.codehaus.stax2.XMLStreamWriter2,java.lang.String,java.lang.String,org.codehaus.stax2.typed.Base64Variant,byte[],int,int)",digraph cfg_writeLeafElement {\n}\n,public 
"com.fasterxml.jackson.dataformat.xml.XmlPrettyPrinter.writeLeafNullElement(XMLStreamWriter2,String,String)",Abstract Method,empty element to represent null,"public void writeLeafNullElement(XMLStreamWriter2 sw, String nsURI, String localName) throws XMLStreamException;","void writeLeafNullElement(org.codehaus.stax2.XMLStreamWriter2,java.lang.String,java.lang.String)",digraph cfg_writeLeafNullElement {\n}\n,public 
com.fasterxml.jackson.dataformat.xml.XmlFactoryBuilder.formatParserFeaturesMask(),Method,No Comment,public int formatParserFeaturesMask() {\n    return _formatParserFeatures;\n},int formatParserFeaturesMask(),"digraph cfg_formatParserFeaturesMask {\n	""1"" [label=""$stack1 = this.<com.fasterxml.jackson.dataformat.xml.XmlFactoryBuilder: int _formatParserFeatures>""];\n	""2"" [label=""return $stack1""];\n	""3"" [label=""this := @this: com.fasterxml.jackson.dataformat.xml.XmlFactoryBuilder""];\n	""1"" -> ""2""[label=""cfg_next""];\n	""3"" -> ""1""[label=""cfg_next""];\n}\n",public 
com.fasterxml.jackson.dataformat.xml.XmlFactoryBuilder.formatGeneratorFeaturesMask(),Method,No Comment,public int formatGeneratorFeaturesMask() {\n    return _formatGeneratorFeatures;\n},int formatGeneratorFeaturesMask(),"digraph cfg_formatGeneratorFeaturesMask {\n	""1"" [label=""$stack1 = this.<com.fasterxml.jackson.dataformat.xml.XmlFactoryBuilder: int _formatGeneratorFeatures>""];\n	""2"" [label=""return $stack1""];\n	""3"" [label=""this := @this: com.fasterxml.jackson.dataformat.xml.XmlFactoryBuilder""];\n	""1"" -> ""2""[label=""cfg_next""];\n	""3"" -> ""1""[label=""cfg_next""];\n}\n",public 
com.fasterxml.jackson.dataformat.xml.XmlFactoryBuilder.nameForTextElement(),Method,No Comment,public String nameForTextElement() {\n    return _nameForTextElement;\n},java.lang.String nameForTextElement(),"digraph cfg_nameForTextElement {\n	""1"" [label=""$stack1 = this.<com.fasterxml.jackson.dataformat.xml.XmlFactoryBuilder: java.lang.String _nameForTextElement>""];\n	""2"" [label=""return $stack1""];\n	""3"" [label=""this := @this: com.fasterxml.jackson.dataformat.xml.XmlFactoryBuilder""];\n	""1"" -> ""2""[label=""cfg_next""];\n	""3"" -> ""1""[label=""cfg_next""];\n}\n",public 
com.fasterxml.jackson.dataformat.xml.XmlFactoryBuilder.xmlInputFactory(),Method,No Comment,public XMLInputFactory xmlInputFactory() {\n    if (_xmlInputFactory == null) {\n        return defaultInputFactory();\n    }\n    return _xmlInputFactory;\n},javax.xml.stream.XMLInputFactory xmlInputFactory(),"digraph cfg_xmlInputFactory {\n	""1"" [label=""$stack1 = this.<com.fasterxml.jackson.dataformat.xml.XmlFactoryBuilder: javax.xml.stream.XMLInputFactory _xmlInputFactory>""];\n	""2"" [label=""$stack2 = this.<com.fasterxml.jackson.dataformat.xml.XmlFactoryBuilder: javax.xml.stream.XMLInputFactory _xmlInputFactory>""];\n	""3"" [label=""$stack3 = virtualinvoke this.<com.fasterxml.jackson.dataformat.xml.XmlFactoryBuilder: javax.xml.stream.XMLInputFactory defaultInputFactory()>()""];\n	""4"" [label=""if $stack1 != null""];\n	""5"" [label=""return $stack2""];\n	""6"" [label=""return $stack3""];\n	""7"" [label=""this := @this: com.fasterxml.jackson.dataformat.xml.XmlFactoryBuilder""];\n	""1"" -> ""4""[label=""cfg_next""];\n	""2"" -> ""5""[label=""cfg_next""];\n	""3"" -> ""6""[label=""cfg_next""];\n	""4"" -> ""2""[label=""cfg_true""];\n	""4"" -> ""3""[label=""cfg_false""];\n	""7"" -> ""1""[label=""cfg_next""];\n}\n",public 
com.fasterxml.jackson.dataformat.xml.XmlFactoryBuilder.defaultInputFactory(),Method,No Comment,"protected XMLInputFactory defaultInputFactory() {\n    XMLInputFactory xmlIn = StaxUtil.defaultInputFactory(_classLoaderForStax);\n    // as per [dataformat-xml#190], disable external entity expansion by default\n    xmlIn.setProperty(XMLInputFactory.IS_SUPPORTING_EXTERNAL_ENTITIES, Boolean.FALSE);\n    // and ditto wrt [dataformat-xml#211], SUPPORT_DTD\n    xmlIn.setProperty(XMLInputFactory.SUPPORT_DTD, Boolean.FALSE);\n    return xmlIn;\n}",javax.xml.stream.XMLInputFactory defaultInputFactory(),"digraph cfg_defaultInputFactory {\n	""1"" [label=""$stack2 = this.<com.fasterxml.jackson.dataformat.xml.XmlFactoryBuilder: java.lang.ClassLoader _classLoaderForStax>""];\n	""2"" [label=""$stack3 = <java.lang.Boolean: java.lang.Boolean FALSE>""];\n	""3"" [label=""$stack4 = <java.lang.Boolean: java.lang.Boolean FALSE>""];\n	""4"" [label=""return xmlIn""];\n	""5"" [label=""this := @this: com.fasterxml.jackson.dataformat.xml.XmlFactoryBuilder""];\n	""6"" [label=""virtualinvoke xmlIn.<javax.xml.stream.XMLInputFactory: void setProperty(java.lang.String,java.lang.Object)>(\""javax.xml.stream.isSupportingExternalEntities\"", $stack3)""];\n	""7"" [label=""virtualinvoke xmlIn.<javax.xml.stream.XMLInputFactory: void setProperty(java.lang.String,java.lang.Object)>(\""javax.xml.stream.supportDTD\"", $stack4)""];\n	""8"" [label=""xmlIn = staticinvoke <com.fasterxml.jackson.dataformat.xml.util.StaxUtil: javax.xml.stream.XMLInputFactory defaultInputFactory(java.lang.ClassLoader)>($stack2)""];\n	""1"" -> ""8""[label=""cfg_next""];\n	""2"" -> ""6""[label=""cfg_next""];\n	""3"" -> ""7""[label=""cfg_next""];\n	""5"" -> ""1""[label=""cfg_next""];\n	""6"" -> ""3""[label=""cfg_next""];\n	""7"" -> ""4""[label=""cfg_next""];\n	""8"" -> ""2""[label=""cfg_next""];\n}\n",protected 
com.fasterxml.jackson.dataformat.xml.XmlFactoryBuilder.xmlOutputFactory(),Method,No Comment,public XMLOutputFactory xmlOutputFactory() {\n    if (_xmlOutputFactory == null) {\n        return defaultOutputFactory();\n    }\n    return _xmlOutputFactory;\n},javax.xml.stream.XMLOutputFactory xmlOutputFactory(),"digraph cfg_xmlOutputFactory {\n	""1"" [label=""$stack1 = this.<com.fasterxml.jackson.dataformat.xml.XmlFactoryBuilder: javax.xml.stream.XMLOutputFactory _xmlOutputFactory>""];\n	""2"" [label=""$stack2 = this.<com.fasterxml.jackson.dataformat.xml.XmlFactoryBuilder: javax.xml.stream.XMLOutputFactory _xmlOutputFactory>""];\n	""3"" [label=""$stack3 = virtualinvoke this.<com.fasterxml.jackson.dataformat.xml.XmlFactoryBuilder: javax.xml.stream.XMLOutputFactory defaultOutputFactory()>()""];\n	""4"" [label=""if $stack1 != null""];\n	""5"" [label=""return $stack2""];\n	""6"" [label=""return $stack3""];\n	""7"" [label=""this := @this: com.fasterxml.jackson.dataformat.xml.XmlFactoryBuilder""];\n	""1"" -> ""4""[label=""cfg_next""];\n	""2"" -> ""5""[label=""cfg_next""];\n	""3"" -> ""6""[label=""cfg_next""];\n	""4"" -> ""2""[label=""cfg_true""];\n	""4"" -> ""3""[label=""cfg_false""];\n	""7"" -> ""1""[label=""cfg_next""];\n}\n",public 
com.fasterxml.jackson.dataformat.xml.XmlFactoryBuilder.defaultOutputFactory(),Method,No Comment,"protected XMLOutputFactory defaultOutputFactory() {\n    XMLOutputFactory xmlOut = StaxUtil.defaultOutputFactory(_classLoaderForStax);\n    // [dataformat-xml#326]: Better ensure namespaces get built properly:\n    xmlOut.setProperty(XMLOutputFactory.IS_REPAIRING_NAMESPACES, Boolean.TRUE);\n    return xmlOut;\n}",javax.xml.stream.XMLOutputFactory defaultOutputFactory(),"digraph cfg_defaultOutputFactory {\n	""1"" [label=""$stack2 = this.<com.fasterxml.jackson.dataformat.xml.XmlFactoryBuilder: java.lang.ClassLoader _classLoaderForStax>""];\n	""2"" [label=""$stack3 = <java.lang.Boolean: java.lang.Boolean TRUE>""];\n	""3"" [label=""return xmlOut""];\n	""4"" [label=""this := @this: com.fasterxml.jackson.dataformat.xml.XmlFactoryBuilder""];\n	""5"" [label=""virtualinvoke xmlOut.<javax.xml.stream.XMLOutputFactory: void setProperty(java.lang.String,java.lang.Object)>(\""javax.xml.stream.isRepairingNamespaces\"", $stack3)""];\n	""6"" [label=""xmlOut = staticinvoke <com.fasterxml.jackson.dataformat.xml.util.StaxUtil: javax.xml.stream.XMLOutputFactory defaultOutputFactory(java.lang.ClassLoader)>($stack2)""];\n	""1"" -> ""6""[label=""cfg_next""];\n	""2"" -> ""5""[label=""cfg_next""];\n	""4"" -> ""1""[label=""cfg_next""];\n	""5"" -> ""3""[label=""cfg_next""];\n	""6"" -> ""2""[label=""cfg_next""];\n}\n",protected 
com.fasterxml.jackson.dataformat.xml.XmlFactoryBuilder.staxClassLoader(),Method,@since 2.13,protected ClassLoader staxClassLoader() {\n    return (_classLoaderForStax == null) ? getClass().getClassLoader() : _classLoaderForStax;\n},java.lang.ClassLoader staxClassLoader(),"digraph cfg_staxClassLoader {\n	""1"" [label=""$stack1 = this.<com.fasterxml.jackson.dataformat.xml.XmlFactoryBuilder: java.lang.ClassLoader _classLoaderForStax>""];\n	""2"" [label=""$stack2 = this.<com.fasterxml.jackson.dataformat.xml.XmlFactoryBuilder: java.lang.ClassLoader _classLoaderForStax>""];\n	""3"" [label=""$stack2 = virtualinvoke $stack3.<java.lang.Class: java.lang.ClassLoader getClassLoader()>()""];\n	""4"" [label=""$stack3 = virtualinvoke this.<java.lang.Object: java.lang.Class getClass()>()""];\n	""5"" [label=""goto""];\n	""6"" [label=""if $stack1 != null""];\n	""7"" [label=""return $stack2""];\n	""8"" [label=""this := @this: com.fasterxml.jackson.dataformat.xml.XmlFactoryBuilder""];\n	""1"" -> ""6""[label=""cfg_next""];\n	""2"" -> ""7""[label=""cfg_next""];\n	""3"" -> ""5""[label=""cfg_next""];\n	""4"" -> ""3""[label=""cfg_next""];\n	""5"" -> ""7""[label=""cfg_goto""];\n	""6"" -> ""2""[label=""cfg_true""];\n	""6"" -> ""4""[label=""cfg_false""];\n	""8"" -> ""1""[label=""cfg_next""];\n}\n",protected 
com.fasterxml.jackson.dataformat.xml.XmlFactoryBuilder.xmlNameProcessor(),Method,No Comment,public XmlNameProcessor xmlNameProcessor() {\n    return _nameProcessor;\n},com.fasterxml.jackson.dataformat.xml.XmlNameProcessor xmlNameProcessor(),"digraph cfg_xmlNameProcessor {\n	""1"" [label=""$stack1 = this.<com.fasterxml.jackson.dataformat.xml.XmlFactoryBuilder: com.fasterxml.jackson.dataformat.xml.XmlNameProcessor _nameProcessor>""];\n	""2"" [label=""return $stack1""];\n	""3"" [label=""this := @this: com.fasterxml.jackson.dataformat.xml.XmlFactoryBuilder""];\n	""1"" -> ""2""[label=""cfg_next""];\n	""3"" -> ""1""[label=""cfg_next""];\n}\n",public 
com.fasterxml.jackson.dataformat.xml.XmlFactoryBuilder.nameForTextElement(String),Method,No Comment,public XmlFactoryBuilder nameForTextElement(String name) {\n    _nameForTextElement = name;\n    return _this();\n},com.fasterxml.jackson.dataformat.xml.XmlFactoryBuilder nameForTextElement(java.lang.String),"digraph cfg_nameForTextElement {\n	""1"" [label=""$stack2 = virtualinvoke this.<com.fasterxml.jackson.dataformat.xml.XmlFactoryBuilder: com.fasterxml.jackson.core.TSFBuilder _this()>()""];\n	""2"" [label=""$stack3 = (com.fasterxml.jackson.dataformat.xml.XmlFactoryBuilder) $stack2""];\n	""3"" [label=""name := @parameter0: java.lang.String""];\n	""4"" [label=""return $stack3""];\n	""5"" [label=""this := @this: com.fasterxml.jackson.dataformat.xml.XmlFactoryBuilder""];\n	""6"" [label=""this.<com.fasterxml.jackson.dataformat.xml.XmlFactoryBuilder: java.lang.String _nameForTextElement> = name""];\n	""1"" -> ""2""[label=""cfg_next""];\n	""2"" -> ""4""[label=""cfg_next""];\n	""3"" -> ""6""[label=""cfg_next""];\n	""5"" -> ""3""[label=""cfg_next""];\n	""6"" -> ""1""[label=""cfg_next""];\n}\n",public 
com.fasterxml.jackson.dataformat.xml.XmlFactoryBuilder.xmlInputFactory(XMLInputFactory),Method,* @since 2.13 (was misnamed as {@code inputFactory(in) formerly}),public XmlFactoryBuilder xmlInputFactory(XMLInputFactory xmlIn) {\n    _xmlInputFactory = xmlIn;\n    return _this();\n},com.fasterxml.jackson.dataformat.xml.XmlFactoryBuilder xmlInputFactory(javax.xml.stream.XMLInputFactory),"digraph cfg_xmlInputFactory {\n	""1"" [label=""$stack2 = virtualinvoke this.<com.fasterxml.jackson.dataformat.xml.XmlFactoryBuilder: com.fasterxml.jackson.core.TSFBuilder _this()>()""];\n	""2"" [label=""$stack3 = (com.fasterxml.jackson.dataformat.xml.XmlFactoryBuilder) $stack2""];\n	""3"" [label=""return $stack3""];\n	""4"" [label=""this := @this: com.fasterxml.jackson.dataformat.xml.XmlFactoryBuilder""];\n	""5"" [label=""this.<com.fasterxml.jackson.dataformat.xml.XmlFactoryBuilder: javax.xml.stream.XMLInputFactory _xmlInputFactory> = xmlIn""];\n	""6"" [label=""xmlIn := @parameter0: javax.xml.stream.XMLInputFactory""];\n	""1"" -> ""2""[label=""cfg_next""];\n	""2"" -> ""3""[label=""cfg_next""];\n	""4"" -> ""6""[label=""cfg_next""];\n	""5"" -> ""1""[label=""cfg_next""];\n	""6"" -> ""5""[label=""cfg_next""];\n}\n",public 
com.fasterxml.jackson.dataformat.xml.XmlFactoryBuilder.xmlOutputFactory(XMLOutputFactory),Method,* @since 2.13 (was misnamed as {@code outputFactory(in) formerly}),public XmlFactoryBuilder xmlOutputFactory(XMLOutputFactory xmlOut) {\n    _xmlOutputFactory = xmlOut;\n    return _this();\n},com.fasterxml.jackson.dataformat.xml.XmlFactoryBuilder xmlOutputFactory(javax.xml.stream.XMLOutputFactory),"digraph cfg_xmlOutputFactory {\n	""1"" [label=""$stack2 = virtualinvoke this.<com.fasterxml.jackson.dataformat.xml.XmlFactoryBuilder: com.fasterxml.jackson.core.TSFBuilder _this()>()""];\n	""2"" [label=""$stack3 = (com.fasterxml.jackson.dataformat.xml.XmlFactoryBuilder) $stack2""];\n	""3"" [label=""return $stack3""];\n	""4"" [label=""this := @this: com.fasterxml.jackson.dataformat.xml.XmlFactoryBuilder""];\n	""5"" [label=""this.<com.fasterxml.jackson.dataformat.xml.XmlFactoryBuilder: javax.xml.stream.XMLOutputFactory _xmlOutputFactory> = xmlOut""];\n	""6"" [label=""xmlOut := @parameter0: javax.xml.stream.XMLOutputFactory""];\n	""1"" -> ""2""[label=""cfg_next""];\n	""2"" -> ""3""[label=""cfg_next""];\n	""4"" -> ""6""[label=""cfg_next""];\n	""5"" -> ""1""[label=""cfg_next""];\n	""6"" -> ""5""[label=""cfg_next""];\n}\n",public 
com.fasterxml.jackson.dataformat.xml.XmlFactoryBuilder.inputFactory(XMLInputFactory),Method,* @deprecated Since 2.13 use {@link #xmlInputFactory()} instead,// since 2.13\n@Deprecated\npublic XmlFactoryBuilder inputFactory(XMLInputFactory xmlIn) {\n    return xmlInputFactory(xmlIn);\n},com.fasterxml.jackson.dataformat.xml.XmlFactoryBuilder inputFactory(javax.xml.stream.XMLInputFactory),"digraph cfg_inputFactory {\n	""1"" [label=""$stack2 = virtualinvoke this.<com.fasterxml.jackson.dataformat.xml.XmlFactoryBuilder: com.fasterxml.jackson.dataformat.xml.XmlFactoryBuilder xmlInputFactory(javax.xml.stream.XMLInputFactory)>(xmlIn)""];\n	""2"" [label=""return $stack2""];\n	""3"" [label=""this := @this: com.fasterxml.jackson.dataformat.xml.XmlFactoryBuilder""];\n	""4"" [label=""xmlIn := @parameter0: javax.xml.stream.XMLInputFactory""];\n	""1"" -> ""2""[label=""cfg_next""];\n	""3"" -> ""4""[label=""cfg_next""];\n	""4"" -> ""1""[label=""cfg_next""];\n}\n",public 
com.fasterxml.jackson.dataformat.xml.XmlFactoryBuilder.outputFactory(XMLOutputFactory),Method,* @deprecated Since 2.13 use {@link #xmlOutputFactory()} instead,// since 2.13\n@Deprecated\npublic XmlFactoryBuilder outputFactory(XMLOutputFactory xmlOut) {\n    return xmlOutputFactory(xmlOut);\n},com.fasterxml.jackson.dataformat.xml.XmlFactoryBuilder outputFactory(javax.xml.stream.XMLOutputFactory),"digraph cfg_outputFactory {\n	""1"" [label=""$stack2 = virtualinvoke this.<com.fasterxml.jackson.dataformat.xml.XmlFactoryBuilder: com.fasterxml.jackson.dataformat.xml.XmlFactoryBuilder xmlOutputFactory(javax.xml.stream.XMLOutputFactory)>(xmlOut)""];\n	""2"" [label=""return $stack2""];\n	""3"" [label=""this := @this: com.fasterxml.jackson.dataformat.xml.XmlFactoryBuilder""];\n	""4"" [label=""xmlOut := @parameter0: javax.xml.stream.XMLOutputFactory""];\n	""1"" -> ""2""[label=""cfg_next""];\n	""3"" -> ""4""[label=""cfg_next""];\n	""4"" -> ""1""[label=""cfg_next""];\n}\n",public 
com.fasterxml.jackson.dataformat.xml.XmlFactoryBuilder.staxClassLoader(ClassLoader),Method,* Method that can be used to specific {@link ClassLoader} for creating\n     * {@link XMLInputFactory} and {@link XMLOutputFactory} instances if\n     * those are not explicitly defined by caller: passed to respective\n     * {@code newFactory()} methods.\n     *<br>\n     * NOTE: recommended approach is to explicitly pass {@link XMLInputFactory}\n     * and {@link XMLOutputFactory} methods instead of relying on JDK SPI\n     * mechanism.\n     *\n     * @since 2.13,public XmlFactoryBuilder staxClassLoader(ClassLoader cl) {\n    _classLoaderForStax = cl;\n    return _this();\n},com.fasterxml.jackson.dataformat.xml.XmlFactoryBuilder staxClassLoader(java.lang.ClassLoader),"digraph cfg_staxClassLoader {\n	""1"" [label=""$stack2 = virtualinvoke this.<com.fasterxml.jackson.dataformat.xml.XmlFactoryBuilder: com.fasterxml.jackson.core.TSFBuilder _this()>()""];\n	""2"" [label=""$stack3 = (com.fasterxml.jackson.dataformat.xml.XmlFactoryBuilder) $stack2""];\n	""3"" [label=""cl := @parameter0: java.lang.ClassLoader""];\n	""4"" [label=""return $stack3""];\n	""5"" [label=""this := @this: com.fasterxml.jackson.dataformat.xml.XmlFactoryBuilder""];\n	""6"" [label=""this.<com.fasterxml.jackson.dataformat.xml.XmlFactoryBuilder: java.lang.ClassLoader _classLoaderForStax> = cl""];\n	""1"" -> ""2""[label=""cfg_next""];\n	""2"" -> ""4""[label=""cfg_next""];\n	""3"" -> ""6""[label=""cfg_next""];\n	""5"" -> ""3""[label=""cfg_next""];\n	""6"" -> ""1""[label=""cfg_next""];\n}\n",public 
com.fasterxml.jackson.dataformat.xml.XmlFactoryBuilder.xmlNameProcessor(XmlNameProcessor),Method,* @since 2.14,public XmlFactoryBuilder xmlNameProcessor(XmlNameProcessor nameProcessor) {\n    _nameProcessor = nameProcessor;\n    return _this();\n},com.fasterxml.jackson.dataformat.xml.XmlFactoryBuilder xmlNameProcessor(com.fasterxml.jackson.dataformat.xml.XmlNameProcessor),"digraph cfg_xmlNameProcessor {\n	""1"" [label=""$stack2 = virtualinvoke this.<com.fasterxml.jackson.dataformat.xml.XmlFactoryBuilder: com.fasterxml.jackson.core.TSFBuilder _this()>()""];\n	""2"" [label=""$stack3 = (com.fasterxml.jackson.dataformat.xml.XmlFactoryBuilder) $stack2""];\n	""3"" [label=""nameProcessor := @parameter0: com.fasterxml.jackson.dataformat.xml.XmlNameProcessor""];\n	""4"" [label=""return $stack3""];\n	""5"" [label=""this := @this: com.fasterxml.jackson.dataformat.xml.XmlFactoryBuilder""];\n	""6"" [label=""this.<com.fasterxml.jackson.dataformat.xml.XmlFactoryBuilder: com.fasterxml.jackson.dataformat.xml.XmlNameProcessor _nameProcessor> = nameProcessor""];\n	""1"" -> ""2""[label=""cfg_next""];\n	""2"" -> ""4""[label=""cfg_next""];\n	""3"" -> ""6""[label=""cfg_next""];\n	""5"" -> ""3""[label=""cfg_next""];\n	""6"" -> ""1""[label=""cfg_next""];\n}\n",public 
com.fasterxml.jackson.dataformat.xml.XmlFactoryBuilder.build(),Method,No Comment,@Override\npublic XmlFactory build() {\n    return new XmlFactory(this);\n},com.fasterxml.jackson.dataformat.xml.XmlFactory build(),"digraph cfg_build {\n	""1"" [label=""$stack1 = new com.fasterxml.jackson.dataformat.xml.XmlFactory""];\n	""2"" [label=""return $stack1""];\n	""3"" [label=""specialinvoke $stack1.<com.fasterxml.jackson.dataformat.xml.XmlFactory: void <init>(com.fasterxml.jackson.dataformat.xml.XmlFactoryBuilder)>(this)""];\n	""4"" [label=""this := @this: com.fasterxml.jackson.dataformat.xml.XmlFactoryBuilder""];\n	""1"" -> ""3""[label=""cfg_next""];\n	""3"" -> ""2""[label=""cfg_next""];\n	""4"" -> ""1""[label=""cfg_next""];\n}\n",public 
