"FEN","Type","Comment","Source Code","Return Type","Modifier","class_extends","implements"
"org.apache.commons.csv.CSVParser.parse(File,Charset,CSVFormat).format","Parameter_3","Belong to org.apache.commons.csv.CSVParser.parse(File,Charset,CSVFormat)","Parameter has not source code","No return type","No modifier","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.csv.CSVParser.parse(InputStream,Charset,CSVFormat)","Method","* Creates a CSV parser using the given {@link CSVFormat}.
     *
     * <p>
     * If you do not read all records from the given {@code reader}, you should call {@link #close()} on the parser,
     * unless you close the {@code reader}.
     * </p>
     *
     * @param inputStream
     *            an InputStream containing CSV-formatted input. Must not be null.
     * @param charset
     *            The Charset to decode the given file.
     * @param format
     *            the CSVFormat used for CSV parsing. Must not be null.
     * @return a new CSVParser configured with the given reader and format.
     * @throws IllegalArgumentException
     *             If the parameters of the format are inconsistent or if either reader or format are null.
     * @throws IOException
     *             If there is a problem reading the header or skipping the first record
     * @throws CSVException Thrown on invalid input.
     * @since 1.5","@SuppressWarnings(""resource"")
public static CSVParser parse(final InputStream inputStream, final Charset charset, final CSVFormat format) throws IOException {
    Objects.requireNonNull(inputStream, ""inputStream"");
    Objects.requireNonNull(format, ""format"");
    return parse(new InputStreamReader(inputStream, charset), format);
}","CSVParser","public , static ","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.csv.CSVParser.parse(InputStream,Charset,CSVFormat).inputStream","Parameter_1","Belong to org.apache.commons.csv.CSVParser.parse(InputStream,Charset,CSVFormat)","Parameter has not source code","No return type","No modifier","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.csv.CSVParser.parse(InputStream,Charset,CSVFormat).charset","Parameter_2","Belong to org.apache.commons.csv.CSVParser.parse(InputStream,Charset,CSVFormat)","Parameter has not source code","No return type","No modifier","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.csv.CSVParser.parse(InputStream,Charset,CSVFormat).format","Parameter_3","Belong to org.apache.commons.csv.CSVParser.parse(InputStream,Charset,CSVFormat)","Parameter has not source code","No return type","No modifier","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.csv.CSVParser.parse(Path,Charset,CSVFormat)","Method","* Creates and returns a parser for the given {@link Path}, which the caller MUST close.
     *
     * @param path
     *            a CSV file. Must not be null.
     * @param charset
     *            The Charset to decode the given file.
     * @param format
     *            the CSVFormat used for CSV parsing. Must not be null.
     * @return a new parser
     * @throws IllegalArgumentException
     *             If the parameters of the format are inconsistent or if either file or format are null.
     * @throws IOException
     *             If an I/O error occurs
     * @throws CSVException Thrown on invalid input.
     * @since 1.5","@SuppressWarnings(""resource"")
public static CSVParser parse(final Path path, final Charset charset, final CSVFormat format) throws IOException {
    Objects.requireNonNull(path, ""path"");
    Objects.requireNonNull(format, ""format"");
    return parse(Files.newInputStream(path), charset, format);
}","CSVParser","public , static ","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.csv.CSVParser.parse(Path,Charset,CSVFormat).path","Parameter_1","Belong to org.apache.commons.csv.CSVParser.parse(Path,Charset,CSVFormat)","Parameter has not source code","No return type","No modifier","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.csv.CSVParser.parse(Path,Charset,CSVFormat).charset","Parameter_2","Belong to org.apache.commons.csv.CSVParser.parse(Path,Charset,CSVFormat)","Parameter has not source code","No return type","No modifier","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.csv.CSVParser.parse(Path,Charset,CSVFormat).format","Parameter_3","Belong to org.apache.commons.csv.CSVParser.parse(Path,Charset,CSVFormat)","Parameter has not source code","No return type","No modifier","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.csv.CSVParser.parse(Reader,CSVFormat)","Method","* Creates a CSV parser using the given {@link CSVFormat}
     *
     * <p>
     * If you do not read all records from the given {@code reader}, you should call {@link #close()} on the parser,
     * unless you close the {@code reader}.
     * </p>
     *
     * @param reader
     *            a Reader containing CSV-formatted input. Must not be null.
     * @param format
     *            the CSVFormat used for CSV parsing. Must not be null.
     * @return a new CSVParser configured with the given reader and format.
     * @throws IllegalArgumentException
     *             If the parameters of the format are inconsistent or if either reader or format are null.
     * @throws IOException
     *             If there is a problem reading the header or skipping the first record
     * @throws CSVException Thrown on invalid input.
     * @since 1.5","public static CSVParser parse(final Reader reader, final CSVFormat format) throws IOException {
    return builder().setReader(reader).setFormat(format).get();
}","CSVParser","public , static ","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.csv.CSVParser.parse(Reader,CSVFormat).reader","Parameter_1","Belong to org.apache.commons.csv.CSVParser.parse(Reader,CSVFormat)","Parameter has not source code","No return type","No modifier","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.csv.CSVParser.parse(Reader,CSVFormat).format","Parameter_2","Belong to org.apache.commons.csv.CSVParser.parse(Reader,CSVFormat)","Parameter has not source code","No return type","No modifier","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.csv.CSVParser.parse(String,CSVFormat)","Method","* Creates a parser for the given {@link String}.
     *
     * @param string
     *            a CSV string. Must not be null.
     * @param format
     *            the CSVFormat used for CSV parsing. Must not be null.
     * @return a new parser
     * @throws IllegalArgumentException
     *             If the parameters of the format are inconsistent or if either string or format are null.
     * @throws IOException
     *             If an I/O error occurs
     * @throws CSVException Thrown on invalid input.","public static CSVParser parse(final String string, final CSVFormat format) throws IOException {
    Objects.requireNonNull(string, ""string"");
    Objects.requireNonNull(format, ""format"");
    return parse(new StringReader(string), format);
}","CSVParser","public , static ","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.csv.CSVParser.parse(String,CSVFormat).string","Parameter_1","Belong to org.apache.commons.csv.CSVParser.parse(String,CSVFormat)","Parameter has not source code","No return type","No modifier","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.csv.CSVParser.parse(String,CSVFormat).format","Parameter_2","Belong to org.apache.commons.csv.CSVParser.parse(String,CSVFormat)","Parameter has not source code","No return type","No modifier","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.csv.CSVParser.parse(URL,Charset,CSVFormat)","Method","* Creates and returns a parser for the given URL, which the caller MUST close.
     *
     * <p>
     * If you do not read all records from the given {@code url}, you should call {@link #close()} on the parser, unless
     * you close the {@code url}.
     * </p>
     *
     * @param url
     *            a URL. Must not be null.
     * @param charset
     *            the charset for the resource. Must not be null.
     * @param format
     *            the CSVFormat used for CSV parsing. Must not be null.
     * @return a new parser
     * @throws IllegalArgumentException
     *             If the parameters of the format are inconsistent or if either url, charset or format are null.
     * @throws IOException
     *             If an I/O error occurs
     * @throws CSVException Thrown on invalid input.","@SuppressWarnings(""resource"")
public static CSVParser parse(final URL url, final Charset charset, final CSVFormat format) throws IOException {
    Objects.requireNonNull(url, ""url"");
    return parse(url.openStream(), charset, format);
}","CSVParser","public , static ","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.csv.CSVParser.parse(URL,Charset,CSVFormat).url","Parameter_1","Belong to org.apache.commons.csv.CSVParser.parse(URL,Charset,CSVFormat)","Parameter has not source code","No return type","No modifier","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.csv.CSVParser.parse(URL,Charset,CSVFormat).charset","Parameter_2","Belong to org.apache.commons.csv.CSVParser.parse(URL,Charset,CSVFormat)","Parameter has not source code","No return type","No modifier","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.csv.CSVParser.parse(URL,Charset,CSVFormat).format","Parameter_3","Belong to org.apache.commons.csv.CSVParser.parse(URL,Charset,CSVFormat)","Parameter has not source code","No return type","No modifier","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.csv.CSVParser.addRecordValue(boolean)","Method","No Comment","private void addRecordValue(final boolean lastRecord) {
    final String input = format.trim(reusableToken.content.toString());
    if (lastRecord && input.isEmpty() && format.getTrailingDelimiter()) {
        return;
    }
    recordList.add(handleNull(input));
}","void","private ","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.csv.CSVParser.addRecordValue(boolean).lastRecord","Parameter_1","Belong to org.apache.commons.csv.CSVParser.addRecordValue(boolean)","Parameter has not source code","No return type","No modifier","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.csv.CSVParser.close()","Method","* Closes resources.
     *
     * @throws IOException
     *             If an I/O error occurs","@Override
public void close() throws IOException {
    lexer.close();
}","void","public ","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.csv.CSVParser.createEmptyHeaderMap()","Method","No Comment","private Map<String, Integer> createEmptyHeaderMap() {
    return format.getIgnoreHeaderCase() ? new TreeMap<>(String.CASE_INSENSITIVE_ORDER) : new LinkedHashMap<>();
}","Map","private ","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.csv.CSVParser.createHeaders()","Method","* Creates the name to index mapping if the format defines a header.
     *
     * @return null if the format has no header.
     * @throws IOException if there is a problem reading the header or skipping the first record
     * @throws CSVException on invalid input.","private Headers createHeaders() throws IOException {
    Map<String, Integer> hdrMap = null;
    List<String> headerNames = null;
    final String[] formatHeader = format.getHeader();
    if (formatHeader != null) {
        hdrMap = createEmptyHeaderMap();
        String[] headerRecord = null;
        if (formatHeader.length == 0) {
            // read the header from the first line of the file
            final CSVRecord nextRecord = nextRecord();
            if (nextRecord != null) {
                headerRecord = nextRecord.values();
                headerComment = nextRecord.getComment();
            }
        } else {
            if (format.getSkipHeaderRecord()) {
                final CSVRecord nextRecord = nextRecord();
                if (nextRecord != null) {
                    headerComment = nextRecord.getComment();
                }
            }
            headerRecord = formatHeader;
        }
        // build the name to index mappings
        if (headerRecord != null) {
            // Track an occurrence of a null, empty or blank header.
            boolean observedMissing = false;
            for (int i = 0; i < headerRecord.length; i++) {
                final String header = headerRecord[i];
                final boolean blankHeader = CSVFormat.isBlank(header);
                if (blankHeader && !format.getAllowMissingColumnNames()) {
                    throw new IllegalArgumentException(""A header name is missing in "" + Arrays.toString(headerRecord));
                }
                final boolean containsHeader = blankHeader ? observedMissing : hdrMap.containsKey(header);
                final DuplicateHeaderMode headerMode = format.getDuplicateHeaderMode();
                final boolean duplicatesAllowed = headerMode == DuplicateHeaderMode.ALLOW_ALL;
                final boolean emptyDuplicatesAllowed = headerMode == DuplicateHeaderMode.ALLOW_EMPTY;
                if (containsHeader && !duplicatesAllowed && !(blankHeader && emptyDuplicatesAllowed)) {
                    throw new IllegalArgumentException(String.format(""The header contains a duplicate name: \""%s\"" in %s. If this is valid then use CSVFormat.Builder.setDuplicateHeaderMode()."", header, Arrays.toString(headerRecord)));
                }
                observedMissing |= blankHeader;
                if (header != null) {
                    // N.B. Explicit (un)boxing is intentional
                    hdrMap.put(header, Integer.valueOf(i));
                    if (headerNames == null) {
                        headerNames = new ArrayList<>(headerRecord.length);
                    }
                    headerNames.add(header);
                }
            }
        }
    }
    // Make header names Collection immutable
    return new Headers(hdrMap, headerNames == null ? Collections.emptyList() : Collections.unmodifiableList(headerNames));
}","Headers","private ","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.csv.CSVParser.getCurrentLineNumber()","Method","* Gets the current line number in the input stream.
     *
     * <p>
     * <strong>ATTENTION:</strong> If your CSV input has multi-line values, the returned number does not correspond to
     * the record number.
     * </p>
     *
     * @return current line number","public long getCurrentLineNumber() {
    return lexer.getCurrentLineNumber();
}","long","public ","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.csv.CSVParser.getFirstEndOfLine()","Method","* Gets the first end-of-line string encountered.
     *
     * @return the first end-of-line string
     * @since 1.5","public String getFirstEndOfLine() {
    return lexer.getFirstEol();
}","String","public ","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.csv.CSVParser.getHeaderComment()","Method","* Gets the header comment, if any.
     * The header comment appears before the header record.
     *
     * @return the header comment for this stream, or null if no comment is available.
     * @since 1.10.0","public String getHeaderComment() {
    return headerComment;
}","String","public ","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.csv.CSVParser.getHeaderMap()","Method","* Gets a copy of the header map as defined in the CSVFormat's header.
     * <p>
     * The map keys are column names. The map values are 0-based indices.
     * </p>
     * <p>
     * Note: The map can only provide a one-to-one mapping when the format did not
     * contain null or duplicate column names.
     * </p>
     *
     * @return a copy of the header map.","public Map<String, Integer> getHeaderMap() {
    if (headers.headerMap == null) {
        return null;
    }
    final Map<String, Integer> map = createEmptyHeaderMap();
    map.putAll(headers.headerMap);
    return map;
}","Map","public ","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.csv.CSVParser.getHeaderMapRaw()","Method","* Gets the underlying header map.
     *
     * @return the underlying header map.","Map<String, Integer> getHeaderMapRaw() {
    return headers.headerMap;
}","Map","default","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.csv.CSVParser.getHeaderNames()","Method","* Gets a read-only list of header names that iterates in column order as defined in the CSVFormat's header.
     * <p>
     * Note: The list provides strings that can be used as keys in the header map.
     * The list will not contain null column names if they were present in the input
     * format.
     * </p>
     *
     * @return read-only list of header names that iterates in column order.
     * @see #getHeaderMap()
     * @since 1.7","public List<String> getHeaderNames() {
    return Collections.unmodifiableList(headers.headerNames);
}","List","public ","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.csv.CSVParser.getRecordNumber()","Method","* Gets the current record number in the input stream.
     *
     * <p>
     * <strong>ATTENTION:</strong> If your CSV input has multi-line values, the returned number does not correspond to
     * the line number.
     * </p>
     *
     * @return current record number","public long getRecordNumber() {
    return recordNumber;
}","long","public ","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.csv.CSVParser.getRecords()","Method","* Parses the CSV input according to the given format and returns the content as a list of
     * {@link CSVRecord CSVRecords}.
     *
     * <p>
     * The returned content starts at the current parse-position in the stream.
     * </p>
     * <p>
     * You can use {@link CSVFormat.Builder#setMaxRows(long)} to limit how many rows this method produces.
     * </p>
     *
     * @return list of {@link CSVRecord CSVRecords}, may be empty
     * @throws UncheckedIOException
     *             on parse error or input read-failure","public List<CSVRecord> getRecords() {
    return stream().collect(Collectors.toList());
}","List","public ","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.csv.CSVParser.getTrailerComment()","Method","* Gets the trailer comment, if any.
     * Trailer comments are located between the last record and EOF
     *
     * @return the trailer comment for this stream, or null if no comment is available.
     * @since 1.10.0","public String getTrailerComment() {
    return trailerComment;
}","String","public ","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.csv.CSVParser.handleNull(String)","Method","* Handles whether the input is parsed as null
     *
     * @param input
     *           the cell data to further processed
     * @return null if input is parsed as null, or input itself if the input isn't parsed as null","private String handleNull(final String input) {
    final boolean isQuoted = reusableToken.isQuoted;
    final String nullString = format.getNullString();
    final boolean strictQuoteMode = isStrictQuoteMode();
    if (input.equals(nullString)) {
        // nullString = NULL(String), distinguish between ""NULL"" and NULL in ALL_NON_NULL or NON_NUMERIC quote mode
        return strictQuoteMode && isQuoted ? input : null;
    }
    // don't set nullString, distinguish between """" and ,, (absent values) in All_NON_NULL or NON_NUMERIC quote mode
    return strictQuoteMode && nullString == null && input.isEmpty() && !isQuoted ? null : input;
}","String","private ","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.csv.CSVParser.handleNull(String).input","Parameter_1","Belong to org.apache.commons.csv.CSVParser.handleNull(String)","Parameter has not source code","No return type","No modifier","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.csv.CSVParser.hasHeaderComment()","Method","* Checks whether there is a header comment.
     * The header comment appears before the header record.
     * Note that if the parser's format has been given an explicit header
     * (with {@link CSVFormat.Builder#setHeader(String... )} or another overload)
     * and the header record is not being skipped
     * ({@link CSVFormat.Builder#setSkipHeaderRecord} is false) then any initial comments
     * will be associated with the first record, not the header.
     *
     * @return true if this parser has seen a header comment, false otherwise
     * @since 1.10.0","public boolean hasHeaderComment() {
    return headerComment != null;
}","boolean","public ","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.csv.CSVParser.hasTrailerComment()","Method","* Checks whether there is a trailer comment.
     * Trailer comments are located between the last record and EOF.
     * The trailer comments will only be available after the parser has
     * finished processing this stream.
     *
     * @return true if this parser has seen a trailer comment, false otherwise
     * @since 1.10.0","public boolean hasTrailerComment() {
    return trailerComment != null;
}","boolean","public ","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.csv.CSVParser.isClosed()","Method","* Tests whether this parser is closed.
     *
     * @return whether this parser is closed.","public boolean isClosed() {
    return lexer.isClosed();
}","boolean","public ","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.csv.CSVParser.isStrictQuoteMode()","Method","* Tests whether the format's {@link QuoteMode} is {@link QuoteMode#ALL_NON_NULL} or {@link QuoteMode#NON_NUMERIC}.
     *
     * @return true if the format's {@link QuoteMode} is {@link QuoteMode#ALL_NON_NULL} or
     *         {@link QuoteMode#NON_NUMERIC}.","private boolean isStrictQuoteMode() {
    return format.getQuoteMode() == QuoteMode.ALL_NON_NULL || format.getQuoteMode() == QuoteMode.NON_NUMERIC;
}","boolean","private ","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.csv.CSVParser.iterator()","Method","* Returns the record iterator.
     *
     * <p>
     * An {@link IOException} caught during the iteration is re-thrown as an
     * {@link IllegalStateException}.
     * </p>
     * <p>
     * If the parser is closed, the iterator will not yield any more records.
     * A call to {@link Iterator#hasNext()} will return {@code false} and
     * a call to {@link Iterator#next()} will throw a
     * {@link NoSuchElementException}.
     * </p>
     * <p>
     * If it is necessary to construct an iterator which is usable after the
     * parser is closed, one option is to extract all records as a list with
     * {@link #getRecords()}, and return an iterator to that list.
     * </p>
     * <p>
     * You can use {@link CSVFormat.Builder#setMaxRows(long)} to limit how many rows an Iterator produces.
     * </p>","@Override
public Iterator<CSVRecord> iterator() {
    return csvRecordIterator;
}","Iterator","public ","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.csv.CSVParser.nextRecord()","Method","* Parses the next record from the current point in the stream.
     *
     * @return the record as an array of values, or {@code null} if the end of the stream has been reached.
     * @throws IOException  on parse error or input read-failure.
     * @throws CSVException on invalid input.","CSVRecord nextRecord() throws IOException {
    CSVRecord result = null;
    recordList.clear();
    StringBuilder sb = null;
    final long startCharPosition = lexer.getCharacterPosition() + characterOffset;
    final long startBytePosition = lexer.getBytesRead() + this.characterOffset;
    do {
        reusableToken.reset();
        lexer.nextToken(reusableToken);
        switch(reusableToken.type) {
            case TOKEN:
                addRecordValue(false);
                break;
            case EORECORD:
                addRecordValue(true);
                break;
            case EOF:
                if (reusableToken.isReady) {
                    addRecordValue(true);
                } else if (sb != null) {
                    trailerComment = sb.toString();
                }
                break;
            case INVALID:
                throw new CSVException(""(line %,d) invalid parse sequence"", getCurrentLineNumber());
            case // Ignored currently
            COMMENT:
                if (sb == null) {
                    // first comment for this record
                    sb = new StringBuilder();
                } else {
                    sb.append(Constants.LF);
                }
                sb.append(reusableToken.content);
                // Read another token
                reusableToken.type = TOKEN;
                break;
            default:
                throw new CSVException(""Unexpected Token type: %s"", reusableToken.type);
        }
    } while (reusableToken.type == TOKEN);
    if (!recordList.isEmpty()) {
        recordNumber++;
        final String comment = Objects.toString(sb, null);
        result = new CSVRecord(this, recordList.toArray(Constants.EMPTY_STRING_ARRAY), comment, recordNumber, startCharPosition, startBytePosition);
    }
    return result;
}","CSVRecord","default","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.csv.CSVParser.stream()","Method","* Returns a sequential {@code Stream} with this collection as its source.
     * <p>
     * If the parser is closed, the stream will not produce any more values.
     * See the comments in {@link #iterator()}.
     * </p>
     * <p>
     * You can use {@link CSVFormat.Builder#setMaxRows(long)} to limit how many rows a Stream produces.
     * </p>
     *
     * @return a sequential {@code Stream} with this collection as its source.
     * @since 1.9.0","public Stream<CSVRecord> stream() {
    return StreamSupport.stream(Spliterators.spliteratorUnknownSize(iterator(), Spliterator.ORDERED), false);
}","Stream","public ","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.csv.CSVParser.<init>(Reader,CSVFormat)","Constructor","* Constructs a new instance using the given {@link CSVFormat}
     *
     * <p>
     * If you do not read all records from the given {@code reader}, you should call {@link #close()} on the parser,
     * unless you close the {@code reader}.
     * </p>
     *
     * @param reader
     *            a Reader containing CSV-formatted input. Must not be null.
     * @param format
     *            the CSVFormat used for CSV parsing. Must not be null.
     * @throws IllegalArgumentException
     *             If the parameters of the format are inconsistent or if either reader or format are null.
     * @throws IOException
     *             If there is a problem reading the header or skipping the first record
     * @throws CSVException Thrown on invalid input.
     * @deprecated Will be removed in the next major version, use {@link Builder#get()}.","@Deprecated
public CSVParser(final Reader reader, final CSVFormat format) throws IOException {
    this(reader, format, 0, 1);
}","No return type","public ","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.csv.CSVParser.<init>(Reader,CSVFormat).reader","Parameter_1","Belong to org.apache.commons.csv.CSVParser.<init>(Reader,CSVFormat)","Parameter has not source code","No return type","No modifier","method/parameter/variable has no extends","method/parameter/variable has no implements"
"org.apache.commons.csv.CSVParser.<init>(Reader,CSVFormat).format","Parameter_2","Belong to org.apache.commons.csv.CSVParser.<init>(Reader,CSVFormat)","Parameter has not source code","No return type","No modifier","method/parameter/variable has no extends","method/parameter/variable has no implements"
