FEN:ID,:LABEL,Comment,Source Code,Signature,Modifiers
org.apache.commons.lang3.Conversion.TFFF,Field,No Comment,"private static final boolean[] TFFF = { true, false, false, false };",boolean[] TFFF,"private , static , final "
org.apache.commons.lang3.Conversion.FFFF,Field,No Comment,"private static final boolean[] FFFF = { false, false, false, false };",boolean[] FFFF,"private , static , final "
org.apache.commons.lang3.SystemUtils.OS_NAME_WINDOWS_PREFIX,Field,* The prefix String for all Windows OS.,"private static final String OS_NAME_WINDOWS_PREFIX = ""Windows"";",java.lang.String OS_NAME_WINDOWS_PREFIX,"private , static , final "
org.apache.commons.lang3.SystemUtils.FILE_ENCODING,Field,"* A constant for the System Property {@code file.encoding}.\n     *\n     * <p>\n     * File encoding, such as {@code Cp1252}.\n     * </p>\n     * <p>\n     * Defaults to {@code null} if the runtime does not have security access to read this property or the property does not exist.\n     * </p>\n     * <p>\n     * This value is initialized when the class is loaded. If {@link System#setProperty(String,String)} or {@link System#setProperties(java.util.Properties)} is\n     * called after this class is loaded, the value will be out of sync with that System property.\n     * </p>\n     *\n     * @see SystemProperties#getFileEncoding()\n     * @since 2.0\n     * @since Java 1.2",public static final String FILE_ENCODING = SystemProperties.getFileEncoding();,java.lang.String FILE_ENCODING,"public , static , final "
org.apache.commons.lang3.SystemUtils.FILE_SEPARATOR,Field,"* A constant for the System Property {@code file.separator}.\n     * <p>\n     * The file separator is:\n     * </p>\n     * <ul>\n     * <li>{@code ""/""} on Unix</li>\n     * <li>{@code ""\""} on Windows.</li>\n     * </ul>\n     *\n     * <p>\n     * Defaults to {@code null} if the runtime does not have security access to read this property or the property does not exist.\n     * </p>\n     * <p>\n     * This value is initialized when the class is loaded. If {@link System#setProperty(String,String)} or {@link System#setProperties(java.util.Properties)} is\n     * called after this class is loaded, the value will be out of sync with that System property.\n     * </p>\n     *\n     * @see SystemProperties#getFileSeparator()\n     * @deprecated Use {@link File#separator}, since it is guaranteed to be a string containing a single character and it does not require a privilege check.\n     * @since Java 1.1",@Deprecated\npublic static final String FILE_SEPARATOR = SystemProperties.getFileSeparator();,java.lang.String FILE_SEPARATOR,"public , static , final "
org.apache.commons.lang3.SystemUtils.JAVA_AWT_FONTS,Field,"* A constant for the System Property {@code java.awt.fonts}.\n     *\n     * <p>\n     * Defaults to {@code null} if the runtime does not have security access to read this property or the property does not exist.\n     * </p>\n     * <p>\n     * This value is initialized when the class is loaded. If {@link System#setProperty(String,String)} or {@link System#setProperties(java.util.Properties)} is\n     * called after this class is loaded, the value will be out of sync with that System property.\n     * </p>\n     *\n     * @see SystemProperties#getJavaAwtFonts()\n     * @since 2.1",public static final String JAVA_AWT_FONTS = SystemProperties.getJavaAwtFonts();,java.lang.String JAVA_AWT_FONTS,"public , static , final "
org.apache.commons.lang3.SystemUtils.JAVA_AWT_GRAPHICSENV,Field,"* A constant for the System Property {@code java.awt.graphicsenv}.\n     *\n     * <p>\n     * Defaults to {@code null} if the runtime does not have security access to read this property or the property does not exist.\n     * </p>\n     * <p>\n     * This value is initialized when the class is loaded. If {@link System#setProperty(String,String)} or {@link System#setProperties(java.util.Properties)} is\n     * called after this class is loaded, the value will be out of sync with that System property.\n     * </p>\n     *\n     * @see SystemProperties#getJavaAwtGraphicsenv()\n     * @since 2.1",public static final String JAVA_AWT_GRAPHICSENV = SystemProperties.getJavaAwtGraphicsenv();,java.lang.String JAVA_AWT_GRAPHICSENV,"public , static , final "
org.apache.commons.lang3.SystemUtils.JAVA_AWT_HEADLESS,Field,"* A constant for the System Property {@code java.awt.headless}. The value of this property is the String {@code ""true""} or {@code ""false""}.\n     *\n     * <p>\n     * Defaults to {@code null} if the runtime does not have security access to read this property or the property does not exist.\n     * </p>\n     * <p>\n     * This value is initialized when the class is loaded. If {@link System#setProperty(String,String)} or {@link System#setProperties(java.util.Properties)} is\n     * called after this class is loaded, the value will be out of sync with that System property.\n     * </p>\n     *\n     * @see #isJavaAwtHeadless()\n     * @see SystemProperties#getJavaAwtHeadless()\n     * @since 2.1\n     * @since Java 1.4",public static final String JAVA_AWT_HEADLESS = SystemProperties.getJavaAwtHeadless();,java.lang.String JAVA_AWT_HEADLESS,"public , static , final "
org.apache.commons.lang3.SystemUtils.JAVA_AWT_PRINTERJOB,Field,"* A constant for the System Property {@code java.awt.printerjob}.\n     *\n     * <p>\n     * Defaults to {@code null} if the runtime does not have security access to read this property or the property does not exist.\n     * </p>\n     * <p>\n     * This value is initialized when the class is loaded. If {@link System#setProperty(String,String)} or {@link System#setProperties(java.util.Properties)} is\n     * called after this class is loaded, the value will be out of sync with that System property.\n     * </p>\n     *\n     * @see SystemProperties#getJavaAwtPrinterjob()\n     * @since 2.1",public static final String JAVA_AWT_PRINTERJOB = SystemProperties.getJavaAwtPrinterjob();,java.lang.String JAVA_AWT_PRINTERJOB,"public , static , final "
org.apache.commons.lang3.SystemUtils.JAVA_CLASS_PATH,Field,"* A constant for the System Property {@code java.class.path}. Java class path.\n     *\n     * <p>\n     * Defaults to {@code null} if the runtime does not have security access to read this property or the property does not exist.\n     * </p>\n     * <p>\n     * This value is initialized when the class is loaded. If {@link System#setProperty(String,String)} or {@link System#setProperties(java.util.Properties)} is\n     * called after this class is loaded, the value will be out of sync with that System property.\n     * </p>\n     *\n     * @see SystemProperties#getJavaClassPath()\n     * @since Java 1.1",public static final String JAVA_CLASS_PATH = SystemProperties.getJavaClassPath();,java.lang.String JAVA_CLASS_PATH,"public , static , final "
org.apache.commons.lang3.SystemUtils.JAVA_CLASS_VERSION,Field,"* A constant for the System Property {@code java.class.version}. Java class format version number.\n     *\n     * <p>\n     * Defaults to {@code null} if the runtime does not have security access to read this property or the property does not exist.\n     * </p>\n     * <p>\n     * This value is initialized when the class is loaded. If {@link System#setProperty(String,String)} or {@link System#setProperties(java.util.Properties)} is\n     * called after this class is loaded, the value will be out of sync with that System property.\n     * </p>\n     *\n     * @see SystemProperties#getJavaClassVersion()\n     * @since Java 1.1",public static final String JAVA_CLASS_VERSION = SystemProperties.getJavaClassVersion();,java.lang.String JAVA_CLASS_VERSION,"public , static , final "
org.apache.commons.lang3.SystemUtils.JAVA_COMPILER,Field,"* A constant for the System Property {@code java.compiler}. Name of JIT compiler to use. First in JDK version 1.2. Not used in Sun JDKs after 1.2.\n     *\n     * <p>\n     * Defaults to {@code null} if the runtime does not have security access to read this property or the property does not exist.\n     * </p>\n     * <p>\n     * This value is initialized when the class is loaded. If {@link System#setProperty(String,String)} or {@link System#setProperties(java.util.Properties)} is\n     * called after this class is loaded, the value will be out of sync with that System property.\n     * </p>\n     *\n     * @see SystemProperties#getJavaCompiler()\n     * @since Java 1.2. Not used in Sun versions after 1.2.",public static final String JAVA_COMPILER = SystemProperties.getJavaCompiler();,java.lang.String JAVA_COMPILER,"public , static , final "
org.apache.commons.lang3.SystemUtils.JAVA_ENDORSED_DIRS,Field,"* A constant for the System Property {@code java.endorsed.dirs}. Path of endorsed directory or directories.\n     *\n     * <p>\n     * Defaults to {@code null} if the runtime does not have security access to read this property or the property does not exist.\n     * </p>\n     * <p>\n     * This value is initialized when the class is loaded. If {@link System#setProperty(String,String)} or {@link System#setProperties(java.util.Properties)} is\n     * called after this class is loaded, the value will be out of sync with that System property.\n     * </p>\n     *\n     * @see SystemProperties#getJavaEndorsedDirs()\n     * @since Java 1.4",public static final String JAVA_ENDORSED_DIRS = SystemProperties.getJavaEndorsedDirs();,java.lang.String JAVA_ENDORSED_DIRS,"public , static , final "
org.apache.commons.lang3.SystemUtils.JAVA_EXT_DIRS,Field,"* A constant for the System Property {@code java.ext.dirs}. Path of extension directory or directories.\n     *\n     * <p>\n     * Defaults to {@code null} if the runtime does not have security access to read this property or the property does not exist.\n     * </p>\n     * <p>\n     * This value is initialized when the class is loaded. If {@link System#setProperty(String,String)} or {@link System#setProperties(java.util.Properties)} is\n     * called after this class is loaded, the value will be out of sync with that System property.\n     * </p>\n     *\n     * @see SystemProperties#getJavaExtDirs()\n     * @since Java 1.3",public static final String JAVA_EXT_DIRS = SystemProperties.getJavaExtDirs();,java.lang.String JAVA_EXT_DIRS,"public , static , final "
org.apache.commons.lang3.SystemUtils.JAVA_HOME,Field,"* A constant for the System Property {@code java.home}. Java installation directory.\n     *\n     * <p>\n     * Defaults to {@code null} if the runtime does not have security access to read this property or the property does not exist.\n     * </p>\n     * <p>\n     * This value is initialized when the class is loaded. If {@link System#setProperty(String,String)} or {@link System#setProperties(java.util.Properties)} is\n     * called after this class is loaded, the value will be out of sync with that System property.\n     * </p>\n     *\n     * @see SystemProperties#getJavaHome()\n     * @since Java 1.1",public static final String JAVA_HOME = SystemProperties.getJavaHome();,java.lang.String JAVA_HOME,"public , static , final "
org.apache.commons.lang3.SystemUtils.JAVA_IO_TMPDIR,Field,"* A constant for the System Property {@code java.io.tmpdir}. Default temp file path.\n     *\n     * <p>\n     * Defaults to {@code null} if the runtime does not have security access to read this property or the property does not exist.\n     * </p>\n     * <p>\n     * This value is initialized when the class is loaded. If {@link System#setProperty(String,String)} or {@link System#setProperties(java.util.Properties)} is\n     * called after this class is loaded, the value will be out of sync with that System property.\n     * </p>\n     *\n     * @see SystemProperties#getJavaIoTmpdir()\n     * @since Java 1.2",public static final String JAVA_IO_TMPDIR = SystemProperties.getJavaIoTmpdir();,java.lang.String JAVA_IO_TMPDIR,"public , static , final "
org.apache.commons.lang3.SystemUtils.JAVA_LIBRARY_PATH,Field,"* A constant for the System Property {@code java.library.path}. List of paths to search when loading libraries.\n     *\n     * <p>\n     * Defaults to {@code null} if the runtime does not have security access to read this property or the property does not exist.\n     * </p>\n     * <p>\n     * This value is initialized when the class is loaded. If {@link System#setProperty(String,String)} or {@link System#setProperties(java.util.Properties)} is\n     * called after this class is loaded, the value will be out of sync with that System property.\n     * </p>\n     *\n     * @see SystemProperties#getJavaLibraryPath()\n     * @since Java 1.2",public static final String JAVA_LIBRARY_PATH = SystemProperties.getJavaLibraryPath();,java.lang.String JAVA_LIBRARY_PATH,"public , static , final "
org.apache.commons.lang3.SystemUtils.JAVA_RUNTIME_NAME,Field,"* A constant for the System Property {@code java.runtime.name}. Java Runtime Environment name.\n     *\n     * <p>\n     * Defaults to {@code null} if the runtime does not have security access to read this property or the property does not exist.\n     * </p>\n     * <p>\n     * This value is initialized when the class is loaded. If {@link System#setProperty(String,String)} or {@link System#setProperties(java.util.Properties)} is\n     * called after this class is loaded, the value will be out of sync with that System property.\n     * </p>\n     *\n     * @see SystemProperties#getJavaRuntimeName()\n     * @since 2.0\n     * @since Java 1.3",public static final String JAVA_RUNTIME_NAME = SystemProperties.getJavaRuntimeName();,java.lang.String JAVA_RUNTIME_NAME,"public , static , final "
org.apache.commons.lang3.SystemUtils.JAVA_RUNTIME_VERSION,Field,"* A constant for the System Property {@code java.runtime.version}. Java Runtime Environment version.\n     *\n     * <p>\n     * Defaults to {@code null} if the runtime does not have security access to read this property or the property does not exist.\n     * </p>\n     * <p>\n     * This value is initialized when the class is loaded. If {@link System#setProperty(String,String)} or {@link System#setProperties(java.util.Properties)} is\n     * called after this class is loaded, the value will be out of sync with that System property.\n     * </p>\n     *\n     * @see SystemProperties#getJavaRuntimeVersion()\n     * @since 2.0\n     * @since Java 1.3",public static final String JAVA_RUNTIME_VERSION = SystemProperties.getJavaRuntimeVersion();,java.lang.String JAVA_RUNTIME_VERSION,"public , static , final "
org.apache.commons.lang3.SystemUtils.JAVA_SPECIFICATION_NAME,Field,"* A constant for the System Property {@code java.specification.name}. Java Runtime Environment specification name.\n     *\n     * <p>\n     * Defaults to {@code null} if the runtime does not have security access to read this property or the property does not exist.\n     * </p>\n     * <p>\n     * This value is initialized when the class is loaded. If {@link System#setProperty(String,String)} or {@link System#setProperties(java.util.Properties)} is\n     * called after this class is loaded, the value will be out of sync with that System property.\n     * </p>\n     *\n     * @see SystemProperties#getJavaSpecificationName()\n     * @since Java 1.2",public static final String JAVA_SPECIFICATION_NAME = SystemProperties.getJavaSpecificationName();,java.lang.String JAVA_SPECIFICATION_NAME,"public , static , final "
org.apache.commons.lang3.SystemUtils.JAVA_SPECIFICATION_VENDOR,Field,"* A constant for the System Property {@code java.specification.vendor}. Java Runtime Environment specification vendor.\n     *\n     * <p>\n     * Defaults to {@code null} if the runtime does not have security access to read this property or the property does not exist.\n     * </p>\n     * <p>\n     * This value is initialized when the class is loaded. If {@link System#setProperty(String,String)} or {@link System#setProperties(java.util.Properties)} is\n     * called after this class is loaded, the value will be out of sync with that System property.\n     * </p>\n     *\n     * @see SystemProperties#getJavaSpecificationVendor()\n     * @since Java 1.2",public static final String JAVA_SPECIFICATION_VENDOR = SystemProperties.getJavaSpecificationVendor();,java.lang.String JAVA_SPECIFICATION_VENDOR,"public , static , final "
org.apache.commons.lang3.SystemUtils.JAVA_SPECIFICATION_VERSION,Field,"* A constant for the System Property {@code java.specification.version}. Java Runtime Environment specification version.\n     *\n     * <p>\n     * Defaults to {@code null} if the runtime does not have security access to read this property or the property does not exist.\n     * </p>\n     * <p>\n     * This value is initialized when the class is loaded. If {@link System#setProperty(String,String)} or {@link System#setProperties(java.util.Properties)} is\n     * called after this class is loaded, the value will be out of sync with that System property.\n     * </p>\n     *\n     * @see SystemProperties#getJavaSpecificationVersion()\n     * @since Java 1.3",public static final String JAVA_SPECIFICATION_VERSION = SystemProperties.getJavaSpecificationVersion();,java.lang.String JAVA_SPECIFICATION_VERSION,"public , static , final "
org.apache.commons.lang3.SystemUtils.JAVA_SPECIFICATION_VERSION_AS_ENUM,Field,No Comment,private static final JavaVersion JAVA_SPECIFICATION_VERSION_AS_ENUM = JavaVersion.get(JAVA_SPECIFICATION_VERSION);,org.apache.commons.lang3.JavaVersion JAVA_SPECIFICATION_VERSION_AS_ENUM,"private , static , final "
org.apache.commons.lang3.SystemUtils.JAVA_UTIL_PREFS_PREFERENCES_FACTORY,Field,"* A constant for the System Property {@code java.util.prefs.PreferencesFactory}. A class name.\n     *\n     * <p>\n     * Defaults to {@code null} if the runtime does not have security access to read this property or the property does not exist.\n     * </p>\n     * <p>\n     * This value is initialized when the class is loaded. If {@link System#setProperty(String,String)} or {@link System#setProperties(java.util.Properties)} is\n     * called after this class is loaded, the value will be out of sync with that System property.\n     * </p>\n     *\n     * @see SystemProperties#getJavaUtilPrefsPreferencesFactory()\n     * @since 2.1\n     * @since Java 1.4",public static final String JAVA_UTIL_PREFS_PREFERENCES_FACTORY = SystemProperties.getJavaUtilPrefsPreferencesFactory();,java.lang.String JAVA_UTIL_PREFS_PREFERENCES_FACTORY,"public , static , final "
org.apache.commons.lang3.SystemUtils.JAVA_VENDOR,Field,"* A constant for the System Property {@code java.vendor}. Java vendor-specific string.\n     *\n     * <p>\n     * Defaults to {@code null} if the runtime does not have security access to read this property or the property does not exist.\n     * </p>\n     * <p>\n     * This value is initialized when the class is loaded. If {@link System#setProperty(String,String)} or {@link System#setProperties(java.util.Properties)} is\n     * called after this class is loaded, the value will be out of sync with that System property.\n     * </p>\n     *\n     * @see SystemProperties#getJavaVendor()\n     * @since Java 1.1",public static final String JAVA_VENDOR = SystemProperties.getJavaVendor();,java.lang.String JAVA_VENDOR,"public , static , final "
org.apache.commons.lang3.SystemUtils.JAVA_VENDOR_URL,Field,"* A constant for the System Property {@code java.vendor.url}. Java vendor URL.\n     *\n     * <p>\n     * Defaults to {@code null} if the runtime does not have security access to read this property or the property does not exist.\n     * </p>\n     * <p>\n     * This value is initialized when the class is loaded. If {@link System#setProperty(String,String)} or {@link System#setProperties(java.util.Properties)} is\n     * called after this class is loaded, the value will be out of sync with that System property.\n     * </p>\n     *\n     * @see SystemProperties#getJavaVendorUrl()\n     * @since Java 1.1",public static final String JAVA_VENDOR_URL = SystemProperties.getJavaVendorUrl();,java.lang.String JAVA_VENDOR_URL,"public , static , final "
org.apache.commons.lang3.SystemUtils.JAVA_VERSION,Field,"* A constant for the System Property {@code java.version}. Java version number.\n     *\n     * <p>\n     * Defaults to {@code null} if the runtime does not have security access to read this property or the property does not exist.\n     * </p>\n     * <p>\n     * This value is initialized when the class is loaded. If {@link System#setProperty(String,String)} or {@link System#setProperties(java.util.Properties)} is\n     * called after this class is loaded, the value will be out of sync with that System property.\n     * </p>\n     *\n     * @see SystemProperties#getJavaVersion()\n     * @since Java 1.1",public static final String JAVA_VERSION = SystemProperties.getJavaVersion();,java.lang.String JAVA_VERSION,"public , static , final "
org.apache.commons.lang3.SystemUtils.JAVA_VM_INFO,Field,"* A constant for the System Property {@code java.vm.info}. Java Virtual Machine implementation info.\n     *\n     * <p>\n     * Defaults to {@code null} if the runtime does not have security access to read this property or the property does not exist.\n     * </p>\n     * <p>\n     * This value is initialized when the class is loaded. If {@link System#setProperty(String,String)} or {@link System#setProperties(java.util.Properties)} is\n     * called after this class is loaded, the value will be out of sync with that System property.\n     * </p>\n     *\n     * @see SystemProperties#getJavaVmInfo()\n     * @since 2.0\n     * @since Java 1.2",public static final String JAVA_VM_INFO = SystemProperties.getJavaVmInfo();,java.lang.String JAVA_VM_INFO,"public , static , final "
org.apache.commons.lang3.SystemUtils.JAVA_VM_NAME,Field,"* A constant for the System Property {@code java.vm.name}. Java Virtual Machine implementation name.\n     *\n     * <p>\n     * Defaults to {@code null} if the runtime does not have security access to read this property or the property does not exist.\n     * </p>\n     * <p>\n     * This value is initialized when the class is loaded. If {@link System#setProperty(String,String)} or {@link System#setProperties(java.util.Properties)} is\n     * called after this class is loaded, the value will be out of sync with that System property.\n     * </p>\n     *\n     * @see SystemProperties#getJavaVmName()\n     * @since Java 1.2",public static final String JAVA_VM_NAME = SystemProperties.getJavaVmName();,java.lang.String JAVA_VM_NAME,"public , static , final "
org.apache.commons.lang3.SystemUtils.JAVA_VM_SPECIFICATION_NAME,Field,"* A constant for the System Property {@code java.vm.specification.name}. Java Virtual Machine specification name.\n     *\n     * <p>\n     * Defaults to {@code null} if the runtime does not have security access to read this property or the property does not exist.\n     * </p>\n     * <p>\n     * This value is initialized when the class is loaded. If {@link System#setProperty(String,String)} or {@link System#setProperties(java.util.Properties)} is\n     * called after this class is loaded, the value will be out of sync with that System property.\n     * </p>\n     *\n     * @see SystemProperties#getJavaVmSpecificationName()\n     * @since Java 1.2",public static final String JAVA_VM_SPECIFICATION_NAME = SystemProperties.getJavaVmSpecificationName();,java.lang.String JAVA_VM_SPECIFICATION_NAME,"public , static , final "
org.apache.commons.lang3.SystemUtils.JAVA_VM_SPECIFICATION_VENDOR,Field,"* A constant for the System Property {@code java.vm.specification.vendor}. Java Virtual Machine specification vendor.\n     *\n     * <p>\n     * Defaults to {@code null} if the runtime does not have security access to read this property or the property does not exist.\n     * </p>\n     * <p>\n     * This value is initialized when the class is loaded. If {@link System#setProperty(String,String)} or {@link System#setProperties(java.util.Properties)} is\n     * called after this class is loaded, the value will be out of sync with that System property.\n     * </p>\n     *\n     * @see SystemProperties#getJavaVmSpecificationVendor()\n     * @since Java 1.2",public static final String JAVA_VM_SPECIFICATION_VENDOR = SystemProperties.getJavaVmSpecificationVendor();,java.lang.String JAVA_VM_SPECIFICATION_VENDOR,"public , static , final "
org.apache.commons.lang3.SystemUtils.JAVA_VM_SPECIFICATION_VERSION,Field,"* A constant for the System Property {@code java.vm.specification.version}. Java Virtual Machine specification version.\n     *\n     * <p>\n     * Defaults to {@code null} if the runtime does not have security access to read this property or the property does not exist.\n     * </p>\n     * <p>\n     * This value is initialized when the class is loaded. If {@link System#setProperty(String,String)} or {@link System#setProperties(java.util.Properties)} is\n     * called after this class is loaded, the value will be out of sync with that System property.\n     * </p>\n     *\n     * @see SystemProperties#getJavaVmSpecificationVersion()\n     * @since Java 1.2",public static final String JAVA_VM_SPECIFICATION_VERSION = SystemProperties.getJavaVmSpecificationVersion();,java.lang.String JAVA_VM_SPECIFICATION_VERSION,"public , static , final "
org.apache.commons.lang3.SystemUtils.JAVA_VM_VENDOR,Field,"* A constant for the System Property {@code java.vm.vendor}. Java Virtual Machine implementation vendor.\n     *\n     * <p>\n     * Defaults to {@code null} if the runtime does not have security access to read this property or the property does not exist.\n     * </p>\n     * <p>\n     * This value is initialized when the class is loaded. If {@link System#setProperty(String,String)} or {@link System#setProperties(java.util.Properties)} is\n     * called after this class is loaded, the value will be out of sync with that System property.\n     * </p>\n     *\n     * @see SystemProperties#getJavaVmVendor()\n     * @since Java 1.2",public static final String JAVA_VM_VENDOR = SystemProperties.getJavaVmVendor();,java.lang.String JAVA_VM_VENDOR,"public , static , final "
org.apache.commons.lang3.SystemUtils.JAVA_VM_VERSION,Field,"* A constant for the System Property {@code java.vm.version}. Java Virtual Machine implementation version.\n     *\n     * <p>\n     * Defaults to {@code null} if the runtime does not have security access to read this property or the property does not exist.\n     * </p>\n     * <p>\n     * This value is initialized when the class is loaded. If {@link System#setProperty(String,String)} or {@link System#setProperties(java.util.Properties)} is\n     * called after this class is loaded, the value will be out of sync with that System property.\n     * </p>\n     *\n     * @see SystemProperties#getJavaVmVersion()\n     * @since Java 1.2",public static final String JAVA_VM_VERSION = SystemProperties.getJavaVmVersion();,java.lang.String JAVA_VM_VERSION,"public , static , final "
org.apache.commons.lang3.SystemUtils.LINE_SEPARATOR,Field,"* A constant for the System Property {@code line.separator}. Line separator ({@code &quot;\n&quot;} on Unix).\n     *\n     * <p>\n     * Defaults to {@code null} if the runtime does not have security access to read this property or the property does not exist.\n     * </p>\n     * <p>\n     * This value is initialized when the class is loaded. If {@link System#setProperty(String,String)} or {@link System#setProperties(java.util.Properties)} is\n     * called after this class is loaded, the value will be out of sync with that System property.\n     * </p>\n     *\n     * @see SystemProperties#getLineSeparator()\n     * @deprecated Use {@link System#lineSeparator()} instead, since it does not require a privilege check.\n     * @since Java 1.1",@Deprecated\npublic static final String LINE_SEPARATOR = SystemProperties.getLineSeparator();,java.lang.String LINE_SEPARATOR,"public , static , final "
org.apache.commons.lang3.SystemUtils.OS_ARCH,Field,"* A constant for the System Property {@code os.arch}. Operating system architecture.\n     *\n     * <p>\n     * Defaults to {@code null} if the runtime does not have security access to read this property or the property does not exist.\n     * </p>\n     * <p>\n     * This value is initialized when the class is loaded. If {@link System#setProperty(String,String)} or {@link System#setProperties(java.util.Properties)} is\n     * called after this class is loaded, the value will be out of sync with that System property.\n     * </p>\n     *\n     * @see SystemProperties#getOsArch()\n     * @since Java 1.1",public static final String OS_ARCH = SystemProperties.getOsArch();,java.lang.String OS_ARCH,"public , static , final "
org.apache.commons.lang3.SystemUtils.OS_NAME,Field,"* A constant for the System Property {@code os.name}. Operating system name.\n     *\n     * <p>\n     * Defaults to {@code null} if the runtime does not have security access to read this property or the property does not exist.\n     * </p>\n     * <p>\n     * This value is initialized when the class is loaded. If {@link System#setProperty(String,String)} or {@link System#setProperties(java.util.Properties)} is\n     * called after this class is loaded, the value will be out of sync with that System property.\n     * </p>\n     *\n     * @see SystemProperties#getOsName()\n     * @since Java 1.1",public static final String OS_NAME = SystemProperties.getOsName();,java.lang.String OS_NAME,"public , static , final "
org.apache.commons.lang3.SystemUtils.OS_VERSION,Field,"* A constant for the System Property {@code os.version}. Operating system version.\n     *\n     * <p>\n     * Defaults to {@code null} if the runtime does not have security access to read this property or the property does not exist.\n     * </p>\n     * <p>\n     * This value is initialized when the class is loaded. If {@link System#setProperty(String,String)} or {@link System#setProperties(java.util.Properties)} is\n     * called after this class is loaded, the value will be out of sync with that System property.\n     * </p>\n     *\n     * @see SystemProperties#getOsVersion()\n     * @since Java 1.1",public static final String OS_VERSION = SystemProperties.getOsVersion();,java.lang.String OS_VERSION,"public , static , final "
