"FEN","Type","Comment","Source Code","Return Type","Modifier","class_extends","implements"
"com.fasterxml.jackson.dataformat.xml.XmlPrettyPrinter.writeLeafElement(XMLStreamWriter2,String,String,char[],int,int,boolean).sw","Parameter_1","Belong to com.fasterxml.jackson.dataformat.xml.XmlPrettyPrinter.writeLeafElement(XMLStreamWriter2,String,String,char[],int,int,boolean)","Parameter has not source code","No return type","No modifier","method/parameter/variable has no extends","method/parameter/variable has no implements"
"com.fasterxml.jackson.dataformat.xml.XmlPrettyPrinter.writeLeafElement(XMLStreamWriter2,String,String,char[],int,int,boolean).nsURI","Parameter_2","Belong to com.fasterxml.jackson.dataformat.xml.XmlPrettyPrinter.writeLeafElement(XMLStreamWriter2,String,String,char[],int,int,boolean)","Parameter has not source code","No return type","No modifier","method/parameter/variable has no extends","method/parameter/variable has no implements"
"com.fasterxml.jackson.dataformat.xml.XmlPrettyPrinter.writeLeafElement(XMLStreamWriter2,String,String,char[],int,int,boolean).localName","Parameter_3","Belong to com.fasterxml.jackson.dataformat.xml.XmlPrettyPrinter.writeLeafElement(XMLStreamWriter2,String,String,char[],int,int,boolean)","Parameter has not source code","No return type","No modifier","method/parameter/variable has no extends","method/parameter/variable has no implements"
"com.fasterxml.jackson.dataformat.xml.XmlPrettyPrinter.writeLeafElement(XMLStreamWriter2,String,String,char[],int,int,boolean).buffer","Parameter_4","Belong to com.fasterxml.jackson.dataformat.xml.XmlPrettyPrinter.writeLeafElement(XMLStreamWriter2,String,String,char[],int,int,boolean)","Parameter has not source code","No return type","No modifier","method/parameter/variable has no extends","method/parameter/variable has no implements"
"com.fasterxml.jackson.dataformat.xml.XmlPrettyPrinter.writeLeafElement(XMLStreamWriter2,String,String,char[],int,int,boolean).offset","Parameter_5","Belong to com.fasterxml.jackson.dataformat.xml.XmlPrettyPrinter.writeLeafElement(XMLStreamWriter2,String,String,char[],int,int,boolean)","Parameter has not source code","No return type","No modifier","method/parameter/variable has no extends","method/parameter/variable has no implements"
"com.fasterxml.jackson.dataformat.xml.XmlPrettyPrinter.writeLeafElement(XMLStreamWriter2,String,String,char[],int,int,boolean).len","Parameter_6","Belong to com.fasterxml.jackson.dataformat.xml.XmlPrettyPrinter.writeLeafElement(XMLStreamWriter2,String,String,char[],int,int,boolean)","Parameter has not source code","No return type","No modifier","method/parameter/variable has no extends","method/parameter/variable has no implements"
"com.fasterxml.jackson.dataformat.xml.XmlPrettyPrinter.writeLeafElement(XMLStreamWriter2,String,String,char[],int,int,boolean).isCData","Parameter_7","Belong to com.fasterxml.jackson.dataformat.xml.XmlPrettyPrinter.writeLeafElement(XMLStreamWriter2,String,String,char[],int,int,boolean)","Parameter has not source code","No return type","No modifier","method/parameter/variable has no extends","method/parameter/variable has no implements"
"com.fasterxml.jackson.dataformat.xml.XmlPrettyPrinter.writeLeafElement(XMLStreamWriter2,String,String,boolean)","Abstract Method","No Comment","public void writeLeafElement(XMLStreamWriter2 sw, String nsURI, String localName, boolean value) throws XMLStreamException;","void","public ","method/parameter/variable has no extends","method/parameter/variable has no implements"
"com.fasterxml.jackson.dataformat.xml.XmlPrettyPrinter.writeLeafElement(XMLStreamWriter2,String,String,boolean).sw","Parameter_1","Belong to com.fasterxml.jackson.dataformat.xml.XmlPrettyPrinter.writeLeafElement(XMLStreamWriter2,String,String,boolean)","Parameter has not source code","No return type","No modifier","method/parameter/variable has no extends","method/parameter/variable has no implements"
"com.fasterxml.jackson.dataformat.xml.XmlPrettyPrinter.writeLeafElement(XMLStreamWriter2,String,String,boolean).nsURI","Parameter_2","Belong to com.fasterxml.jackson.dataformat.xml.XmlPrettyPrinter.writeLeafElement(XMLStreamWriter2,String,String,boolean)","Parameter has not source code","No return type","No modifier","method/parameter/variable has no extends","method/parameter/variable has no implements"
"com.fasterxml.jackson.dataformat.xml.XmlPrettyPrinter.writeLeafElement(XMLStreamWriter2,String,String,boolean).localName","Parameter_3","Belong to com.fasterxml.jackson.dataformat.xml.XmlPrettyPrinter.writeLeafElement(XMLStreamWriter2,String,String,boolean)","Parameter has not source code","No return type","No modifier","method/parameter/variable has no extends","method/parameter/variable has no implements"
"com.fasterxml.jackson.dataformat.xml.XmlPrettyPrinter.writeLeafElement(XMLStreamWriter2,String,String,boolean).value","Parameter_4","Belong to com.fasterxml.jackson.dataformat.xml.XmlPrettyPrinter.writeLeafElement(XMLStreamWriter2,String,String,boolean)","Parameter has not source code","No return type","No modifier","method/parameter/variable has no extends","method/parameter/variable has no implements"
"com.fasterxml.jackson.dataformat.xml.XmlPrettyPrinter.writeLeafElement(XMLStreamWriter2,String,String,int)","Abstract Method","No Comment","public void writeLeafElement(XMLStreamWriter2 sw, String nsURI, String localName, int value) throws XMLStreamException;","void","public ","method/parameter/variable has no extends","method/parameter/variable has no implements"
"com.fasterxml.jackson.dataformat.xml.XmlPrettyPrinter.writeLeafElement(XMLStreamWriter2,String,String,int).sw","Parameter_1","Belong to com.fasterxml.jackson.dataformat.xml.XmlPrettyPrinter.writeLeafElement(XMLStreamWriter2,String,String,int)","Parameter has not source code","No return type","No modifier","method/parameter/variable has no extends","method/parameter/variable has no implements"
"com.fasterxml.jackson.dataformat.xml.XmlPrettyPrinter.writeLeafElement(XMLStreamWriter2,String,String,int).nsURI","Parameter_2","Belong to com.fasterxml.jackson.dataformat.xml.XmlPrettyPrinter.writeLeafElement(XMLStreamWriter2,String,String,int)","Parameter has not source code","No return type","No modifier","method/parameter/variable has no extends","method/parameter/variable has no implements"
"com.fasterxml.jackson.dataformat.xml.XmlPrettyPrinter.writeLeafElement(XMLStreamWriter2,String,String,int).localName","Parameter_3","Belong to com.fasterxml.jackson.dataformat.xml.XmlPrettyPrinter.writeLeafElement(XMLStreamWriter2,String,String,int)","Parameter has not source code","No return type","No modifier","method/parameter/variable has no extends","method/parameter/variable has no implements"
"com.fasterxml.jackson.dataformat.xml.XmlPrettyPrinter.writeLeafElement(XMLStreamWriter2,String,String,int).value","Parameter_4","Belong to com.fasterxml.jackson.dataformat.xml.XmlPrettyPrinter.writeLeafElement(XMLStreamWriter2,String,String,int)","Parameter has not source code","No return type","No modifier","method/parameter/variable has no extends","method/parameter/variable has no implements"
"com.fasterxml.jackson.dataformat.xml.XmlPrettyPrinter.writeLeafElement(XMLStreamWriter2,String,String,long)","Abstract Method","No Comment","public void writeLeafElement(XMLStreamWriter2 sw, String nsURI, String localName, long value) throws XMLStreamException;","void","public ","method/parameter/variable has no extends","method/parameter/variable has no implements"
"com.fasterxml.jackson.dataformat.xml.XmlPrettyPrinter.writeLeafElement(XMLStreamWriter2,String,String,long).sw","Parameter_1","Belong to com.fasterxml.jackson.dataformat.xml.XmlPrettyPrinter.writeLeafElement(XMLStreamWriter2,String,String,long)","Parameter has not source code","No return type","No modifier","method/parameter/variable has no extends","method/parameter/variable has no implements"
"com.fasterxml.jackson.dataformat.xml.XmlPrettyPrinter.writeLeafElement(XMLStreamWriter2,String,String,long).nsURI","Parameter_2","Belong to com.fasterxml.jackson.dataformat.xml.XmlPrettyPrinter.writeLeafElement(XMLStreamWriter2,String,String,long)","Parameter has not source code","No return type","No modifier","method/parameter/variable has no extends","method/parameter/variable has no implements"
"com.fasterxml.jackson.dataformat.xml.XmlPrettyPrinter.writeLeafElement(XMLStreamWriter2,String,String,long).localName","Parameter_3","Belong to com.fasterxml.jackson.dataformat.xml.XmlPrettyPrinter.writeLeafElement(XMLStreamWriter2,String,String,long)","Parameter has not source code","No return type","No modifier","method/parameter/variable has no extends","method/parameter/variable has no implements"
"com.fasterxml.jackson.dataformat.xml.XmlPrettyPrinter.writeLeafElement(XMLStreamWriter2,String,String,long).value","Parameter_4","Belong to com.fasterxml.jackson.dataformat.xml.XmlPrettyPrinter.writeLeafElement(XMLStreamWriter2,String,String,long)","Parameter has not source code","No return type","No modifier","method/parameter/variable has no extends","method/parameter/variable has no implements"
"com.fasterxml.jackson.dataformat.xml.XmlPrettyPrinter.writeLeafElement(XMLStreamWriter2,String,String,double)","Abstract Method","No Comment","public void writeLeafElement(XMLStreamWriter2 sw, String nsURI, String localName, double value) throws XMLStreamException;","void","public ","method/parameter/variable has no extends","method/parameter/variable has no implements"
"com.fasterxml.jackson.dataformat.xml.XmlPrettyPrinter.writeLeafElement(XMLStreamWriter2,String,String,double).sw","Parameter_1","Belong to com.fasterxml.jackson.dataformat.xml.XmlPrettyPrinter.writeLeafElement(XMLStreamWriter2,String,String,double)","Parameter has not source code","No return type","No modifier","method/parameter/variable has no extends","method/parameter/variable has no implements"
"com.fasterxml.jackson.dataformat.xml.XmlPrettyPrinter.writeLeafElement(XMLStreamWriter2,String,String,double).nsURI","Parameter_2","Belong to com.fasterxml.jackson.dataformat.xml.XmlPrettyPrinter.writeLeafElement(XMLStreamWriter2,String,String,double)","Parameter has not source code","No return type","No modifier","method/parameter/variable has no extends","method/parameter/variable has no implements"
"com.fasterxml.jackson.dataformat.xml.XmlPrettyPrinter.writeLeafElement(XMLStreamWriter2,String,String,double).localName","Parameter_3","Belong to com.fasterxml.jackson.dataformat.xml.XmlPrettyPrinter.writeLeafElement(XMLStreamWriter2,String,String,double)","Parameter has not source code","No return type","No modifier","method/parameter/variable has no extends","method/parameter/variable has no implements"
"com.fasterxml.jackson.dataformat.xml.XmlPrettyPrinter.writeLeafElement(XMLStreamWriter2,String,String,double).value","Parameter_4","Belong to com.fasterxml.jackson.dataformat.xml.XmlPrettyPrinter.writeLeafElement(XMLStreamWriter2,String,String,double)","Parameter has not source code","No return type","No modifier","method/parameter/variable has no extends","method/parameter/variable has no implements"
"com.fasterxml.jackson.dataformat.xml.XmlPrettyPrinter.writeLeafElement(XMLStreamWriter2,String,String,float)","Abstract Method","No Comment","public void writeLeafElement(XMLStreamWriter2 sw, String nsURI, String localName, float value) throws XMLStreamException;","void","public ","method/parameter/variable has no extends","method/parameter/variable has no implements"
"com.fasterxml.jackson.dataformat.xml.XmlPrettyPrinter.writeLeafElement(XMLStreamWriter2,String,String,float).sw","Parameter_1","Belong to com.fasterxml.jackson.dataformat.xml.XmlPrettyPrinter.writeLeafElement(XMLStreamWriter2,String,String,float)","Parameter has not source code","No return type","No modifier","method/parameter/variable has no extends","method/parameter/variable has no implements"
"com.fasterxml.jackson.dataformat.xml.XmlPrettyPrinter.writeLeafElement(XMLStreamWriter2,String,String,float).nsURI","Parameter_2","Belong to com.fasterxml.jackson.dataformat.xml.XmlPrettyPrinter.writeLeafElement(XMLStreamWriter2,String,String,float)","Parameter has not source code","No return type","No modifier","method/parameter/variable has no extends","method/parameter/variable has no implements"
"com.fasterxml.jackson.dataformat.xml.XmlPrettyPrinter.writeLeafElement(XMLStreamWriter2,String,String,float).localName","Parameter_3","Belong to com.fasterxml.jackson.dataformat.xml.XmlPrettyPrinter.writeLeafElement(XMLStreamWriter2,String,String,float)","Parameter has not source code","No return type","No modifier","method/parameter/variable has no extends","method/parameter/variable has no implements"
"com.fasterxml.jackson.dataformat.xml.XmlPrettyPrinter.writeLeafElement(XMLStreamWriter2,String,String,float).value","Parameter_4","Belong to com.fasterxml.jackson.dataformat.xml.XmlPrettyPrinter.writeLeafElement(XMLStreamWriter2,String,String,float)","Parameter has not source code","No return type","No modifier","method/parameter/variable has no extends","method/parameter/variable has no implements"
"com.fasterxml.jackson.dataformat.xml.XmlPrettyPrinter.writeLeafElement(XMLStreamWriter2,String,String,BigInteger)","Abstract Method","No Comment","public void writeLeafElement(XMLStreamWriter2 sw, String nsURI, String localName, BigInteger value) throws XMLStreamException;","void","public ","method/parameter/variable has no extends","method/parameter/variable has no implements"
"com.fasterxml.jackson.dataformat.xml.XmlPrettyPrinter.writeLeafElement(XMLStreamWriter2,String,String,BigInteger).sw","Parameter_1","Belong to com.fasterxml.jackson.dataformat.xml.XmlPrettyPrinter.writeLeafElement(XMLStreamWriter2,String,String,BigInteger)","Parameter has not source code","No return type","No modifier","method/parameter/variable has no extends","method/parameter/variable has no implements"
"com.fasterxml.jackson.dataformat.xml.XmlPrettyPrinter.writeLeafElement(XMLStreamWriter2,String,String,BigInteger).nsURI","Parameter_2","Belong to com.fasterxml.jackson.dataformat.xml.XmlPrettyPrinter.writeLeafElement(XMLStreamWriter2,String,String,BigInteger)","Parameter has not source code","No return type","No modifier","method/parameter/variable has no extends","method/parameter/variable has no implements"
"com.fasterxml.jackson.dataformat.xml.XmlPrettyPrinter.writeLeafElement(XMLStreamWriter2,String,String,BigInteger).localName","Parameter_3","Belong to com.fasterxml.jackson.dataformat.xml.XmlPrettyPrinter.writeLeafElement(XMLStreamWriter2,String,String,BigInteger)","Parameter has not source code","No return type","No modifier","method/parameter/variable has no extends","method/parameter/variable has no implements"
"com.fasterxml.jackson.dataformat.xml.XmlPrettyPrinter.writeLeafElement(XMLStreamWriter2,String,String,BigInteger).value","Parameter_4","Belong to com.fasterxml.jackson.dataformat.xml.XmlPrettyPrinter.writeLeafElement(XMLStreamWriter2,String,String,BigInteger)","Parameter has not source code","No return type","No modifier","method/parameter/variable has no extends","method/parameter/variable has no implements"
"com.fasterxml.jackson.dataformat.xml.XmlPrettyPrinter.writeLeafElement(XMLStreamWriter2,String,String,BigDecimal)","Abstract Method","No Comment","public void writeLeafElement(XMLStreamWriter2 sw, String nsURI, String localName, BigDecimal value) throws XMLStreamException;","void","public ","method/parameter/variable has no extends","method/parameter/variable has no implements"
"com.fasterxml.jackson.dataformat.xml.XmlPrettyPrinter.writeLeafElement(XMLStreamWriter2,String,String,BigDecimal).sw","Parameter_1","Belong to com.fasterxml.jackson.dataformat.xml.XmlPrettyPrinter.writeLeafElement(XMLStreamWriter2,String,String,BigDecimal)","Parameter has not source code","No return type","No modifier","method/parameter/variable has no extends","method/parameter/variable has no implements"
"com.fasterxml.jackson.dataformat.xml.XmlPrettyPrinter.writeLeafElement(XMLStreamWriter2,String,String,BigDecimal).nsURI","Parameter_2","Belong to com.fasterxml.jackson.dataformat.xml.XmlPrettyPrinter.writeLeafElement(XMLStreamWriter2,String,String,BigDecimal)","Parameter has not source code","No return type","No modifier","method/parameter/variable has no extends","method/parameter/variable has no implements"
"com.fasterxml.jackson.dataformat.xml.XmlPrettyPrinter.writeLeafElement(XMLStreamWriter2,String,String,BigDecimal).localName","Parameter_3","Belong to com.fasterxml.jackson.dataformat.xml.XmlPrettyPrinter.writeLeafElement(XMLStreamWriter2,String,String,BigDecimal)","Parameter has not source code","No return type","No modifier","method/parameter/variable has no extends","method/parameter/variable has no implements"
"com.fasterxml.jackson.dataformat.xml.XmlPrettyPrinter.writeLeafElement(XMLStreamWriter2,String,String,BigDecimal).value","Parameter_4","Belong to com.fasterxml.jackson.dataformat.xml.XmlPrettyPrinter.writeLeafElement(XMLStreamWriter2,String,String,BigDecimal)","Parameter has not source code","No return type","No modifier","method/parameter/variable has no extends","method/parameter/variable has no implements"
"com.fasterxml.jackson.dataformat.xml.XmlPrettyPrinter.writeLeafElement(XMLStreamWriter2,String,String,org.codehaus.stax2.typed.Base64Variant,byte[],int,int)","Abstract Method","binary element","public void writeLeafElement(XMLStreamWriter2 sw, String nsURI, String localName, org.codehaus.stax2.typed.Base64Variant base64variant, byte[] data, int offset, int len) throws XMLStreamException;","void","public ","method/parameter/variable has no extends","method/parameter/variable has no implements"
"com.fasterxml.jackson.dataformat.xml.XmlPrettyPrinter.writeLeafElement(XMLStreamWriter2,String,String,org.codehaus.stax2.typed.Base64Variant,byte[],int,int).sw","Parameter_1","Belong to com.fasterxml.jackson.dataformat.xml.XmlPrettyPrinter.writeLeafElement(XMLStreamWriter2,String,String,org.codehaus.stax2.typed.Base64Variant,byte[],int,int)","Parameter has not source code","No return type","No modifier","method/parameter/variable has no extends","method/parameter/variable has no implements"
"com.fasterxml.jackson.dataformat.xml.XmlPrettyPrinter.writeLeafElement(XMLStreamWriter2,String,String,org.codehaus.stax2.typed.Base64Variant,byte[],int,int).nsURI","Parameter_2","Belong to com.fasterxml.jackson.dataformat.xml.XmlPrettyPrinter.writeLeafElement(XMLStreamWriter2,String,String,org.codehaus.stax2.typed.Base64Variant,byte[],int,int)","Parameter has not source code","No return type","No modifier","method/parameter/variable has no extends","method/parameter/variable has no implements"
"com.fasterxml.jackson.dataformat.xml.XmlPrettyPrinter.writeLeafElement(XMLStreamWriter2,String,String,org.codehaus.stax2.typed.Base64Variant,byte[],int,int).localName","Parameter_3","Belong to com.fasterxml.jackson.dataformat.xml.XmlPrettyPrinter.writeLeafElement(XMLStreamWriter2,String,String,org.codehaus.stax2.typed.Base64Variant,byte[],int,int)","Parameter has not source code","No return type","No modifier","method/parameter/variable has no extends","method/parameter/variable has no implements"
"com.fasterxml.jackson.dataformat.xml.XmlPrettyPrinter.writeLeafElement(XMLStreamWriter2,String,String,org.codehaus.stax2.typed.Base64Variant,byte[],int,int).base64variant","Parameter_4","Belong to com.fasterxml.jackson.dataformat.xml.XmlPrettyPrinter.writeLeafElement(XMLStreamWriter2,String,String,org.codehaus.stax2.typed.Base64Variant,byte[],int,int)","Parameter has not source code","No return type","No modifier","method/parameter/variable has no extends","method/parameter/variable has no implements"
"com.fasterxml.jackson.dataformat.xml.XmlPrettyPrinter.writeLeafElement(XMLStreamWriter2,String,String,org.codehaus.stax2.typed.Base64Variant,byte[],int,int).data","Parameter_5","Belong to com.fasterxml.jackson.dataformat.xml.XmlPrettyPrinter.writeLeafElement(XMLStreamWriter2,String,String,org.codehaus.stax2.typed.Base64Variant,byte[],int,int)","Parameter has not source code","No return type","No modifier","method/parameter/variable has no extends","method/parameter/variable has no implements"
"com.fasterxml.jackson.dataformat.xml.XmlPrettyPrinter.writeLeafElement(XMLStreamWriter2,String,String,org.codehaus.stax2.typed.Base64Variant,byte[],int,int).offset","Parameter_6","Belong to com.fasterxml.jackson.dataformat.xml.XmlPrettyPrinter.writeLeafElement(XMLStreamWriter2,String,String,org.codehaus.stax2.typed.Base64Variant,byte[],int,int)","Parameter has not source code","No return type","No modifier","method/parameter/variable has no extends","method/parameter/variable has no implements"
"com.fasterxml.jackson.dataformat.xml.XmlPrettyPrinter.writeLeafElement(XMLStreamWriter2,String,String,org.codehaus.stax2.typed.Base64Variant,byte[],int,int).len","Parameter_7","Belong to com.fasterxml.jackson.dataformat.xml.XmlPrettyPrinter.writeLeafElement(XMLStreamWriter2,String,String,org.codehaus.stax2.typed.Base64Variant,byte[],int,int)","Parameter has not source code","No return type","No modifier","method/parameter/variable has no extends","method/parameter/variable has no implements"
"com.fasterxml.jackson.dataformat.xml.XmlPrettyPrinter.writeLeafNullElement(XMLStreamWriter2,String,String)","Abstract Method","empty element to represent null","public void writeLeafNullElement(XMLStreamWriter2 sw, String nsURI, String localName) throws XMLStreamException;","void","public ","method/parameter/variable has no extends","method/parameter/variable has no implements"
"com.fasterxml.jackson.dataformat.xml.XmlPrettyPrinter.writeLeafNullElement(XMLStreamWriter2,String,String).sw","Parameter_1","Belong to com.fasterxml.jackson.dataformat.xml.XmlPrettyPrinter.writeLeafNullElement(XMLStreamWriter2,String,String)","Parameter has not source code","No return type","No modifier","method/parameter/variable has no extends","method/parameter/variable has no implements"
"com.fasterxml.jackson.dataformat.xml.XmlPrettyPrinter.writeLeafNullElement(XMLStreamWriter2,String,String).nsURI","Parameter_2","Belong to com.fasterxml.jackson.dataformat.xml.XmlPrettyPrinter.writeLeafNullElement(XMLStreamWriter2,String,String)","Parameter has not source code","No return type","No modifier","method/parameter/variable has no extends","method/parameter/variable has no implements"
"com.fasterxml.jackson.dataformat.xml.XmlPrettyPrinter.writeLeafNullElement(XMLStreamWriter2,String,String).localName","Parameter_3","Belong to com.fasterxml.jackson.dataformat.xml.XmlPrettyPrinter.writeLeafNullElement(XMLStreamWriter2,String,String)","Parameter has not source code","No return type","No modifier","method/parameter/variable has no extends","method/parameter/variable has no implements"
"com.fasterxml.jackson.dataformat.xml.XmlFactoryBuilder","Class","* {@link com.fasterxml.jackson.core.TSFBuilder} implementation
 * for constructing {@link XmlFactory} instances.","Class do not obtain Source Code","No return type","public ","com.fasterxml.jackson.core.TSFBuilder",""
"com.fasterxml.jackson.dataformat.xml.XmlFactoryBuilder._formatParserFeatures","Field","* Set of {@code FromXmlParser.Feature}s enabled, as bitmask.","protected int _formatParserFeatures;","No return type","protected ","method/parameter/variable has no extends","method/parameter/variable has no implements"
"com.fasterxml.jackson.dataformat.xml.XmlFactoryBuilder._formatGeneratorFeatures","Field","* Set of {@@code ToXmlGenerator.Feature}s enabled, as bitmask.","protected int _formatGeneratorFeatures;","No return type","protected ","method/parameter/variable has no extends","method/parameter/variable has no implements"
"com.fasterxml.jackson.dataformat.xml.XmlFactoryBuilder._xmlInputFactory","Field","* Stax factory for creating underlying input stream readers;
     * `null` for ""use default instance with default settings""","protected XMLInputFactory _xmlInputFactory;","No return type","protected ","method/parameter/variable has no extends","method/parameter/variable has no implements"
"com.fasterxml.jackson.dataformat.xml.XmlFactoryBuilder._xmlOutputFactory","Field","* Stax factory for creating underlying output stream writers;
     * `null` for ""use default instance with default settings""","protected XMLOutputFactory _xmlOutputFactory;","No return type","protected ","method/parameter/variable has no extends","method/parameter/variable has no implements"
"com.fasterxml.jackson.dataformat.xml.XmlFactoryBuilder._nameForTextElement","Field","* In cases where a start element has both attributes and non-empty textual
     * value, we have to create a bogus property; we will use this as
     * the property name.
     *<p>
     * Name used for pseudo-property used for returning XML Text value (which does
     * not have actual element name to use). Defaults to empty String, but
     * may be changed for interoperability reasons: JAXB, for example, uses
     * ""value"" as name.","protected String _nameForTextElement;","No return type","protected ","method/parameter/variable has no extends","method/parameter/variable has no implements"
